items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash and Short Term Invs,241,364,262,315,GWW
"Trade Accts Recvble, Gross","1,784","2,033","2,133","2,194",GWW
Prov. for Doubtful Accts,(30),(32),(34),(36),GWW
"Total Receivables, Net","1,754","2,001","2,099","2,158",GWW
Total Inventory,"1,870","1,929","1,990","2,071",GWW
Prepaid Expenses,146,145,162,142,GWW
Total Current Assets,"4,011","4,439","4,513","4,686",GWW
Buildings,"1,431","1,456","1,418","1,403",GWW
Land/Improvements,329,329,329,329,GWW
Other Prop./Plant/Equip.,"1,960","1,941","1,968","1,990",GWW
Prop./Plant/Equip. - Gross,"3,720","3,726","3,715","3,722",GWW
Accumulated Depreciation,"(1,903)","(1,931)","(1,940)","(1,953)",GWW
Prop./Plant/Equip. - Net,"1,817","1,795","1,775","1,769",GWW
"Goodwill, Net",384,384,374,363,GWW
Intangibles - Gross,807,812,818,822,GWW
Accum. Intangible Amort.,(569),(583),(591),(600),GWW
Intangibles - Net,238,229,227,222,GWW
Other Long Term Assets,142,146,160,161,GWW
Total Assets,"6,592","6,993","7,049","7,201",GWW
Accounts Payable,816,"1,038","1,054","1,038",GWW
Accrued Expenses,675,613,649,706,GWW
Notes Payable/ST Debt,0,0,0,0,GWW
Curr. Port. LT Dbt/Cap Ls.,0,--,17,16,GWW
"Other Curr. Lblts, Total",37,91,30,25,GWW
Total Current Liabilities,"1,528","1,742","1,750","1,785",GWW
Total Long Term Debt,"2,362","2,338","2,309","2,294",GWW
Total Debt,"2,362","2,338","2,326","2,310",GWW
Deferred Income Tax,121,126,131,135,GWW
Minority Interest,286,289,264,254,GWW
"Other Liabilities, Total",421,417,394,425,GWW
Total Liabilities,"4,718","4,912","4,848","4,893",GWW
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,GWW
Common Stock,55,55,55,55,GWW
Additional Paid-In Capital,"1,270","1,280","1,287","1,299",GWW
Ret. Earn.(Accum. Deficit),"9,500","9,782","10,066","10,402",GWW
Treasury Stock - Common,"(8,855)","(8,927)","(9,042)","(9,223)",GWW
"Other Equity, Total",(96),(109),(165),(225),GWW
Total Equity,"1,874","2,081","2,201","2,308",GWW
Total Liabilities & Shareholders’ Equity,"6,592","6,993","7,049","7,201",GWW
Ttl Comm. Shares Outs.,51,51,51,51,GWW
Trsy. Shrs-Comm. Primary Iss.,58,59,59,59,GWW
