items,2017,2018,2019,2020,2021,ticker
Cash and Short Term Invs,327,538,360,585,241,GWW
"Trade Accts Recvble, Gross","1,354","1,410","1,446","1,501","1,784",GWW
Prov. for Doubtful Accts,(29),(25),(21),(27),(30),GWW
"Total Receivables, Net","1,325","1,385","1,425","1,474","1,754",GWW
Total Inventory,"1,429","1,541","1,655","1,733","1,870",GWW
Prepaid Expenses,125,93,115,127,146,GWW
Total Current Assets,"3,206","3,557","3,555","3,919","4,011",GWW
Buildings,--,"1,338","1,329","1,330","1,431",GWW
Land/Improvements,--,318,332,329,329,GWW
Other Prop./Plant/Equip.,"3,445","1,785","2,055","2,088","1,960",GWW
Prop./Plant/Equip. - Gross,"3,445","3,441","3,716","3,747","3,720",GWW
Accumulated Depreciation,"(2,053)","(2,089)","(2,093)","(2,142)","(1,903)",GWW
Prop./Plant/Equip. - Net,"1,392","1,352","1,623","1,605","1,817",GWW
"Goodwill, Net",544,424,429,391,384,GWW
Intangibles - Gross,"1,226","1,190","1,163",748,807,GWW
Accum. Intangible Amort.,(657),(730),(859),(520),(569),GWW
Intangibles - Net,569,528,304,228,238,GWW
Other Long Term Assets,71,--,83,138,142,GWW
Total Assets,"5,804","5,873","6,005","6,295","6,592",GWW
Accounts Payable,732,678,719,779,816,GWW
Accrued Expenses,661,664,631,612,675,GWW
Notes Payable/ST Debt,56,49,55,0,0,GWW
Curr. Port. LT Dbt/Cap Ls.,39,81,246,8,0,GWW
"Other Curr. Lblts, Total",20,29,27,42,37,GWW
Total Current Liabilities,"1,507","1,501","1,678","1,441","1,528",GWW
Total Long Term Debt,"2,248","2,090","1,914","2,389","2,362",GWW
Total Debt,"2,342","2,220","2,215","2,397","2,362",GWW
Deferred Income Tax,112,103,106,110,121,GWW
Minority Interest,138,172,205,265,286,GWW
"Other Liabilities, Total",110,86,247,262,421,GWW
Total Liabilities,"4,114","3,952","4,150","4,467","4,718",GWW
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,0,GWW
Common Stock,55,55,55,55,55,GWW
Additional Paid-In Capital,"1,040","1,134","1,182","1,239","1,270",GWW
Ret. Earn.(Accum. Deficit),"7,405","7,869","8,405","8,779","9,500",GWW
Treasury Stock - Common,"(6,676)","(6,966)","(7,633)","(8,184)","(8,855)",GWW
Cum. Trans. Adjustment,(203),(248),(225),(154),(189),GWW
Min. Pension Lblty Adj.,69,77,71,93,93,GWW
Other Comprehensive Income,0,--,--,--,--,GWW
"Other Equity, Total",(135),(171),(154),(61),(96),GWW
Total Equity,"1,690","1,921","1,855","1,828","1,874",GWW
Total Liabilities & Shareholders’ Equity,"5,804","5,873","6,005","6,295","6,592",GWW
Ttl Comm. Shares Outs.,56,56,54,53,51,GWW
Trsy. Shrs-Comm. Primary Iss.,53,54,56,57,58,GWW
