items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"6,427","7,405","13,057","25,602",PDD
Short Term Investments,"86,517","87,816","106,323","112,208",PDD
Cash and Short Term Invs,"92,943","95,221","119,380","137,809",PDD
Notes Recvble - Short Term,365,--,--,--,PDD
Other Receivables,"5,594","4,188","4,728","5,157",PDD
"Total Receivables, Net","5,959","4,188","4,728","5,157",PDD
Total Inventory,14,--,--,--,PDD
Prepaid Expenses,"1,393","2,027","1,532","1,796",PDD
Restricted Cash - Current,"59,617","44,729","49,807","48,808",PDD
Other Current Assets,982,--,--,--,PDD
"Other Curr. Assets, Total","60,600","44,729","49,807","48,808",PDD
Total Current Assets,"160,909","146,165","175,446","193,570",PDD
Prop./Plant/Equip. - Net,"3,142","2,579","2,333","2,383",PDD
Intangibles - Net,701,557,436,298,PDD
Other Long Term Assets,"16,426","19,395","13,760","12,829",PDD
Total Assets,"181,210","168,719","191,999","209,108",PDD
Accounts Payable,"64,461","47,166","52,897","51,563",PDD
Accrued Expenses,"6,029","13,301","14,307","14,755",PDD
Notes Payable/ST Debt,0,0,0,0,PDD
Customer Advances,"1,167","1,061","1,243","1,392",PDD
Income Taxes Payable,"5,734",--,--,--,PDD
Other Payables,"1,963","2,040","2,495","2,601",PDD
Other Current Liabilities,"14,375","13,955","14,773","15,123",PDD
"Other Curr. Lblts, Total","23,239","17,055","18,510","19,115",PDD
Total Current Liabilities,"93,730","77,522","85,714","85,432",PDD
Total Long Term Debt,"11,789","14,057","14,875","15,750",PDD
Total Debt,"11,789","14,057","14,875","15,750",PDD
Deferred Income Tax,31,32,39,46,PDD
"Other Liabilities, Total",545,454,462,750,PDD
Total Liabilities,"106,095","92,066","101,090","101,978",PDD
Common Stock,0,0,0,0,PDD
Additional Paid-In Capital,"95,341","93,045","94,889","96,754",PDD
Ret. Earn.(Accum. Deficit),"(17,707)","(13,741)","(4,844)","5,744",PDD
"Other Equity, Total","(2,520)","(2,651)",864,"4,631",PDD
Total Equity,"75,115","76,653","90,909","107,130",PDD
Total Liabilities & Shareholders’ Equity,"181,210","168,719","191,999","209,108",PDD
Ttl Comm. Shares Outs.,"5,058","5,058","5,058","5,058",PDD
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,PDD
