items,Q2 2022,Q3 2022,Q4 2022,Q1 2023,ticker
Cash & Equivalents,"20,604","12,498","13,931","22,884",MSFT
Short Term Investments,"104,765","92,195","90,826","84,378",MSFT
Cash and Short Term Invs,"125,369","104,693","104,757","107,262",MSFT
"Trade Accts Recvble, Gross","34,071","33,118","44,894","31,717",MSFT
Prov. for Doubtful Accts,(551),(505),(633),(438),MSFT
"Total Receivables, Net","33,520","32,613","44,261","31,279",MSFT
Invent. - Finished Goods,"2,002","1,840","2,516","3,074",MSFT
Invent. - Work In Progress,73,87,82,51,MSFT
Invent. - Raw Materials,944,"1,369","1,144","1,143",MSFT
Total Inventory,"3,019","3,296","3,742","4,268",MSFT
"Other Curr. Assets, Total","12,280","13,320","16,924","18,003",MSFT
Total Current Assets,"174,188","153,922","169,684","160,812",MSFT
Prop./Plant/Equip. - Gross,"122,491","128,351","134,058","137,675",MSFT
Accumulated Depreciation,"(55,277)","(58,053)","(59,660)","(60,638)",MSFT
Prop./Plant/Equip. - Net,"79,568","83,214","87,546","90,384",MSFT
"Goodwill, Net","50,921","67,371","67,524","67,459",MSFT
Intangibles - Gross,"20,138","24,524","23,577","23,714",MSFT
Accum. Intangible Amort.,"(12,676)","(13,176)","(12,279)","(12,906)",MSFT
Intangibles - Net,"7,462","11,348","11,298","10,808",MSFT
Long Term Investments,"6,994","6,907","6,891","6,839",MSFT
Other Long Term Assets,"21,256","21,845","21,897","23,482",MSFT
Total Assets,"340,389","344,607","364,840","359,784",MSFT
Accounts Payable,"15,314","16,085","19,000","16,609",MSFT
Accrued Expenses,"9,908","11,226","12,889","9,629",MSFT
Notes Payable/ST Debt,0,0,0,0,MSFT
Curr. Port. LT Dbt/Cap Ls.,"5,942","2,737","3,809","4,303",MSFT
Customer Advances,"34,001","34,027","45,538","41,340",MSFT
Income Taxes Payable,"3,731","4,646","4,067","6,729",MSFT
Other Current Liabilities,"8,614","8,718","9,779","8,779",MSFT
"Other Curr. Lblts, Total","46,346","47,391","59,384","56,848",MSFT
Total Current Liabilities,"77,510","77,439","95,082","87,389",MSFT
Long Term Debt,"48,260","48,177","47,032","45,374",MSFT
Capital Lease Obligations,"13,251","13,551","13,842","13,575",MSFT
Total Long Term Debt,"61,511","61,728","60,874","58,949",MSFT
Total Debt,"67,453","64,465","64,683","63,252",MSFT
Deferred Income Tax,199,304,230,223,MSFT
"Other Liabilities, Total","41,159","42,212","42,112","39,657",MSFT
Total Liabilities,"180,379","181,683","198,298","186,218",MSFT
Common Stock,"46,875","46,769","46,650","46,606",MSFT
Additional Paid-In Capital,"37,653","38,998","40,289","41,929",MSFT
Ret. Earn.(Accum. Deficit),"75,045","79,633","84,281","92,374",MSFT
Unrealized Gain (Loss),"2,057",(825),"(2,138)","(4,035)",MSFT
Cum. Trans. Adjustment,"(1,603)","(1,640)","(2,527)","(3,302)",MSFT
Other Comprehensive Income,(17),(11),(13),(6),MSFT
"Other Equity, Total","(1,620)","(1,651)","(2,540)","(3,308)",MSFT
Total Equity,"160,010","162,924","166,542","173,566",MSFT
Total Liabilities & Shareholders’ Equity,"340,389","344,607","364,840","359,784",MSFT
Ttl Comm. Shares Outs.,"7,500","7,483","7,464","7,457",MSFT
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,MSFT
