items,2018,2019,2020,2021,2022,ticker
Total Revenue,"8,930","8,919","8,856","10,323","12,699",APD
"Cost of Revenue, Total","6,190","5,976","5,858","7,186","9,339",APD
"Sell/Gen/AdminExpenses,Tot",761,750,776,828,901,APD
Research & Development,65,73,84,94,103,APD
"Interest Income, Operating",0,--,--,--,--,APD
"Invest Income, Operating",8,(30),0,(37),0,APD
"Inter/Invest Inc, Operating",8,(30),0,(37),0,APD
Restructuring Charge,0,26,(34),0,--,APD
Impair-Assets Held for Use,0,0,--,--,--,APD
Other Unusual Expnse (In),49,29,0,23,74,APD
Unusual Expense (Income),42,55,(34),23,74,APD
Loss(Gain)/Sale Asts (Oper),(7),--,--,--,--,APD
"Other, Net",(51),(49),(65),(53),(56),APD
"Other Operat Expse, Total",(51),(49),(65),(53),(56),APD
Total Operating Expense,"7,013","6,775","6,619","8,042","10,360",APD
Total Operating Income,"1,917","2,144","2,238","2,281","2,339",APD
"Inter Expse, Non-Operating",(140),(155),(125),(170),(169),APD
"Inter Capital, Non-Operat",20,14,16,28,41,APD
"Inter Expse,Net Non-Operat",(120),(141),(109),(142),(128),APD
"Inter Income, Non-Operating",46,--,--,--,--,APD
"Invest Income, Non-Operat",165,220,265,294,482,APD
"Inter/Invest Inc, Non-Oper",211,220,265,294,482,APD
OtherNon-OperatInc (Expnse),7,67,31,74,62,APD
"Other, Net",7,67,31,74,62,APD
Income Before Tax,"2,015","2,290","2,424","2,507","2,755",APD
Income Tax - Total,288,493,478,463,501,APD
Income After Tax,"1,728","1,797","1,945","2,045","2,254",APD
Minority Interest,(35),(49),(44),(16),(10),APD
Net Inc Before Extra Items,"1,692","1,748","1,901","2,029","2,244",APD
Discontinued Operations,17,0,(14),70,13,APD
Extraordinary Item,(237),12,0,--,--,APD
Tax on Extraordinary Items,26,--,--,--,--,APD
Total Extraordinary Items,(195),12,(14),70,13,APD
Total Net Income,"1,498","1,760","1,887","2,099","2,256",APD
Income Available to Common Excl. Extra. Items,"1,692","1,748","1,901","2,029","2,244",APD
Income Available to Common Incl. Extra. Items,"1,498","1,760","1,887","2,099","2,256",APD
Basic/Primary Weighted Average Shares,219,220,221,222,222,APD
Basic/Primary EPS Excl. Extra. Items,7.72,7.93,8.59,9.16,10.11,APD
Basic/Primary EPS Incl. Extra. Items,6.83,7.99,8.53,9.47,10.16,APD
Diluted Weighted Average Shares,221,222,222,223,223,APD
Diluted EPS Excl. Extra. Items,7.66,7.89,8.55,9.12,10.08,APD
Diluted EPS Incl. Extra. Items,6.78,7.94,8.49,9.43,10.14,APD
Div/Share-ComStockPrimIssue,4.25,4.58,5.18,5.84,6.36,APD
Gross Divid - Common Stock,932,"1,008","1,144","1,293","1,411",APD
Pro Forma Net Income,--,--,--,--,--,APD
"Interest Expense, Suppl",270,292,109,142,128,APD
"Interest Capitalized, Suppl",(20),(14),(16),(28),(41),APD
"Depreciat/Amort, Suppl",941,"1,050","1,151","1,284","1,303",APD
Total Special Items,42,55,(34),23,74,APD
Normalzd Income Before Tax,"2,057","2,344","2,390","2,531","2,828",APD
Efct/SpecItemsIncTxs (STEC),6,12,(7),4,13,APD
IncTxsExcl ImpctofSpec Itms,293,504,472,467,514,APD
Normalized Income After Tax,"1,763","1,840","1,918","2,064","2,314",APD
Normalzd Inc Avail to Common,"1,728","1,790","1,874","2,048","2,304",APD
Basic Normalized EPS,7.88,8.13,8.47,9.24,10.38,APD
Diluted Normalized EPS,7.83,8.08,8.43,9.20,10.35,APD
