items,2017,2018,2019,2020,2021,ticker
Net Income,595,"4,775","(1,272)","1,294","6,405",DOW
Depreciation/Depletion,"2,546","2,909","2,938","2,874","2,842",DOW
Deferred Taxes,"1,413",(429),(228),258,278,DOW
Discontinued Operations,(368),(677),(228),(26),(60),DOW
Unusual Items,"2,320",183,"3,138",(94),(99),DOW
Equity in Net Earnings/Loss,253,108,"1,114",443,(651),DOW
Other Non-Cash Items,(189),(957),81,285,(259),DOW
Non-Cash Items,"2,016","(1,343)","4,105",608,"(1,069)",DOW
"Cash Taxes Pd, Supplemental",--,--,--,--,731,DOW
"Cash Interest Pd, Suppl",--,--,--,--,801,DOW
Accounts Receivable,"(11,431)",(855),"1,253",171,"(2,132)",DOW
Inventories,(891),(859),668,515,"(1,768)",DOW
Accounts Payable,"1,081",787,(948),(84),"2,458",DOW
Changes in Working Capital,"(11,499)","(1,658)",387,"1,192","(1,447)",DOW
Total Cash from Operations,"(4,929)","4,254","5,930","6,226","7,009",DOW
Capital Expenditures,"(2,994)","(2,117)","(1,970)","(1,257)","(2,195)",DOW
Acquisition of Business,--,(20),0,(130),(129),DOW
Sale of Business,47,--,--,--,--,DOW
Sale of Fixed Assets,522,47,84,929,68,DOW
Sale/Maturity of Investment,"1,165","1,214","1,252","1,122",759,DOW
Purchase of Investments,"(1,512)","(1,662)","(1,613)","(1,541)","(1,458)",DOW
Other Investing Cash Flow,"10,290",343,55,36,41,DOW
"OtherInvestCashFlowItms,Tot","10,512",(78),(222),416,(719),DOW
Total Cash from Investing,"7,518","(2,195)","(2,192)",(841),"(2,914)",DOW
Financing Cash Flow Items,"(3,465)","(4,283)","1,364",(264),(622),DOW
Total Cash Dividends Paid,--,--,"(2,085)","(2,071)","(2,073)",DOW
Sale/Issuance of Common,66,112,93,108,320,DOW
Repurch/Retirement Common,0,0,(500),(125),"(1,000)",DOW
"Iss (Retirmnt) of Stock,Net",66,112,(407),(17),(680),DOW
Short Term Debt Reduction,--,--,--,(163),(130),DOW
"Short Term Debt, Net",691,(178),307,(431),(34),DOW
Long Term Debt Issued,0,"1,999","2,287","4,672",109,DOW
Long Term Debt Reduction,(617),"(3,054)","(5,561)","(4,653)","(2,771)",DOW
"Long Term Debt, Net",(617),"(1,055)","(3,274)",19,"(2,662)",DOW
"Iss (Retirmnt) of Debt, Net",74,"(1,233)","(2,967)",(412),"(2,696)",DOW
Total Cash From Financing,"(3,325)","(5,404)","(4,095)","(2,764)","(6,071)",DOW
Foreign Exchange Effects,320,(99),(27),107,(99),DOW
Net Change in Cash,(416),"(3,444)",(384),"2,728","(2,075)",DOW
NetCash-BeginBal/RsvdforFutUse,"6,624","6,208","2,764","2,380","5,108",DOW
NetCash-EndBal/RsrvforFutUse,"6,208","2,764","2,380","5,108","3,033",DOW
"Depreciation, Supplemental","2,546","2,909","2,938","2,874","2,842",DOW
