items,2017,2018,2019,2020,2021,ticker
Cash,"2,212","2,713","4,735","6,488","7,308",META
Cash & Equivalents,"5,867","7,306","14,344","11,088","9,293",META
Short Term Investments,"33,632","31,095","35,776","44,378","31,397",META
Cash and Short Term Invs,"41,711","41,114","54,855","61,954","47,998",META
"Trade Accts Recvble, Gross","6,021","7,816","9,724","11,449",--,META
Prov. for Doubtful Accts,(189),(229),(206),(114),--,META
"Total Receivables, Net","5,832","7,587","9,518","11,335","14,039",META
Prepaid Expenses,"1,020","1,779","1,844","2,140","4,480",META
"Other Curr. Assets, Total",--,--,8,241,149,META
Total Current Assets,"48,563","50,480","66,225","75,670","66,666",META
Buildings,"5,868","9,242","14,338","21,681","28,326",META
Land/Improvements,798,899,"1,097","1,326","1,688",META
Machinery/Equipment,"8,679","13,144","18,817","24,461","25,584",META
Construction in Progress,"2,992","7,228","10,099","11,288","14,687",META
Other Prop./Plant/Equip.,--,"1,060","11,095","11,643","19,759",META
Prop./Plant/Equip. - Gross,"18,337","31,573","55,446","70,399","90,044",META
Accumulated Depreciation,"(4,616)","(6,890)","(10,663)","(15,418)","(20,080)",META
Prop./Plant/Equip. - Net,"13,721","24,683","44,783","54,981","69,964",META
"Goodwill, Net","18,221","18,301","18,715","19,050","19,197",META
Intangibles - Gross,"4,604","4,654","4,816","5,018","5,382",META
Accum. Intangible Amort.,"(2,720)","(3,360)","(3,922)","(4,395)","(4,748)",META
Intangibles - Net,"1,884","1,294",894,623,634,META
Long Term Investments,--,--,86,"6,234","6,775",META
Other Long Term Assets,"2,135","2,576","2,481","2,621","2,636",META
Total Assets,"84,524","97,334","133,376","159,316","165,987",META
Accounts Payable,770,"1,361","2,249","2,424","5,135",META
Accrued Expenses,"1,461","2,734","9,136","6,668","8,925",META
Notes Payable/ST Debt,0,0,0,0,0,META
Curr. Port. LT Dbt/Cap Ls.,--,0,55,54,75,META
Customer Advances,98,147,269,382,561,META
Income Taxes Payable,230,491,624,"2,038","1,256",META
Other Current Liabilities,"1,201","2,284","2,720","3,415","5,183",META
"Other Curr. Lblts, Total","1,529","2,922","3,613","5,835","7,000",META
Total Current Liabilities,"3,760","7,017","15,053","14,981","21,135",META
Total Long Term Debt,0,0,418,469,506,META
Total Debt,0,0,473,523,581,META
Deferred Income Tax,--,673,"1,039",--,--,META
"Other Liabilities, Total","6,417","5,517","15,812","15,576","19,467",META
Total Liabilities,"10,177","13,207","32,322","31,026","41,108",META
Common Stock,0,0,0,0,0,META
Additional Paid-In Capital,"40,584","42,906","45,851","50,018","55,811",META
Ret. Earn.(Accum. Deficit),"33,990","41,981","55,692","77,345","69,761",META
Unrealized Gain (Loss),(211),--,--,--,--,META
Cum. Trans. Adjustment,(16),--,--,--,--,META
Other Equity,--,--,0,0,0,META
Other Comprehensive Income,--,(760),(489),927,(693),META
"Other Equity, Total",(16),(760),(489),927,(693),META
Total Equity,"74,347","84,127","101,054","128,290","124,879",META
Total Liabilities & Shareholders’ Equity,"84,524","97,334","133,376","159,316","165,987",META
Shr Outs.-Com. Primary Iss.,"2,397","2,385","2,407","2,406","2,328",META
Shr Outs.-Com. Stk. Iss. 2,509,469,445,443,413,META
Ttl Comm. Shares Outs.,"2,906","2,854","2,852","2,849","2,741",META
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,META
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,0,META
