items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,"2,464",866,899,"3,449","4,709",MCD
Short Term Investments,0,172,14,--,--,MCD
Cash and Short Term Invs,"2,464","1,038",913,"3,449","4,709",MCD
"Trade Accts Recvble, Gross",--,--,--,"2,166",--,MCD
Prov. for Doubtful Accts,--,--,--,(55),--,MCD
"Total Receivables, Net","1,976","2,442","2,224","2,110","1,872",MCD
Total Inventory,59,51,50,51,56,MCD
Prepaid Expenses,828,492,361,633,511,MCD
Discont. Ops.-Curr. Assets,0,--,--,--,--,MCD
Other Current Assets,1,31,10,--,--,MCD
"Other Curr. Assets, Total",1,31,10,--,--,MCD
Total Current Assets,"5,327","4,053","3,558","6,243","7,149",MCD
Buildings,"27,286","28,241","29,610","31,583","31,949",MCD
Land/Improvements,"5,662","5,521","6,026","6,349","6,488",MCD
Machinery/Equipment,"3,166","2,943","2,995","3,119","3,032",MCD
Other Prop./Plant/Equip.,512,489,"13,682","14,253","14,000",MCD
Prop./Plant/Equip. - Gross,"36,626","37,194","52,312","55,304","55,469",MCD
Accumulated Depreciation,"(14,178)","(14,351)","(14,891)","(16,518)","(17,196)",MCD
Prop./Plant/Equip. - Net,"22,448","22,843","37,421","38,786","38,273",MCD
"Goodwill, Net","2,380","2,332","2,677","2,773","2,783",MCD
Intangibles - Net,--,--,--,691,795,MCD
LT Invt. - Affiliate Comp.,"1,086","1,203","1,270","1,297","1,201",MCD
LT Investments - Other,167,0,--,--,--,MCD
Long Term Investments,"1,253","1,203","1,270","1,297","1,201",MCD
Other Long Term Assets,"2,396","2,381","2,584","2,836","1,298",MCD
Total Assets,"33,804","32,811","47,511","52,627","53,854",MCD
Accounts Payable,925,"1,208",988,741,"1,007",MCD
Accrued Expenses,"1,662","1,534","2,232","2,455","2,653",MCD
Notes Payable/ST Debt,0,0,0,0,0,MCD
Curr. Port. LT Dbt/Cap Ls.,0,--,59,"2,244",0,MCD
Income Taxes Payable,266,228,332,741,361,MCD
Discontinued Operations,0,--,--,--,--,MCD
Other Current Liabilities,38,4,10,--,--,MCD
"Other Curr. Lblts, Total",304,232,342,741,361,MCD
Total Current Liabilities,"2,891","2,974","3,621","6,181","4,020",MCD
Total Long Term Debt,"29,536","31,075","34,118","35,197","35,623",MCD
Total Debt,"29,536","31,075","34,177","37,440","35,623",MCD
Deferred Income Tax,"1,119","1,216","1,318","2,026","2,076",MCD
"Other Liabilities, Total","3,525","3,805","16,664","17,048","16,737",MCD
Total Liabilities,"37,072","39,070","55,721","60,452","58,455",MCD
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,0,MCD
Common Stock,17,17,17,17,17,MCD
Additional Paid-In Capital,"7,072","7,376","7,654","7,904","8,232",MCD
Ret. Earn.(Accum. Deficit),"48,326","50,487","52,931","53,908","57,535",MCD
Treasury Stock - Common,"(56,504)","(61,529)","(66,329)","(67,066)","(67,810)",MCD
"Other Equity, Total","(2,178)","(2,610)","(2,483)","(2,587)","(2,574)",MCD
Total Equity,"(3,268)","(6,258)","(8,210)","(7,825)","(4,601)",MCD
Total Liabilities & Shareholders’ Equity,"33,804","32,811","47,511","52,627","53,854",MCD
Ttl Comm. Shares Outs.,794,767,746,745,745,MCD
Trsy. Shrs-Comm. Primary Iss.,867,894,914,915,916,MCD
