items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"2,428","2,696","2,632",818,DISH
Short Term Investments,"2,976",539,122,103,DISH
Cash and Short Term Invs,"5,404","3,235","2,754",921,DISH
"Trade Accts Recvble, Gross",981,"1,123","1,081","1,002",DISH
Prov. for Doubtful Accts,(39),(34),(29),(37),DISH
"Total Receivables, Net",943,"1,089","1,052",965,DISH
Invent. - Finished Goods,489,474,547,520,DISH
Invent. - Work In Progress,19,17,16,16,DISH
Invent. - Raw Materials,27,46,23,35,DISH
Total Inventory,535,537,586,571,DISH
"Other Curr. Assets, Total",642,434,449,485,DISH
Total Current Assets,"7,523","5,295","4,840","2,942",DISH
Buildings,377,378,379,380,DISH
Land/Improvements,18,18,18,18,DISH
Machinery/Equipment,"3,265","3,205","3,132","3,085",DISH
Construction in Progress,"1,310","1,915","2,521","3,083",DISH
Other Prop./Plant/Equip.,"4,412","5,004","5,203","5,515",DISH
Prop./Plant/Equip. - Gross,"9,381","10,519","11,253","12,080",DISH
Accumulated Depreciation,"(4,630)","(4,681)","(4,501)","(4,567)",DISH
Prop./Plant/Equip. - Net,"4,751","5,839","6,752","7,514",DISH
Intangibles - Gross,822,--,--,--,DISH
Accum. Intangible Amort.,(375),--,--,--,DISH
Intangibles - Net,"29,307","29,524","37,064","37,297",DISH
Long Term Investments,151,141,143,169,DISH
Other Long Term Assets,934,"8,298",953,979,DISH
Total Assets,"48,002","49,202","49,858","49,003",DISH
Accounts Payable,848,941,815,902,DISH
Accrued Expenses,"2,845","2,815","2,879","2,759",DISH
Notes Payable/ST Debt,0,0,0,0,DISH
Curr. Port. LT Dbt/Cap Ls.,"2,062","3,574","3,233","1,592",DISH
"Other Curr. Lblts, Total",761,717,693,688,DISH
Total Current Liabilities,"6,516","8,048","7,620","5,940",DISH
Long Term Debt,"19,290","17,793","17,794","17,779",DISH
Capital Lease Obligations,65,59,71,75,DISH
Total Long Term Debt,"19,355","17,852","17,865","17,854",DISH
Total Debt,"21,417","21,426","21,098","19,445",DISH
Deferred Income Tax,"4,226","4,349","4,473","4,578",DISH
Minority Interest,396,413,430,447,DISH
"Other Liabilities, Total","1,981","2,562","2,922","3,194",DISH
Total Liabilities,"32,475","33,223","33,310","32,013",DISH
Common Stock,5,5,5,5,DISH
Additional Paid-In Capital,"4,735","4,755","4,801","4,833",DISH
Ret. Earn.(Accum. Deficit),"10,786","11,218","11,741","12,153",DISH
Unrealized Gain (Loss),0,--,--,--,DISH
Cum. Trans. Adjustment,0,--,--,--,DISH
Other Comprehensive Income,--,0,0,(1),DISH
"Other Equity, Total",0,0,0,(1),DISH
Total Equity,"15,527","15,979","16,548","16,990",DISH
Total Liabilities & Shareholders’ Equity,"48,002","49,202","49,858","49,003",DISH
Shr Outs.-Com. Primary Iss.,291,291,292,292,DISH
Shr Outs.-Com. Stk. Iss. 2,238,238,238,238,DISH
Ttl Comm. Shares Outs.,529,529,530,531,DISH
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,DISH
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,DISH
