items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Interest & Fees on Loans,"4,042","4,008","4,039","4,258",SYF
Inter & Divs/ Invest Securs,11,14,35,84,SYF
"Interest Income, Bank","4,053","4,022","4,074","4,342",SYF
Interest on Deposit,119,127,160,280,SYF
Inter on Other Borrowings,104,106,112,134,SYF
Total Interest Expense,223,233,272,414,SYF
Net Interest Income,"3,830","3,789","3,802","3,928",SYF
Loan Loss Provision,561,521,724,929,SYF
NetInterIn after Loan Loss Provision,"3,269","3,268","3,078","2,999",SYF
"Non-Interest Income, Bank",167,108,198,44,SYF
Labor & Related Expenses,(409),(402),(404),(416),SYF
Amortization of Intangibles,(94),(93),(92),(90),SYF
Other Unusual Expense,(50),--,--,--,SYF
Other Expense,"(1,836)","(1,648)","(1,714)","(1,615)",SYF
"Non-Interest Expense, Bank","(2,389)","(2,143)","(2,210)","(2,121)",SYF
Income Before Tax,"1,047","1,233","1,066",922,SYF
Income Tax - Total,234,301,262,219,SYF
Income After Tax,813,932,804,703,SYF
Net Inc Before Extra Items,813,932,804,703,SYF
Total Net Income,813,932,804,703,SYF
Total Adjust to Net Income,(10),(10),(11),(11),SYF
Income Available to Common Excl. Extra. Items,803,922,793,692,SYF
Income Available to Common Incl. Extra. Items,803,922,793,692,SYF
Basic/Primary Weighted Average Shares,538,515,493,469,SYF
Basic/Primary EPS Excl. Extra. Items,1.49,1.79,1.61,1.48,SYF
Basic/Primary EPS Incl. Extra. Items,1.49,1.79,1.61,1.48,SYF
Diluted Weighted Average Shares,543,520,495,471,SYF
Diluted EPS Excl. Extra. Items,1.48,1.77,1.60,1.47,SYF
Diluted EPS Incl. Extra. Items,1.48,1.77,1.60,1.47,SYF
Div/Share-ComStockPrimIssue,0.22,0.22,0.23,0.23,SYF
Gross Divid - Common Stock,120,114,108,109,SYF
Pro Forma Net Income,--,--,--,--,SYF
"Depreciat/Amort, Suppl",11,14,14,15,SYF
Total Special Items,50,--,--,--,SYF
Normalzd Income Before Tax,"1,097","1,233","1,066",922,SYF
Efct/SpecItemsIncTxs (STEC),11,--,--,--,SYF
IncTxsExcl ImpctofSpec Itms,245,301,262,219,SYF
Normalized Income After Tax,852,932,804,703,SYF
Normalzd Inc Avail to Common,842,922,793,692,SYF
Basic Normalized EPS,1.57,1.79,1.61,1.48,SYF
Diluted Normalized EPS,1.55,1.77,1.60,1.47,SYF
