items,Q3 2022,Q4 2022,Q1 2023,Q2 2023,ticker
Total Revenue,"3,624","2,825","2,262","3,081",VFC
"Cost of Revenue, Total","1,593","1,359","1,042","1,496",VFC
"Sell/Gen/AdminExpenses,Tot","1,350","1,265","1,151","1,208",VFC
Restructuring Charge,4,9,6,46,VFC
Impair-Assets Held for Use,--,0,--,422,VFC
Other Unusual Expnse (In),4,0,--,--,VFC
Unusual Expense (Income),7,9,6,468,VFC
Total Operating Expense,"2,950","2,632","2,198","3,171",VFC
Total Operating Income,675,192,63,(91),VFC
"Inter Expse,Net Non-Operat",(34),(32),(33),(35),VFC
"Inter/Invest Inc, Non-Oper",1,1,1,1,VFC
OtherNon-OperatInc (Expnse),0,10,(95),(9),VFC
"Other, Net",0,10,(95),(9),VFC
Income Before Tax,641,171,(63),(134),VFC
Income Tax - Total,124,91,(7),(16),VFC
Income After Tax,518,80,(56),(118),VFC
Net Inc Before Extra Items,518,80,(56),(118),VFC
Discontinued Operations,0,0,0,--,VFC
Tax on Extraordinary Items,--,0,0,--,VFC
Total Extraordinary Items,0,0,0,--,VFC
Total Net Income,518,81,(56),(118),VFC
Income Available to Common Excl. Extra. Items,518,80,(56),(118),VFC
Income Available to Common Incl. Extra. Items,518,81,(56),(118),VFC
Basic/Primary Weighted Average Shares,390,388,388,388,VFC
Basic/Primary EPS Excl. Extra. Items,1.33,0.21,(0.14),(0.31),VFC
Basic/Primary EPS Incl. Extra. Items,1.33,0.21,(0.14),(0.31),VFC
Diluted Weighted Average Shares,392,389,388,388,VFC
Diluted EPS Excl. Extra. Items,1.32,0.21,(0.14),(0.31),VFC
Diluted EPS Incl. Extra. Items,1.32,0.21,(0.14),(0.31),VFC
Div/Share-ComStockPrimIssue,0.50,0.50,0.50,0.50,VFC
Gross Divid - Common Stock,192,194,194,189,VFC
Pro Forma Net Income,--,--,--,--,VFC
"Interest Expense, Suppl",34,32,33,35,VFC
"Depreciat/Amort, Suppl",61,64,63,60,VFC
Total Special Items,7,9,6,468,VFC
Normalzd Income Before Tax,649,180,(57),334,VFC
Efct/SpecItemsIncTxs (STEC),1,5,2,164,VFC
IncTxsExcl ImpctofSpec Itms,125,95,(5),148,VFC
Normalized Income After Tax,524,84,(52),186,VFC
Normalzd Inc Avail to Common,524,84,(52),186,VFC
Basic Normalized EPS,1.34,0.22,(0.13),0.48,VFC
Diluted Normalized EPS,1.33,0.22,(0.13),0.48,VFC
