items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash and Short Term Invs,236,234,248,232,FAST
"Trade Accts Recvble, Gross",912,"1,083","1,115","1,121",FAST
Prov. for Doubtful Accts,(12),(11),(11),(10),FAST
"Total Receivables, Net",900,"1,072","1,104","1,111",FAST
Total Inventory,"1,524","1,601","1,665","1,678",FAST
Prepaid Expenses,9,0,7,3,FAST
"Other Curr. Assets, Total",188,127,129,172,FAST
Total Current Assets,"2,857","3,034","3,153","3,196",FAST
Prop./Plant/Equip. - Net,"1,262","1,254","1,264","1,258",FAST
Other Long Term Assets,181,178,176,174,FAST
Total Assets,"4,299","4,467","4,592","4,627",FAST
Accounts Payable,233,290,292,277,FAST
Accrued Expenses,389,360,362,375,FAST
Notes Payable/ST Debt,0,0,0,0,FAST
Curr. Port. LT Dbt/Cap Ls.,60,35,195,150,FAST
"Other Curr. Lblts, Total",--,61,--,--,FAST
Total Current Liabilities,682,746,849,803,FAST
Total Long Term Debt,330,330,310,405,FAST
Total Debt,390,365,505,555,FAST
Deferred Income Tax,89,90,89,93,FAST
"Other Liabilities, Total",156,160,166,166,FAST
Total Liabilities,"1,257","1,325","1,414","1,466",FAST
Redeemable Preferred Stock,0,0,0,0,FAST
Common Stock,6,6,6,6,FAST
Additional Paid-In Capital,96,102,56,3,FAST
Ret. Earn.(Accum. Deficit),"2,971","3,063","3,172","3,240",FAST
"Other Equity, Total",(31),(28),(54),(87),FAST
Total Equity,"3,042","3,142","3,179","3,161",FAST
Total Liabilities & Shareholders’ Equity,"4,299","4,467","4,592","4,627",FAST
Ttl Comm. Shares Outs.,575,576,575,573,FAST
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,FAST
