items,2017,2018,2019,2020,2021,ticker
Cash and Short Term Invs,761,"1,100","1,291","3,619","3,546",MDLZ
"Trade Accts Recvble, Gross","2,741","2,302","2,256","2,339","2,386",MDLZ
Prov. for Doubtful Accts,(50),(40),(44),(42),(49),MDLZ
"Trade Accts Recvble, Net","2,691","2,262","2,212","2,297","2,337",MDLZ
Other Receivables,835,744,715,657,851,MDLZ
"Total Receivables, Net","3,526","3,006","2,927","2,954","3,188",MDLZ
Invent. - Finished Goods,"1,975","1,987","1,953","2,059","2,054",MDLZ
Invent. - Raw Materials,711,726,707,718,770,MDLZ
Inventories - Other,(129),(121),(114),(130),(116),MDLZ
Total Inventory,"2,557","2,592","2,546","2,647","2,708",MDLZ
Restricted Cash - Current,--,--,--,--,7,MDLZ
Other Current Assets,676,906,866,759,893,MDLZ
"Other Curr. Assets, Total",676,906,866,759,900,MDLZ
Total Current Assets,"7,520","7,604","7,630","9,979","10,342",MDLZ
Buildings,"2,979","2,984","3,140","3,252","3,139",MDLZ
Land/Improvements,458,424,422,422,379,MDLZ
Machinery/Equipment,"11,195","10,943","11,295","12,053","11,842",MDLZ
Construction in Progress,"1,048",894,680,628,732,MDLZ
Other Prop./Plant/Equip.,--,--,568,638,613,MDLZ
Prop./Plant/Equip. - Gross,"15,680","15,245","16,105","16,993","16,705",MDLZ
Accumulated Depreciation,"(7,003)","(6,763)","(6,804)","(7,329)","(7,434)",MDLZ
Prop./Plant/Equip. - Net,"8,677","8,482","9,301","9,664","9,271",MDLZ
"Goodwill, Net","21,085","20,725","20,848","21,895","21,978",MDLZ
Intangibles - Gross,"20,057","19,529","19,670","20,399","20,290",MDLZ
Accum. Intangible Amort.,"(1,418)","(1,527)","(1,713)","(1,917)","(1,999)",MDLZ
Intangibles - Net,"18,639","18,002","17,957","18,482","18,291",MDLZ
Long Term Investments,"6,193","7,123","7,178","6,036","5,289",MDLZ
Pension Bene. - Overfunded,158,132,516,672,"1,009",MDLZ
Def. Inc. Tax - LT Asset,319,255,726,790,541,MDLZ
Other Long Term Assets,366,406,359,292,371,MDLZ
Total Assets,"62,957","62,729","64,515","67,810","67,092",MDLZ
Accounts Payable,"5,705","5,794","5,853","6,209","6,730",MDLZ
Accrued Expenses,"2,449","2,457","2,783","3,154","3,093",MDLZ
Notes Payable/ST Debt,"3,517","3,192","2,638",29,216,MDLZ
Curr. Port. LT Dbt/Cap Ls.,"1,163","2,648","1,581","2,741","1,746",MDLZ
"Other Curr. Lblts, Total","2,959","2,646","2,467","3,026","2,223",MDLZ
Total Current Liabilities,"15,793","16,737","15,322","15,159","14,008",MDLZ
Long Term Debt,"12,972","12,532","14,116","17,094","17,393",MDLZ
Capital Lease Obligations,--,--,91,182,157,MDLZ
Total Long Term Debt,"12,972","12,532","14,207","17,276","17,550",MDLZ
Total Debt,"17,652","18,372","18,426","20,046","19,512",MDLZ
Deferred Income Tax,"3,341","3,552","3,338","3,346","3,444",MDLZ
Minority Interest,80,76,76,76,54,MDLZ
Pension Benefits - Underfunded,"2,088","1,572","1,577","1,603",982,MDLZ
Other LT Liabilities,"2,689","2,623","2,754","2,772","2,785",MDLZ
"Other Liabilities, Total","4,777","4,195","4,331","4,375","3,767",MDLZ
Total Liabilities,"36,963","37,092","37,274","40,232","38,823",MDLZ
Common Stock,0,0,0,0,0,MDLZ
Additional Paid-In Capital,"31,915","31,961","32,019","32,070","32,097",MDLZ
Ret. Earn.(Accum. Deficit),"22,631","24,491","26,615","28,402","30,806",MDLZ
Treasury Stock - Common,"(18,555)","(20,185)","(21,139)","(22,204)","(24,010)",MDLZ
Cum. Trans. Adjustment,"(7,740)","(8,603)","(8,320)","(8,655)","(9,097)",MDLZ
Min. Pension Lblty Adj.,"(2,144)","(1,860)","(1,721)","(1,874)","(1,379)",MDLZ
Other Comprehensive Income,(113),(167),(213),(161),(148),MDLZ
"Other Equity, Total","(9,997)","(10,630)","(10,254)","(10,690)","(10,624)",MDLZ
Total Equity,"25,994","25,637","27,241","27,578","28,269",MDLZ
Total Liabilities & Shareholders’ Equity,"62,957","62,729","64,515","67,810","67,092",MDLZ
Ttl Comm. Shares Outs.,"1,488","1,451","1,435","1,419","1,392",MDLZ
Trsy. Shrs-Comm. Primary Iss.,508,546,562,577,605,MDLZ
