items,Q4 2021,Q4 2022,Q1 2023,Q2 2023,ticker
Cash and Short Term Invs,"1,669","1,009","1,049",854,UAA
"Trade Accts Recvble, Gross",576,709,699,795,UAA
Prov. for Doubtful Accts,(7),(7),(5),(6),UAA
"Total Receivables, Net",569,702,694,789,UAA
Total Inventory,811,824,954,"1,080",UAA
Prepaid Expenses,286,297,303,356,UAA
Total Current Assets,"3,336","2,833","3,000","3,079",UAA
Buildings,--,510,505,505,UAA
Land/Improvements,--,84,84,84,UAA
Machinery/Equipment,--,650,654,669,UAA
Construction in Progress,--,65,94,111,UAA
Other Prop./Plant/Equip.,--,690,675,750,UAA
Prop./Plant/Equip. - Gross,--,"1,999","2,011","2,118",UAA
Accumulated Depreciation,--,(977),(992),"(1,010)",UAA
Prop./Plant/Equip. - Net,"1,056","1,022","1,019","1,109",UAA
"Goodwill, Net",495,492,480,468,UAA
Intangibles - Gross,--,25,25,24,UAA
Accum. Intangible Amort.,--,(14),(15),(15),UAA
Intangibles - Net,11,11,10,9,UAA
Other Long Term Assets,75,76,78,86,UAA
Total Assets,"4,991","4,453","4,606","4,770",UAA
Accounts Payable,613,560,669,747,UAA
Accrued Expenses,599,453,504,486,UAA
Notes Payable/ST Debt,0,0,0,0,UAA
Security Deposits,164,160,157,155,UAA
Other Current Liabilities,74,126,128,85,UAA
"Other Curr. Lblts, Total",238,285,285,240,UAA
Total Current Liabilities,"1,450","1,299","1,459","1,473",UAA
Total Long Term Debt,663,672,673,673,UAA
Total Debt,663,672,673,673,UAA
"Other Liabilities, Total",790,753,745,807,UAA
Total Liabilities,"2,902","2,724","2,877","2,954",UAA
Common Stock,0,0,0,0,UAA
Additional Paid-In Capital,"1,109","1,047","1,109","1,118",UAA
Ret. Earn.(Accum. Deficit),"1,028",722,655,716,UAA
"Other Equity, Total",(48),(40),(35),(18),UAA
Total Equity,"2,089","1,729","1,729","1,816",UAA
Total Liabilities & Shareholders’ Equity,"4,991","4,453","4,606","4,770",UAA
Shr Outs.-Com. Primary Iss.,189,189,189,189,UAA
Shr Outs.-Com. Stk. Iss. 2,34,34,34,34,UAA
Shr Outs.-Com. Stk. Iss. 3,253,238,232,229,UAA
Ttl Comm. Shares Outs.,476,462,455,452,UAA
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,UAA
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,UAA
Trsy. Shrs-Comm. Iss. 3,0,0,0,0,UAA
