items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash and Short Term Invs,232,182,225,236,ROG
"Trade Accts Recvble, Gross",164,174,178,164,ROG
Prov. for Doubtful Accts,(1),(1),(1),(1),ROG
"Trade Accts Recvble, Net",200,213,215,205,ROG
Other Receivables,3,3,3,3,ROG
"Total Receivables, Net",203,216,218,208,ROG
Invent. - Finished Goods,44,42,48,48,ROG
Invent. - Work In Progress,29,39,43,44,ROG
Invent. - Raw Materials,60,71,80,82,ROG
Total Inventory,133,152,171,174,ROG
Prepaid Expenses,2,3,3,4,ROG
"Other Curr. Assets, Total",14,24,18,16,ROG
Total Current Assets,584,577,636,638,ROG
Prop./Plant/Equip. - Gross,695,715,726,743,ROG
Accumulated Depreciation,(368),(366),(366),(368),ROG
Prop./Plant/Equip. - Net,344,367,367,381,ROG
"Goodwill, Net",370,365,352,338,ROG
Intangibles - Gross,319,316,308,299,ROG
Accum. Intangible Amort.,(143),(146),(148),(149),ROG
Intangibles - Net,176,170,160,150,ROG
Long Term Investments,16,16,16,13,ROG
Note Rcvble - Long Term,59,59,56,56,ROG
Pension Bene. - Overfunded,5,5,5,5,ROG
Def. Inc. Tax - LT Asset,33,33,38,42,ROG
Other Long Term Assets,10,3,3,3,ROG
Total Assets,"1,599","1,593","1,632","1,626",ROG
Accounts Payable,65,75,77,57,ROG
Accrued Expenses,86,81,68,72,ROG
Notes Payable/ST Debt,0,0,0,0,ROG
Curr. Port. LT Dbt/Cap Ls.,0,0,0,0,ROG
Income Taxes Payable,10,1,6,4,ROG
Other Current Liabilities,4,4,4,4,ROG
"Other Curr. Lblts, Total",13,5,10,8,ROG
Total Current Liabilities,164,161,155,138,ROG
Long Term Debt,190,190,260,290,ROG
Capital Lease Obligations,0,0,1,1,ROG
Total Long Term Debt,190,190,261,291,ROG
Total Debt,190,190,261,292,ROG
Deferred Income Tax,29,28,26,25,ROG
Pension Benefits - Underfunded,2,2,1,1,ROG
Other LT Liabilities,94,95,82,81,ROG
"Other Liabilities, Total",96,97,83,82,ROG
Total Liabilities,480,476,526,536,ROG
Common Stock,19,19,19,19,ROG
Additional Paid-In Capital,164,157,162,165,ROG
Ret. Earn.(Accum. Deficit),982,998,"1,016","1,031",ROG
Cum. Trans. Adjustment,(36),(47),(81),(116),ROG
Min. Pension Lblty Adj.,(10),(10),(9),(9),ROG
Other Comprehensive Income,0,--,--,--,ROG
"Other Equity, Total",(45),(57),(90),(125),ROG
Total Equity,"1,119","1,117","1,107","1,090",ROG
Total Liabilities & Shareholders’ Equity,"1,599","1,593","1,632","1,626",ROG
Ttl Comm. Shares Outs.,19,19,19,19,ROG
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,ROG
