items,Q2 2022,Q3 2022,Q4 2022,Q1 2023,ticker
Cash & Equivalents,"11,819","11,193","10,203","10,856",COST
Short Term Investments,477,638,846,817,COST
Cash and Short Term Invs,"12,296","11,831","11,049","11,673",COST
"Total Receivables, Net","2,232","1,991","2,241","2,312",COST
Total Inventory,"16,485","17,623","17,907","18,571",COST
"Other Curr. Assets, Total","1,552","1,563","1,499","1,594",COST
Total Current Assets,"32,565","33,008","32,696","34,150",COST
Prop./Plant/Equip. - Net,"26,892","26,874","27,420","27,931",COST
Other Long Term Assets,"3,621","3,970","4,050","3,946",COST
Total Assets,"63,078","63,852","64,166","66,027",COST
Accounts Payable,"17,089","17,651","17,848","18,348",COST
Accrued Expenses,"6,145","5,918","6,292","6,276",COST
Notes Payable/ST Debt,0,0,0,0,COST
Curr. Port. LT Dbt/Cap Ls.,0,77,73,71,COST
Customer Advances,"2,244","2,251","2,174","2,322",COST
Other Current Liabilities,"6,067","5,948","5,611","6,050",COST
"Other Curr. Lblts, Total","8,311","8,199","7,785","8,372",COST
Total Current Liabilities,"31,545","31,845","31,998","33,067",COST
Total Long Term Debt,"6,658","6,507","6,484","6,472",COST
Total Debt,"6,658","6,584","6,557","6,543",COST
Minority Interest,558,545,5,5,COST
"Other Liabilities, Total","4,899","4,987","5,037","5,012",COST
Total Liabilities,"43,660","43,884","43,524","44,556",COST
Redeemable Preferred Stock,0,0,0,0,COST
Common Stock,4,4,2,2,COST
Additional Paid-In Capital,"7,186","7,272","6,884","6,982",COST
Ret. Earn.(Accum. Deficit),"13,474","14,294","15,585","16,412",COST
"Other Equity, Total","(1,246)","(1,602)","(1,829)","(1,925)",COST
Total Equity,"19,418","19,968","20,642","21,471",COST
Total Liabilities & Shareholders’ Equity,"63,078","63,852","64,166","66,027",COST
Ttl Comm. Shares Outs.,443,443,443,444,COST
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,COST
