items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Revenue,"2,307","2,389","2,362","2,011",HUN
"Cost of Revenue, Total","1,838","1,824","1,824","1,662",HUN
"Sell/Gen/AdminExpenses,Tot",231,216,203,165,HUN
Research & Development,37,38,36,31,HUN
Restructuring Charge,6,0,24,12,HUN
Other Unusual Expnse (In),(465),--,0,0,HUN
Unusual Expense (Income),(459),0,24,12,HUN
Other Operating Expense,--,7,--,3,HUN
"Other, Net",(20),--,(18),--,HUN
"Other Operat Expse, Total",(20),7,(18),3,HUN
Total Operating Expense,"1,627","2,085","2,069","1,873",HUN
Total Operating Income,680,304,293,138,HUN
"Inter Expse,Net Non-Operat",(15),(14),(16),(16),HUN
"Inter/Invest Inc, Non-Oper",25,13,19,14,HUN
OtherNon-OperatInc (Expnse),9,1,13,10,HUN
"Other, Net",9,1,13,10,HUN
Income Before Tax,699,304,309,146,HUN
Income Tax - Total,95,65,67,30,HUN
Income After Tax,604,239,242,116,HUN
Minority Interest,(10),(17),(14),(15),HUN
Net Inc Before Extra Items,594,222,228,101,HUN
Total Extraordinary Items,3,1,--,(1),HUN
Total Net Income,597,223,228,100,HUN
Income Available to Common Excl. Extra. Items,594,222,228,101,HUN
Income Available to Common Incl. Extra. Items,597,223,228,100,HUN
Basic/Primary Weighted Average Shares,216,213,205,198,HUN
Basic/Primary EPS Excl. Extra. Items,2.75,1.04,1.11,0.51,HUN
Basic/Primary EPS Incl. Extra. Items,2.76,1.05,1.11,0.51,HUN
Diluted Weighted Average Shares,219,215,207,199,HUN
Diluted EPS Excl. Extra. Items,2.71,1.03,1.10,0.51,HUN
Diluted EPS Incl. Extra. Items,2.73,1.04,1.10,0.50,HUN
Div/Share-ComStockPrimIssue,0.19,0.21,0.21,0.21,HUN
Gross Divid - Common Stock,41,45,44,42,HUN
Pro Forma Net Income,--,--,--,--,HUN
"Interest Expense, Suppl",15,14,16,16,HUN
"Depreciat/Amort, Suppl",77,71,72,72,HUN
Total Special Items,(486),27,70,47,HUN
Normalzd Income Before Tax,213,331,379,193,HUN
Efct/SpecItemsIncTxs (STEC),(66),6,15,10,HUN
IncTxsExcl ImpctofSpec Itms,29,71,82,40,HUN
Normalized Income After Tax,184,260,297,153,HUN
Normalzd Inc Avail to Common,174,243,283,138,HUN
Basic Normalized EPS,0.81,1.14,1.38,0.70,HUN
Diluted Normalized EPS,0.79,1.13,1.37,0.69,HUN
