items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"3,819","2,459","2,623","2,617",LLY
Short Term Investments,90,109,114,125,LLY
Cash and Short Term Invs,"3,909","2,568","2,737","2,742",LLY
"Trade Accts Recvble, Gross","6,695","6,345","6,384","6,733",LLY
Prov. for Doubtful Accts,(23),(22),(19),(18),LLY
"Trade Accts Recvble, Net","6,673","6,323","6,365","6,715",LLY
Other Receivables,"1,454","1,483","1,308","1,610",LLY
"Total Receivables, Net","8,127","7,806","7,672","8,325",LLY
Total Inventory,"3,886","3,893","3,899","3,831",LLY
Prepaid Expenses,"2,531","2,698","2,807","2,742",LLY
Total Current Assets,"18,452","16,965","17,115","17,640",LLY
Prop./Plant/Equip. - Gross,"18,962","19,241","19,248","19,385",LLY
Accumulated Depreciation,"(9,977)","(10,138)","(10,120)","(10,074)",LLY
Prop./Plant/Equip. - Net,"8,985","9,103","9,128","9,311",LLY
"Goodwill, Net","3,892","3,892","3,892","3,892",LLY
Intangibles - Net,"7,692","7,482","7,498","7,124",LLY
LT Invt. - Affiliate Comp.,772,769,735,765,LLY
LT Investments - Other,"2,441","1,958","1,852","1,810",LLY
Long Term Investments,"3,213","2,727","2,587","2,575",LLY
Other Long Term Assets,"4,083","4,285","4,472","4,536",LLY
Total Assets,"48,806","46,919","47,064","47,462",LLY
Accounts Payable,"1,671","1,433","1,659","1,683",LLY
Accrued Expenses,958,693,836,984,LLY
Notes Payable/ST Debt,0,0,0,0,LLY
Curr. Port. LT Dbt/Cap Ls.,"1,538","1,356","2,122","1,745",LLY
Dividends Payable,886,0,882,0,LLY
Income Taxes Payable,127,598,127,686,LLY
Other Payables,"6,846","6,769","7,991","8,568",LLY
Other Current Liabilities,"3,028","2,537","2,004","1,987",LLY
"Other Curr. Lblts, Total","10,886","9,904","11,004","11,241",LLY
Total Current Liabilities,"15,053","13,386","15,621","15,653",LLY
Total Long Term Debt,"15,346","15,153","14,692","14,144",LLY
Total Debt,"16,885","16,509","16,814","15,888",LLY
Deferred Income Tax,"1,734","1,286",863,172,LLY
Minority Interest,176,131,115,96,LLY
Pension Benefits - Underfunded,"1,954","1,940","1,889","1,833",LLY
Other LT Liabilities,"5,564","5,692","5,341","5,495",LLY
"Other Liabilities, Total","7,518","7,632","7,229","7,327",LLY
Total Liabilities,"39,827","37,589","38,519","37,391",LLY
Common Stock,596,594,594,594,LLY
Additional Paid-In Capital,"6,833","6,656","6,746","6,829",LLY
Ret. Earn.(Accum. Deficit),"8,959","9,369","8,556","10,007",LLY
Treasury Stock - Common,(53),(51),(51),(51),LLY
Unrealized Gain (Loss),4,(18),(28),(39),LLY
Cum. Trans. Adjustment,"(1,550)","(1,575)","(1,844)","(2,009)",LLY
Other Equity,"(3,013)","(3,013)","(3,013)","(3,013)",LLY
Min. Pension Lblty Adj.,"(2,584)","(2,532)","(2,443)","(2,338)",LLY
Other Comprehensive Income,(213),(100),28,91,LLY
"Other Equity, Total","(7,360)","(7,220)","(7,273)","(7,270)",LLY
Total Equity,"8,979","9,331","8,545","10,070",LLY
Total Liabilities & Shareholders’ Equity,"48,806","46,919","47,064","47,462",LLY
Ttl Comm. Shares Outs.,954,950,950,950,LLY
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,LLY
