items,Q4 2022,Q1 2023,Q2 2023,Q3 2023,ticker
Cash & Equivalents,"1,990","3,887","3,013","2,800",NVDA
Short Term Investments,"19,218","16,451","14,024","10,343",NVDA
Cash and Short Term Invs,"21,208","20,338","17,037","13,143",NVDA
"Total Receivables, Net","4,650","5,438","5,317","4,908",NVDA
Invent. - Finished Goods,"1,122","1,372","1,588","1,730",NVDA
Invent. - Work In Progress,692,672,767,788,NVDA
Invent. - Raw Materials,791,"1,119","1,534","1,936",NVDA
Total Inventory,"2,605","3,163","3,889","4,454",NVDA
Prepaid Expenses,366,636,"1,175",718,NVDA
Total Current Assets,"28,829","29,575","27,418","23,223",NVDA
Prop./Plant/Equip. - Net,"3,607","3,772","4,085","4,701",NVDA
"Goodwill, Net","4,349","4,365","4,372","4,372",NVDA
Intangibles - Gross,"4,135","3,972","3,978","3,535",NVDA
Accum. Intangible Amort.,"(1,796)","(1,761)","(1,942)","(1,685)",NVDA
Intangibles - Net,"2,339","2,211","2,036","1,850",NVDA
Long Term Investments,266,285,307,314,NVDA
Deferred Charges,"2,156","3,157","2,922","3,164",NVDA
Def. Inc. Tax - LT Asset,"1,222","1,784","2,225","2,762",NVDA
Other Long Term Assets,"1,419",63,111,102,NVDA
Total Assets,"44,187","45,212","43,476","40,488",NVDA
Accounts Payable,"1,783","1,999","2,421","1,491",NVDA
Accrued Expenses,"1,553","1,562","3,063","3,304",NVDA
Notes Payable/ST Debt,0,0,0,0,NVDA
Curr. Port. LT Dbt/Cap Ls.,0,--,"1,249","1,249",NVDA
Customer Advances,300,334,359,338,NVDA
Income Taxes Payable,--,736,158,108,NVDA
Other Current Liabilities,699,931,323,365,NVDA
"Other Curr. Lblts, Total",999,"2,001",840,811,NVDA
Total Current Liabilities,"4,335","5,562","7,573","6,855",NVDA
Total Long Term Debt,"10,946","10,947","9,700","9,701",NVDA
Total Debt,"10,946","10,947","10,949","10,950",NVDA
Deferred Income Tax,245,257,252,246,NVDA
"Other Liabilities, Total","2,049","2,126","2,100","2,337",NVDA
Total Liabilities,"17,575","18,892","19,625","19,139",NVDA
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,NVDA
Common Stock,3,3,2,2,NVDA
Additional Paid-In Capital,"10,385","10,623","10,968","11,565",NVDA
Ret. Earn.(Accum. Deficit),"16,235","15,758","12,971","9,905",NVDA
Treasury Stock - Common,0,--,--,--,NVDA
"Other Equity, Total",(11),(64),(90),(123),NVDA
Total Equity,"26,612","26,320","23,851","21,349",NVDA
Total Liabilities & Shareholders’ Equity,"44,187","45,212","43,476","40,488",NVDA
Ttl Comm. Shares Outs.,"2,506","2,504","2,489","2,468",NVDA
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,NVDA
