items,Q1 2022,Q2 2022,Q3 2022,Q4 2022,ticker
Interest & Fees on Loans,"5,557","5,707","6,761","8,540",RY
Inter & Divs/ Invest Securs,"1,379","1,396","1,822","2,465",RY
Fed. Fund/Resale,349,556,"1,601","2,941",RY
Interest on Deposits,93,99,553,952,RY
"Interest Income, Bank","7,378","7,758","10,737","14,898",RY
Interest on Deposit,"1,295","1,473","2,786","5,197",RY
Inter on Other Borrowings,812,"1,011","2,061","3,419",RY
Total Interest Expense,"2,107","2,484","4,847","8,616",RY
Net Interest Income,"5,271","5,274","5,890","6,282",RY
Loan Loss Provision,105,(342),340,381,RY
NetInterIn after Loan Loss Provision,"5,166","5,616","5,550","5,901",RY
Fees & Commish from Operat,701,507,369,481,RY
Commish & Fees/Secur Act,"3,525","3,367","3,229","3,259",RY
Insur Commish Fees& Premium,"1,399",234,"1,233",644,RY
Credit Card Fees,767,686,615,647,RY
Fees for Other Cust Serv,485,480,499,512,RY
Dealer Trading Acct Profit,314,289,(128),451,RY
Invest Securities Gains,15,23,28,(23),RY
Foreign Currency Gains,271,251,250,266,RY
Other Revenue,318,109,147,48,RY
"Non-Interest Income, Bank","7,795","5,946","6,242","6,285",RY
Labor & Related Expenses,"(4,285)","(4,002)","(3,858)","(4,383)",RY
Amortization of Intangibles,(337),(336),(342),(354),RY
Other Expense,"(2,955)","(1,916)","(3,036)","(2,588)",RY
"Non-Interest Expense, Bank","(7,577)","(6,254)","(7,236)","(7,325)",RY
Income Before Tax,"5,384","5,308","4,556","4,861",RY
Income Tax - Total,"1,289","1,055",979,979,RY
Income After Tax,"4,095","4,253","3,577","3,882",RY
Minority Interest,(2),(3),(2),(6),RY
Net Inc Before Extra Items,"4,093","4,250","3,575","3,876",RY
Total Net Income,"4,093","4,250","3,575","3,876",RY
Total Adjust to Net Income,(54),(68),(58),(67),RY
Income Available to Common Excl. Extra. Items,"4,039","4,182","3,517","3,809",RY
Income Available to Common Incl. Extra. Items,"4,039","4,182","3,517","3,809",RY
Basic/Primary Weighted Average Shares,"1,422","1,410","1,396","1,387",RY
Basic/Primary EPS Excl. Extra. Items,2.84,2.97,2.52,2.75,RY
Basic/Primary EPS Incl. Extra. Items,2.84,2.97,2.52,2.75,RY
Diluted Weighted Average Shares,"1,422","1,413","1,399","1,388",RY
Diluted EPS Excl. Extra. Items,2.84,2.96,2.51,2.74,RY
Diluted EPS Incl. Extra. Items,2.84,2.96,2.51,2.74,RY
Div/Share-ComStockPrimIssue,1.20,1.20,1.28,1.28,RY
Gross Divid - Common Stock,"1,702","1,686","1,784","1,774",RY
Pro Forma Net Income,--,--,--,--,RY
"Depreciat/Amort, Suppl",313,314,314,324,RY
Normalzd Income Before Tax,"5,384","5,308","4,556","4,861",RY
IncTxsExcl ImpctofSpec Itms,"1,289","1,055",979,979,RY
Normalized Income After Tax,"4,095","4,253","3,577","3,882",RY
Normalzd Inc Avail to Common,"4,039","4,182","3,517","3,809",RY
Basic Normalized EPS,2.84,2.97,2.52,2.75,RY
Diluted Normalized EPS,2.84,2.96,2.51,2.74,RY
