items,Q1 2022,Q2 2022,Q3 2022,Q4 2022,ticker
Cash & Due from Banks,"131,163","115,929","89,110","72,397",RY
Interest-Earning Deposits,"63,420","68,829","98,145","108,011",RY
Fed. Fund/Resale,"312,126","316,698","318,565","317,845",RY
Trading Account Assets,"149,525","143,766","141,986","148,205",RY
Other Short Trm Invest.,"92,319","156,204","122,058","154,439",RY
Total Invest. Securities,"153,570","154,549","156,809","170,018",RY
Customer Acceptances,"18,876","16,529","17,360","17,827",RY
"Other Erng. Assets, Total","789,836","856,575","854,923","916,345",RY
Total Gross Loans,"744,078","778,030","799,981","823,718",RY
Loan Loss Allowances,"(4,047)","(3,566)","(3,667)","(3,753)",RY
Net Loans,"740,031","774,464","796,314","819,965",RY
Prop./Plant/Equip. - Net,"7,406","7,225","7,142","7,214",RY
"Goodwill, Net","11,010","10,981","10,933","12,277",RY
Intangibles - Net,"4,459","4,416","4,383","6,083",RY
"Other Assets, Total","68,564","78,982","79,287","82,938",RY
Total Assets,"1,752,469","1,848,572","1,842,092","1,917,219",RY
Non-Interest Bearing Dep.,"375,606","382,881","392,267","404,932",RY
Interest Bearing Deposits,"720,089","724,978","739,467","759,870",RY
Total Deposits,"1,142,842","1,151,597","1,178,604","1,208,814",RY
"Other Bearing Lblts, Total","18,959","16,570","17,390","17,872",RY
Total ST Borrowings,"306,553","318,802","319,653","308,052",RY
Curr. Port. LT Dbt/Cap Ls.,0,0,110,110,RY
Total Long Term Debt,"10,561","10,276","10,001","11,321",RY
Total Debt,"317,114","329,078","329,764","319,483",RY
Minority Interest,98,101,100,111,RY
"Other Liabilities, Total","171,546","246,922","212,336","262,875",RY
Total Liabilities,"1,650,559","1,744,268","1,738,194","1,809,155",RY
Conv. Pref. Stk-Non Rdmbl.,"7,473","7,323","7,323","7,323",RY
Treasury Stock - Preferred,(32),(25),5,(5),RY
"Pref. Stock-Non Rdmbl, Net","7,441","7,298","7,328","7,318",RY
Common Stock,"17,651","17,488","17,367","17,318",RY
Ret. Earn.(Accum. Deficit),"73,542","75,931","76,466","78,037",RY
Treasury Stock - Common,(79),(174),(275),(334),RY
Unrealized Gain (Loss),(359),"(1,273)","(1,527)","(2,357)",RY
Cum. Trans. Adjustment,"3,019","3,353","3,108","5,688",RY
Other Comprehensive Income,695,"1,681","1,431","2,394",RY
"Other Equity, Total","3,714","5,034","4,539","8,082",RY
Total Equity,"101,910","104,304","103,898","108,064",RY
Total Liabilities & Shareholders’ Equity,"1,752,469","1,848,572","1,842,092","1,917,219",RY
Ttl Comm. Shares Outs.,"1,416","1,402","1,391","1,383",RY
Trsy. Shrs-Comm. Primary Iss.,1,1,2,3,RY
Trsry Shrs-Pref. Iss. 1,0,0,0,0,RY
