items,Q3 2022,Q4 2022,Q1 2023,Q2 2023,ticker
Cash & Equivalents,"3,479","3,714","2,140","4,828",MDT
Short Term Investments,"7,742","6,859","6,733","6,602",MDT
Cash and Short Term Invs,"11,221","10,573","8,873","11,430",MDT
"Trade Accts Recvble, Gross","5,699","5,781","5,527","5,829",MDT
Prov. for Doubtful Accts,(253),(230),(219),(203),MDT
"Total Receivables, Net","5,446","5,551","5,308","5,626",MDT
Invent. - Finished Goods,"2,997","3,070","3,145","3,317",MDT
Invent. - Work In Progress,687,682,739,769,MDT
Invent. - Raw Materials,830,864,926,969,MDT
Inventories - Other,--,--,(1),--,MDT
Total Inventory,"4,514","4,616","4,809","5,055",MDT
"Other Curr. Assets, Total","2,122","2,319","3,145","3,287",MDT
Total Current Assets,"23,303","23,059","22,135","25,398",MDT
Prop./Plant/Equip. - Gross,"13,074","13,365","13,323","13,497",MDT
Accumulated Depreciation,"(7,823)","(7,952)","(8,043)","(8,199)",MDT
Prop./Plant/Equip. - Net,"5,251","5,413","5,281","5,298",MDT
"Goodwill, Net","41,346","40,502","40,324","40,417",MDT
Intangibles - Gross,"28,687","28,601","29,103","29,385",MDT
Accum. Intangible Amort.,"(12,609)","(13,006)","(13,328)","(13,730)",MDT
Intangibles - Net,"16,078","15,595","15,775","15,655",MDT
LT Invt. - Affiliate Comp.,84,85,84,85,MDT
LT Investments - Other,743,796,796,827,MDT
Long Term Investments,827,881,880,912,MDT
Other Long Term Assets,"1,690","2,128","2,208","2,211",MDT
Total Assets,"91,804","90,981","89,914","93,241",MDT
Accounts Payable,"1,985","2,276","2,180","2,198",MDT
Accrued Expenses,"5,694","5,672","5,589","5,752",MDT
Notes Payable/ST Debt,0,0,0,0,MDT
Curr. Port. LT Dbt/Cap Ls.,865,"3,742","5,729","5,864",MDT
Income Taxes Payable,383,704,549,651,MDT
Other Current Liabilities,--,--,2,--,MDT
"Other Curr. Lblts, Total",383,704,551,651,MDT
Total Current Liabilities,"8,927","12,394","14,049","14,465",MDT
Long Term Debt,"24,232","20,316","17,423","20,698",MDT
Capital Lease Obligations,58,56,58,55,MDT
Total Long Term Debt,"24,290","20,372","17,481","20,753",MDT
Total Debt,"25,155","24,114","23,210","26,617",MDT
Deferred Income Tax,968,884,899,871,MDT
Minority Interest,171,171,170,177,MDT
Pension Benefits - Underfunded,"1,369","1,113","1,102","1,048",MDT
Other LT Liabilities,"3,537","3,496","3,540","4,047",MDT
"Other Liabilities, Total","4,906","4,609","4,642","5,095",MDT
Total Liabilities,"39,262","38,430","37,241","41,361",MDT
Common Stock,0,0,0,0,MDT
Additional Paid-In Capital,"25,814","24,566","24,335","24,442",MDT
Ret. Earn.(Accum. Deficit),"29,607","30,250","30,276","29,799",MDT
Unrealized Gain (Loss),(22),(209),(225),(392),MDT
Cum. Trans. Adjustment,"(1,479)","(2,599)","(3,480)","(4,304)",MDT
Other Equity,0,0,1,0,MDT
Min. Pension Lblty Adj.,"(1,291)",(773),(772),(769),MDT
Other Comprehensive Income,(87),"1,316","2,538","3,104",MDT
"Other Equity, Total","(2,857)","(2,056)","(1,713)","(1,969)",MDT
Total Equity,"52,542","52,551","52,673","51,880",MDT
Total Liabilities & Shareholders’ Equity,"91,804","90,981","89,914","93,241",MDT
Ttl Comm. Shares Outs.,"1,343","1,331","1,329","1,330",MDT
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,MDT
