items,2017,2018,2019,2020,2021,ticker
Net Premiums Earned,"4,404","6,157","7,959","8,276","8,572",AIZ
Other Insurance Revenue,"1,487","1,365","1,170","1,042","1,173",AIZ
Total Premiums Earned,"5,891","7,522","9,129","9,318","9,745",AIZ
Net Investment Income,494,598,334,266,314,AIZ
Realized Gains (Losses),31,(62),59,12,128,AIZ
Total Revenue,"6,416","8,058","9,522","9,596","10,188",AIZ
"Losses,Benies& Adjmts,Total","1,871","2,343","2,386","2,265","2,196",AIZ
Amort. Of Policy Acquisition Costs,"1,340","2,301","3,237","3,592","3,836",AIZ
"Sell/Gen/AdminExpenses,Tot","2,710","2,980","3,187","3,048","3,241",AIZ
Impair-Assets Held for Sale,1,1,2,20,0,AIZ
Other Unusual Expnse (In),0,0,31,0,21,AIZ
Unusual Expense (Income),1,1,34,20,21,AIZ
Total Operating Expense,"5,922","7,624","8,843","8,924","9,293",AIZ
Total Operating Income,494,434,679,672,895,AIZ
"Inter Expse,Net Non-Operat",(50),(100),(111),(105),(112),AIZ
"Inter/Invest Inc, Non-Oper",--,--,(114),14,0,AIZ
Income Before Tax,445,334,455,581,783,AIZ
Income Tax - Total,102,79,148,60,170,AIZ
Income After Tax,343,254,306,520,614,AIZ
Minority Interest,--,(2),(4),(1),0,AIZ
Net Inc Before Extra Items,343,253,302,520,614,AIZ
Discontinued Operations,--,--,100,(66),965,AIZ
Extraordinary Item,177,(2),--,--,--,AIZ
Tax on Extraordinary Items,--,--,(19),(12),(206),AIZ
Total Extraordinary Items,177,(2),80,(78),759,AIZ
Total Net Income,520,251,383,442,"1,372",AIZ
Total Adjust to Net Income,--,(14),(19),(19),(5),AIZ
Income Available to Common Excl. Extra. Items,343,238,284,501,609,AIZ
Income Available to Common Incl. Extra. Items,520,237,364,423,"1,368",AIZ
Basic/Primary Weighted Average Shares,55,59,62,60,59,AIZ
Basic/Primary EPS Excl. Extra. Items,6.23,4.02,4.58,8.33,10.29,AIZ
Basic/Primary EPS Incl. Extra. Items,9.45,4.00,5.87,7.04,23.13,AIZ
Diluted Weighted Average Shares,55,60,62,63,60,AIZ
Diluted EPS Excl. Extra. Items,6.19,4.00,4.55,7.93,10.13,AIZ
Diluted EPS Incl. Extra. Items,9.39,3.98,5.84,6.70,22.75,AIZ
Div/Share-ComStockPrimIssue,2.15,2.28,2.43,2.55,2.66,AIZ
Gross Divid - Common Stock,119,134,151,155,158,AIZ
Pro Forma Net Income,--,--,--,--,--,AIZ
"Interest Expense, Suppl",50,100,111,105,112,AIZ
"Depreciat/Amort, Suppl",116,127,64,70,83,AIZ
Total Special Items,1,1,34,20,21,AIZ
Normalzd Income Before Tax,445,334,488,601,804,AIZ
Efct/SpecItemsIncTxs (STEC),0,0,11,2,5,AIZ
IncTxsExcl ImpctofSpec Itms,102,80,159,62,174,AIZ
Normalized Income After Tax,343,255,329,538,630,AIZ
Normalzd Inc Avail to Common,343,239,306,518,625,AIZ
Basic Normalized EPS,6.24,4.03,4.94,8.62,10.57,AIZ
Diluted Normalized EPS,6.21,4.01,4.91,8.21,10.40,AIZ
