items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash and Short Term Invs,142,127,189,163,COKE
"Trade Accts Recvble, Gross",472,475,554,557,COKE
Prov. for Doubtful Accts,(17),(17),(15),(16),COKE
"Total Receivables, Net",547,551,631,658,COKE
Invent. - Finished Goods,182,174,194,204,COKE
Invent. - Raw Materials,81,63,67,63,COKE
Inventories - Other,40,40,43,47,COKE
Total Inventory,303,276,304,314,COKE
Prepaid Expenses,44,45,44,52,COKE
Discont. Ops.-Curr. Assets,7,3,3,3,COKE
Other Current Assets,34,49,43,40,COKE
"Other Curr. Assets, Total",41,52,46,43,COKE
Total Current Assets,"1,077","1,051","1,213","1,230",COKE
Buildings,444,499,504,512,COKE
Land/Improvements,80,87,87,87,COKE
Machinery/Equipment,"1,395","1,397","1,413","1,426",COKE
Construction in Progress,23,27,41,46,COKE
Other Prop./Plant/Equip.,235,233,233,239,COKE
Prop./Plant/Equip. - Gross,"2,177","2,244","2,278","2,309",COKE
Accumulated Depreciation,"(1,007)","(1,033)","(1,059)","(1,085)",COKE
Prop./Plant/Equip. - Net,"1,235","1,218","1,226","1,231",COKE
"Goodwill, Net",166,166,166,166,COKE
Intangibles - Gross,985,"1,015","1,015","1,015",COKE
Accum. Intangible Amort.,(138),(144),(151),(158),COKE
Intangibles - Net,848,871,865,858,COKE
Other Long Term Assets,120,119,112,112,COKE
Total Assets,"3,446","3,426","3,582","3,597",COKE
Accounts Payable,465,433,522,513,COKE
Accrued Expenses,312,286,288,325,COKE
Notes Payable/ST Debt,0,0,0,0,COKE
Curr. Port. LT Dbt/Cap Ls.,6,127,127,2,COKE
Customer Advances,--,--,--,3,COKE
Other Current Liabilities,52,47,40,33,COKE
"Other Curr. Lblts, Total",52,47,40,36,COKE
Total Current Liabilities,835,894,977,877,COKE
Long Term Debt,723,599,599,599,COKE
Capital Lease Obligations,65,9,9,8,COKE
Total Long Term Debt,788,608,607,607,COKE
Total Debt,795,735,735,609,COKE
Deferred Income Tax,136,170,148,148,COKE
Pension Benefits - Underfunded,93,96,99,76,COKE
Other LT Liabilities,881,854,848,870,COKE
"Other Liabilities, Total",974,951,947,947,COKE
Total Liabilities,"2,734","2,622","2,680","2,578",COKE
Common Stock,13,13,13,13,COKE
Additional Paid-In Capital,136,136,136,136,COKE
Ret. Earn.(Accum. Deficit),724,816,913,"1,029",COKE
Treasury Stock - Common,(61),(61),(61),(61),COKE
Cum. Trans. Adjustment,0,0,0,0,COKE
Min. Pension Lblty Adj.,(81),(80),(79),(78),COKE
Other Comprehensive Income,(20),(20),(20),(20),COKE
"Other Equity, Total",(100),(100),(99),(98),COKE
Total Equity,712,804,902,"1,019",COKE
Total Liabilities & Shareholders’ Equity,"3,446","3,426","3,582","3,597",COKE
Shr Outs.-Com. Primary Iss.,7,8,8,8,COKE
Shr Outs.-Com. Stk. Iss. 2,2,1,1,1,COKE
Ttl Comm. Shares Outs.,9,9,9,9,COKE
Trsy. Shrs-Comm. Primary Iss.,3,3,3,3,COKE
Trsy. Shrs-Comm. Iss. 2,1,1,1,1,COKE
