items,2017,2018,2019,2020,2021,ticker
Cash and Short Term Invs,"4,190","3,817","3,874","3,082","3,046",ADS
"Trade Accts Recvble, Gross","19,443","18,259","19,918","17,172","17,399",ADS
Prov. for Doubtful Accts,"(1,126)","(1,039)","(1,175)","(2,012)","(1,832)",ADS
"Trade Accts Recvble, Net","18,317","17,221","18,743","15,160","15,567",ADS
Other Receivables,"1,026","1,952",408,--,--,ADS
"Total Receivables, Net","19,343","19,172","19,151","15,160","15,567",ADS
Total Inventory,234,248,218,164,--,ADS
Total Current Assets,--,--,--,--,--,ADS
Land/Improvements,178,128,126,123,76,ADS
Machinery/Equipment,823,332,327,411,263,ADS
Construction in Progress,77,23,46,33,25,ADS
Other Prop./Plant/Equip.,400,166,429,384,204,ADS
Prop./Plant/Equip. - Gross,"1,478",649,928,950,568,ADS
Accumulated Depreciation,(864),(361),(381),(406),(256),ADS
Prop./Plant/Equip. - Net,614,288,547,544,312,ADS
"Goodwill, Net","3,880",955,955,"1,370",634,ADS
Intangibles - Gross,"1,832",711,605,594,145,ADS
Accum. Intangible Amort.,"(1,031)",(493),(451),(512),(92),ADS
Intangibles - Net,801,217,153,82,53,ADS
Long Term Investments,--,--,--,--,289,ADS
Note Rcvble - Long Term,--,--,--,--,151,ADS
Deferred Charges,--,--,--,--,364,ADS
Def. Inc. Tax - LT Asset,28,44,45,359,302,ADS
Disct. Ops. - LT Asset,--,"4,157",0,--,--,ADS
Restricted Cash - LT,--,--,--,--,877,ADS
Other Assets,"1,595","1,488","1,551","1,787",151,ADS
"Other Assets, Total","1,595","1,488","1,551","1,787",151,ADS
Total Assets,"30,685","30,388","26,495","22,547","21,746",ADS
Accounts Payable,651,486,301,328,291,ADS
Accrued Expenses,443,279,332,411,454,ADS
Notes Payable/ST Debt,0,0,0,0,"11,027",ADS
Curr. Port. LT Dbt/Cap Ls.,"7,837","9,394","10,075","8,506",--,ADS
Customer Advances,847,766,808,899,--,ADS
Income Taxes Payable,--,--,18,58,--,ADS
"Other Curr. Lblts, Total",847,766,826,956,--,ADS
Total Current Liabilities,--,--,--,--,--,ADS
Total Long Term Debt,"17,980","15,777","12,211","9,802","7,439",ADS
Total Debt,"25,818","25,171","22,286","18,308","18,466",ADS
Deferred Income Tax,211,257,80,--,--,ADS
Discont. Ops. - Lblts,--,306,--,--,--,ADS
Other Liabilities,860,791,"1,082","1,022",449,ADS
"Other Liabilities, Total",860,"1,097","1,082","1,022",449,ADS
Total Liabilities,"28,830","28,056","24,907","21,026","19,660",ADS
Common Stock,1,1,1,1,1,ADS
Additional Paid-In Capital,"3,100","3,172","3,258","3,427","2,174",ADS
Ret. Earn.(Accum. Deficit),"4,167","5,012","5,163","4,832",(87),ADS
Treasury Stock - Common,"(5,273)","(5,716)","(6,734)","(6,734)",0,ADS
Unrealized Gain (Loss),(9),(11),3,23,1,ADS
Cum. Trans. Adjustment,(89),(115),(95),(20),(3),ADS
Other Comprehensive Income,(42),(13),(8),(8),--,ADS
"Other Equity, Total",(132),(127),(102),(28),(3),ADS
Total Equity,"1,855","2,332","1,588","1,522","2,086",ADS
Total Liabilities & Shareholders’ Equity,"30,685","30,388","26,495","22,547","21,746",ADS
Ttl Comm. Shares Outs.,55,53,48,50,50,ADS
Trsy. Shrs-Comm. Primary Iss.,57,60,67,67,0,ADS
