items,2018,2019,2020,2021,2022,ticker
Cash & Equivalents,"4,249","4,466","8,348","9,889","8,574",NKE
Short Term Investments,996,197,439,"3,587","4,423",NKE
Cash and Short Term Invs,"5,245","4,663","8,787","13,476","12,997",NKE
"Trade Accts Recvble, Gross","3,528","4,302","2,963","4,556","4,701",NKE
Prov. for Doubtful Accts,(30),(30),(214),(93),(34),NKE
"Total Receivables, Net","3,498","4,272","2,749","4,463","4,667",NKE
Total Inventory,"5,261","5,622","7,367","6,854","8,420",NKE
Prepaid Expenses,890,"1,352","1,653","1,498","2,129",NKE
"Other Curr. Assets, Total",240,616,--,--,--,NKE
Total Current Assets,"15,134","16,525","20,556","26,291","28,213",NKE
Buildings,"3,689","4,008","3,996","4,973","4,882",NKE
Land/Improvements,331,329,345,363,330,NKE
Machinery/Equipment,"4,230","4,335","4,234","4,414","4,486",NKE
Construction in Progress,641,797,"1,086",311,399,NKE
Other Prop./Plant/Equip.,--,--,"3,097","3,113","2,926",NKE
Prop./Plant/Equip. - Gross,"8,891","9,469","12,758","13,174","13,023",NKE
Accumulated Depreciation,"(4,437)","(4,725)","(4,795)","(5,157)","(5,306)",NKE
Prop./Plant/Equip. - Net,"4,454","4,744","7,963","8,017","7,717",NKE
"Goodwill, Net",154,154,223,242,284,NKE
Intangibles - Gross,303,303,293,296,325,NKE
Accum. Intangible Amort.,(18),(20),(19),(27),(39),NKE
Intangibles - Net,285,283,274,269,286,NKE
Other Long Term Assets,160,6,--,--,--,NKE
Total Assets,"22,536","23,717","31,342","37,740","40,321",NKE
Accounts Payable,"2,279","2,612","2,248","2,836","3,358",NKE
Accrued Expenses,"2,558","4,271","4,504","6,172","6,243",NKE
Notes Payable/ST Debt,336,9,248,2,10,NKE
Curr. Port. LT Dbt/Cap Ls.,6,6,3,0,500,NKE
Dividends Payable,320,346,384,--,--,NKE
Income Taxes Payable,150,229,156,306,222,NKE
Other Current Liabilities,391,393,741,358,397,NKE
"Other Curr. Lblts, Total",861,968,"1,281",664,619,NKE
Total Current Liabilities,"6,040","7,866","8,284","9,674","10,730",NKE
Total Long Term Debt,"3,468","3,464","9,406","9,413","8,920",NKE
Total Debt,"3,810","3,479","9,657","9,415","9,430",NKE
Deferred Income Tax,"3,210","3,345","2,684","2,955","2,613",NKE
"Other Liabilities, Total",6,2,"2,913","2,931","2,777",NKE
Total Liabilities,"12,724","14,677","23,287","24,973","25,040",NKE
Redeemable Preferred Stock,0,0,0,0,0,NKE
Common Stock,3,3,3,3,3,NKE
Additional Paid-In Capital,"6,384","7,163","8,299","9,965","11,484",NKE
Ret. Earn.(Accum. Deficit),"3,517","1,643",(191),"3,179","3,476",NKE
Cum. Trans. Adjustment,(173),(346),(494),2,(520),NKE
Other Comprehensive Income,81,577,438,(382),838,NKE
"Other Equity, Total",(92),231,(56),(380),318,NKE
Total Equity,"9,812","9,040","8,055","12,767","15,281",NKE
Total Liabilities & Shareholders’ Equity,"22,536","23,717","31,342","37,740","40,321",NKE
Shr Outs.-Com. Primary Iss.,"1,272","1,253","1,243","1,273","1,266",NKE
Shr Outs.-Com. Stk. Iss. 3,329,315,315,305,305,NKE
Ttl Comm. Shares Outs.,"1,601","1,568","1,558","1,578","1,571",NKE
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,NKE
Trsy. Shrs-Comm. Iss. 3,0,0,0,0,0,NKE
