items,Q3 2022,Q4 2022,Q1 2023,Q2 2023,ticker
Cash & Equivalents,"8,704","8,574","7,226","6,490",NKE
Short Term Investments,"4,763","4,423","4,650","4,131",NKE
Cash and Short Term Invs,"13,467","12,997","11,876","10,621",NKE
"Total Receivables, Net","3,827","4,667","4,960","5,437",NKE
Invent. - Finished Goods,"7,700","8,420","9,662",--,NKE
Inventories - Other,--,--,--,"9,326",NKE
Total Inventory,"7,700","8,420","9,662","9,326",NKE
Prepaid Expenses,"1,968","2,129","2,379","2,063",NKE
Total Current Assets,"26,962","28,213","28,877","27,447",NKE
Prop./Plant/Equip. - Net,"7,765","7,717","7,658","7,663",NKE
"Goodwill, Net",284,284,282,281,NKE
Intangibles - Net,291,286,283,280,NKE
Def. Inc. Tax - LT Asset,"3,275","3,821","3,988","3,976",NKE
Total Assets,"38,577","40,321","41,088","39,647",NKE
Accounts Payable,"2,770","3,358","3,371","2,810",NKE
Accrued Expenses,"5,016","6,243","6,312","6,446",NKE
Notes Payable/ST Debt,0,10,9,7,NKE
Curr. Port. LT Dbt/Cap Ls.,0,500,500,500,NKE
Dividends Payable,486,--,--,--,NKE
Income Taxes Payable,202,222,338,436,NKE
Other Current Liabilities,344,397,389,--,NKE
"Other Curr. Lblts, Total","1,032",619,727,436,NKE
Total Current Liabilities,"8,818","10,730","10,919","10,199",NKE
Total Long Term Debt,"9,418","8,920","8,922","8,924",NKE
Total Debt,"9,418","9,430","9,431","9,431",NKE
Deferred Income Tax,"2,748","2,613","2,689","2,584",NKE
"Other Liabilities, Total","2,784","2,777","2,736","2,668",NKE
Total Liabilities,"23,768","25,040","25,266","24,375",NKE
Redeemable Preferred Stock,0,0,0,--,NKE
Common Stock,3,3,3,--,NKE
Additional Paid-In Capital,"11,186","11,484","11,648",--,NKE
Ret. Earn.(Accum. Deficit),"3,521","3,476","3,535",--,NKE
Cum. Trans. Adjustment,(287),(520),(746),--,NKE
Other Equity,--,--,--,"15,272",NKE
Other Comprehensive Income,386,838,"1,382",--,NKE
"Other Equity, Total",99,318,636,"15,272",NKE
Total Equity,"14,809","15,281","15,822","15,272",NKE
Total Liabilities & Shareholders’ Equity,"38,577","40,321","41,088","39,647",NKE
Shr Outs.-Com. Primary Iss.,"1,271","1,266","1,259","1,260",NKE
Shr Outs.-Com. Stk. Iss. 3,305,305,305,305,NKE
Ttl Comm. Shares Outs.,"1,576","1,571","1,564","1,565",NKE
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,NKE
Trsy. Shrs-Comm. Iss. 3,0,0,0,0,NKE
