items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,"19,868","8,113","7,659","8,678",INTC
Depreciation/Depletion,"9,953","2,847","5,528","8,309",INTC
Amortization,"1,839",501,968,"1,439",INTC
Unusual Items,"2,626","(1,104)",(999),(407),INTC
Equity in Net Earnings/Loss,"(1,458)","(4,325)","(4,230)","(4,075)",INTC
Other Non-Cash Items,"2,036",707,"1,599","2,392",INTC
Non-Cash Items,"3,204","(4,722)","(3,630)","(2,090)",INTC
"Cash Taxes Pd, Supplemental","2,263",335,"3,326","3,960",INTC
"Cash Interest Pd, Suppl",545,177,214,315,INTC
Accounts Receivable,"(2,674)","2,384","3,397","1,991",INTC
Inventories,"(2,339)","(1,147)","(1,386)","(2,043)",INTC
Accounts Payable,"1,190",(128),117,(485),INTC
Accrued Expenses,515,"(1,884)","(1,985)","(1,912)",INTC
Changes in Working Capital,"(4,873)",(848),"(3,825)","(8,606)",INTC
Total Cash from Operations,"29,991","5,891","6,700","7,730",INTC
Capital Expenditures,"(20,329)","(4,797)","(12,052)","(19,351)",INTC
Acquisition of Business,(209),--,--,--,INTC
Sale of Business,--,"6,544","6,579","6,579",INTC
Sale/Maturity of Investment,"35,299","10,490","25,407","35,129",INTC
"Investment, Net",--,"4,682","4,775","4,880",INTC
Purchase of Investments,"(41,167)","(19,091)","(25,514)","(31,669)",INTC
Other Investing Cash Flow,"1,239",(468),"(1,667)","(2,614)",INTC
"OtherInvestCashFlowItms,Tot","(4,838)","2,157","9,580","12,305",INTC
Total Cash from Investing,"(25,167)","(2,640)","(2,472)","(7,046)",INTC
Financing Cash Flow Items,"(1,297)",(666),(281),(140),INTC
Total Cash Dividends Paid,"(5,644)","(1,487)","(2,986)","(4,488)",INTC
"Common Stock, Net","(2,415)",0,0,0,INTC
Options Exercised,"1,020",589,589,972,INTC
"Iss (Retirmnt) of Stock,Net","(1,395)",589,589,972,INTC
Long Term Debt Issued,"4,974",--,--,"6,103",INTC
Long Term Debt Reduction,"(2,500)",(299),"(1,987)","(3,429)",INTC
"Iss (Retirmnt) of Debt, Net","2,474",(299),"(1,987)","2,674",INTC
Total Cash From Financing,"(5,862)","(1,863)","(4,665)",(982),INTC
Net Change in Cash,"(1,038)","1,388",(437),(298),INTC
NetCash-BeginBal/RsvdforFutUse,"5,865","4,827","4,827","4,827",INTC
NetCash-EndBal/RsrvforFutUse,"4,827","6,215","4,390","4,529",INTC
"Depreciation, Supplemental","9,953","2,847","5,528","8,309",INTC
