items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,"4,631",441,863,"1,105",PARAA
Depreciation/Depletion,390,96,190,282,PARAA
Deferred Taxes,90,(62),(56),(42),PARAA
Discontinued Operations,(44),60,13,(74),PARAA
Unusual Items,"(2,262)",58,105,73,PARAA
Equity in Net Earnings/Loss,96,37,66,124,PARAA
Other Non-Cash Items,"13,544",36,77,127,PARAA
Non-Cash Items,"11,334",191,261,250,PARAA
"Cash Taxes Pd, Supplemental",334,45,79,31,PARAA
"Cash Interest Pd, Suppl",970,292,474,755,PARAA
Changes in Working Capital,"(15,492)",(269),(667),"(1,269)",PARAA
Total Cash from Operations,953,397,591,326,PARAA
Capital Expenditures,(354),(52),(151),(228),PARAA
Acquisition of Business,(54),--,--,0,PARAA
Sale of Business,"3,028",--,--,38,PARAA
Sale/Maturity of Investment,--,31,36,--,PARAA
Purchase of Investments,(193),(59),(141),(189),PARAA
Other Investing Cash Flow,(32),0,(2),(4),PARAA
"OtherInvestCashFlowItms,Tot","2,749",(28),(107),(155),PARAA
Total Cash from Investing,"2,395",(80),(258),(383),PARAA
Financing Cash Flow Items,(338),(118),(124),(158),PARAA
Cash Divids Paid - Common,(617),(158),(315),(471),PARAA
Cash Divs Paid - Preferred,(30),(14),(29),(43),PARAA
Total Cash Dividends Paid,(647),(172),(344),(514),PARAA
Sale/Issuance of Common,"1,672",0,0,0,PARAA
Repurch/Retirement Common,0,--,--,--,PARAA
"Common Stock, Net","1,672",0,0,0,PARAA
"Preferred Stock, Net",983,0,0,0,PARAA
Options Exercised,408,0,0,0,PARAA
"Iss (Retirmnt) of Stock,Net","3,063",0,0,0,PARAA
"Short Term Debt, Net",0,--,--,--,PARAA
Long Term Debt Issued,0,"1,028","1,078","1,114",PARAA
Long Term Debt Reduction,"(2,230)","(2,009)","(3,108)","(3,123)",PARAA
"Long Term Debt, Net","(2,230)",(981),"(2,030)","(2,009)",PARAA
"Iss (Retirmnt) of Debt, Net","(2,230)",(981),"(2,030)","(2,009)",PARAA
Total Cash From Financing,(152),"(1,271)","(2,498)","(2,681)",PARAA
Foreign Exchange Effects,(48),(11),(65),(146),PARAA
Net Change in Cash,"3,148",(965),"(2,230)","(2,884)",PARAA
NetCash-BeginBal/RsvdforFutUse,"3,119","6,267","6,267","6,267",PARAA
NetCash-EndBal/RsrvforFutUse,"6,267","5,302","4,037","3,383",PARAA
"Depreciation, Supplemental",390,96,190,282,PARAA
