items,2017,2018,2019,2020,2021,ticker
Cash,"4,592","6,148","6,462","6,235","9,101",BP
Cash & Equivalents,"19,506","14,970","14,334","22,959","16,840",BP
Short Term Investments,125,222,169,333,280,BP
Cash and Short Term Invs,"24,223","21,340","20,965","29,527","26,221",BP
"Trade Accts Recvble, Net","19,730","20,270","20,297","13,297","22,712",BP
Notes Recvble - Short Term,190,326,339,458,355,BP
Other Receivables,"5,880","5,227","5,427","5,323","4,969",BP
"Total Receivables, Net","25,800","25,823","26,063","19,078","28,036",BP
Invent. - Finished Goods,"10,989","10,701","13,089","10,380","18,453",BP
Invent. - Raw Materials,"5,811","5,200","5,832","4,763","3,733",BP
Inventories - Other,"2,211","2,087","1,959","1,730","1,525",BP
Total Inventory,"19,011","17,988","20,880","16,873","23,711",BP
Prepaid Expenses,"1,414",963,857,"1,269","2,486",BP
Restricted Cash - Current,"1,488","1,350","1,676","1,917","4,740",BP
Discont. Ops.-Curr. Assets,--,--,"7,465","1,326","1,652",BP
Other Current Assets,"3,032","3,846","4,153","2,992","5,744",BP
"Other Curr. Assets, Total","4,520","5,196","13,294","6,235","12,136",BP
Total Current Assets,"74,968","71,310","82,059","72,982","92,590",BP
Buildings,"1,573","1,514","1,422","1,210","1,245",BP
Land/Improvements,"3,474","3,562","3,609","3,872","3,713",BP
Machinery/Equipment,"283,490","289,652","264,550","260,286","255,104",BP
Other Prop./Plant/Equip.,"11,601","11,620","20,247","21,385","20,554",BP
Prop./Plant/Equip. - Gross,"300,138","306,348","289,828","286,753","280,616",BP
Accumulated Depreciation,"(170,667)","(171,087)","(157,186)","(171,917)","(167,714)",BP
Prop./Plant/Equip. - Net,"129,471","135,261","132,642","114,836","112,902",BP
"Goodwill, Gross","12,163","12,815","12,865","13,093","12,991",BP
Accum. Goodwill Amort.,(612),(611),(997),(613),(618),BP
"Goodwill, Net","11,551","12,204","11,868","12,480","12,373",BP
Intangibles - Gross,"22,374","21,557","20,206","20,039","20,463",BP
Accum. Intangible Amort.,"(4,019)","(4,273)","(4,667)","(13,946)","(14,012)",BP
Intangibles - Net,"18,355","17,284","15,539","6,093","6,451",BP
LT Invt. - Affiliate Comp.,"25,403","26,802","30,896","28,250","31,700",BP
LT Investments - Other,827,859,705,"1,833","1,827",BP
Long Term Investments,"26,230","27,661","31,601","30,083","33,527",BP
Note Rcvble - Long Term,"2,080","2,471","2,777","5,191","3,615",BP
Deferred Charges,"1,112","1,179",781,533,479,BP
Pension Bene. - Overfunded,"4,169","5,955","7,053","7,957","11,919",BP
Def. Inc. Tax - LT Asset,"4,469","3,706","4,560","7,744","6,410",BP
Other Long Term Assets,"4,110","5,145","6,314","9,755","7,006",BP
Total Assets,"276,515","282,176","295,194","267,654","287,272",BP
Accounts Payable,"28,840","28,621","32,404","24,521","39,492",BP
Accrued Expenses,"4,960","6,898","7,447","6,753","8,346",BP
Notes Payable/ST Debt,0,0,0,0,0,BP
Curr. Port. LT Dbt/Cap Ls.,"7,739","9,373","12,554","11,292","7,304",BP
Income Taxes Payable,"1,686","2,101","2,039","1,038","1,554",BP
Other Payables,"15,369","15,372","12,044","9,390","10,411",BP
Discontinued Operations,--,--,"1,393",46,359,BP
Other Current Liabilities,"6,132","5,872","5,714","6,759","12,821",BP
"Other Curr. Lblts, Total","23,187","23,345","21,190","17,233","25,145",BP
Total Current Liabilities,"64,726","68,237","73,595","59,799","80,287",BP
Long Term Debt,"54,873","55,803","57,237","63,305","55,619",BP
Capital Lease Obligations,618,623,"7,655","7,329","6,864",BP
Total Long Term Debt,"55,491","56,426","64,892","70,634","62,483",BP
Total Debt,"63,230","65,799","77,446","81,926","69,787",BP
Deferred Income Tax,"7,982","9,812","9,750","6,831","8,780",BP
Minority Interest,"1,913","2,104","2,296","14,318","14,976",BP
Reserves,"20,620","17,732","18,498","17,200","19,572",BP
Pension Benefits - Underfunded,"9,137","8,391","8,592","9,254","7,820",BP
Other LT Liabilities,"18,155","20,030","19,159","18,368","17,891",BP
"Other Liabilities, Total","47,912","46,153","46,249","44,822","45,283",BP
Total Liabilities,"178,024","182,732","196,782","196,404","211,809",BP
Redeemable Preferred Stock,21,21,21,21,21,BP
Common Stock,"5,322","5,381","5,383","5,362","5,194",BP
Additional Paid-In Capital,"12,147","12,305","12,417","12,584","12,745",BP
Ret. Earn.(Accum. Deficit),"103,858","107,393","102,410","76,034","80,726",BP
Treasury Stock - Common,"(16,958)","(15,767)","(14,412)","(13,224)","(12,624)",BP
Unrealized Gain (Loss),17,0,0,0,--,BP
Cum. Trans. Adjustment,"(5,156)","(8,902)","(6,495)","(8,719)","(9,572)",BP
Other Comprehensive Income,(760),(987),(912),(808),"(1,027)",BP
"Other Equity, Total","(5,916)","(9,889)","(7,407)","(9,527)","(10,599)",BP
Total Equity,"98,491","99,444","98,412","71,250","75,463",BP
Total Liabilities & Shareholders’ Equity,"276,515","282,176","295,194","267,654","287,272",BP
Ttl Comm. Shares Outs.,"19,806","20,099","20,239","20,262","19,641",BP
Trsy. Shrs-Comm. Primary Iss.,"1,482","1,426","1,297","1,105","1,037",BP
Shrs Out-Pref Primary Iss.,7,7,7,7,7,BP
Shrs Out-Pref Stk Iss. 2,5,5,5,5,5,BP
Trsry Shrs-Pref. Iss. 1,0,0,0,--,--,BP
Trsry Shrs-Pref. Iss. 2,0,0,0,--,--,BP
