items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Revenue,"14,846","15,235","14,462","16,577",MS
"Cost of Revenue, Total","1,133","1,316","2,208","4,438",MS
Selling/Gen/Admin Expense,"2,346","2,136","2,264","2,273",MS
Labor & Related Expense,"5,487","6,274","5,550","5,614",MS
"Sell/Gen/AdminExpenses,Tot","7,833","8,410","7,814","7,887",MS
"Other Operat Expse, Total",996,921,"1,121",864,MS
Total Operating Expense,"9,962","10,647","11,143","13,189",MS
Total Operating Income,"4,884","4,588","3,319","3,388",MS
Income Before Tax,"4,884","4,588","3,319","3,388",MS
Income Tax - Total,"1,168",873,783,726,MS
Income After Tax,"3,716","3,715","2,536","2,662",MS
Minority Interest,(20),(49),(41),(30),MS
Net Inc Before Extra Items,"3,696","3,666","2,495","2,632",MS
Total Net Income,"3,696","3,666","2,495","2,632",MS
Total Adjust to Net Income,(104),(124),(104),(138),MS
Income Available to Common Excl. Extra. Items,"3,592","3,542","2,391","2,494",MS
Income Available to Common Incl. Extra. Items,"3,592","3,542","2,391","2,494",MS
Basic/Primary Weighted Average Shares,"1,749","1,733","1,704","1,674",MS
Basic/Primary EPS Excl. Extra. Items,2.05,2.04,1.40,1.49,MS
Basic/Primary EPS Incl. Extra. Items,2.05,2.04,1.40,1.49,MS
Diluted Weighted Average Shares,"1,784","1,755","1,723","1,697",MS
Diluted EPS Excl. Extra. Items,2.01,2.02,1.39,1.47,MS
Diluted EPS Incl. Extra. Items,2.01,2.02,1.39,1.47,MS
Div/Share-ComStockPrimIssue,0.70,0.70,0.70,0.78,MS
Gross Divid - Common Stock,"1,256","1,252","1,221","1,329",MS
Pro Forma Net Income,--,--,--,--,MS
"Interest Expense, Suppl",322,434,"1,330","3,591",MS
"Depreciat/Amort, Suppl","1,237",942,921,928,MS
Total Special Items,146,191,382,164,MS
Normalzd Income Before Tax,"5,030","4,779","3,701","3,552",MS
Efct/SpecItemsIncTxs (STEC),(32),(25),(28),(29),MS
IncTxsExcl ImpctofSpec Itms,"1,136",848,755,697,MS
Normalized Income After Tax,"3,894","3,931","2,946","2,855",MS
Normalzd Inc Avail to Common,"3,770","3,758","2,801","2,687",MS
Basic Normalized EPS,2.16,2.17,1.64,1.61,MS
Diluted Normalized EPS,2.11,2.14,1.63,1.58,MS
