items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Revenue,"6,709","6,045","6,554","6,505",KHC
"Cost of Revenue, Total","4,534","4,044","4,564","4,637",KHC
"Sell/Gen/AdminExpenses,Tot",869,818,820,809,KHC
Restructuring Charge,36,19,11,8,KHC
Impair-Assets Held for Use,"1,291",55,630,314,KHC
Other Unusual Expnse (In),(33),(5),(15),(14),KHC
Unusual Expense (Income),"1,294",69,626,308,KHC
Total Operating Expense,"6,697","4,931","6,010","5,754",KHC
Total Operating Income,12,"1,114",544,751,KHC
"Inter Expse,Net Non-Operat",(604),(242),(234),(228),KHC
"Inter Income, Non-Operating",2,5,6,7,KHC
"Invest Income, Non-Operat",13,43,33,(17),KHC
"Inter/Invest Inc, Non-Oper",15,48,39,(10),KHC
OtherNon-OperatInc (Expnse),57,51,50,32,KHC
"Other, Net",57,51,50,32,KHC
Income Before Tax,(520),971,399,545,KHC
Income Tax - Total,(30),190,134,110,KHC
Income After Tax,(490),781,265,435,KHC
Minority Interest,(2),(5),0,(3),KHC
Net Inc Before Extra Items,(492),776,265,432,KHC
Total Extraordinary Items,235,--,--,--,KHC
Total Net Income,(257),776,265,432,KHC
Income Available to Common Excl. Extra. Items,(492),776,265,432,KHC
Income Available to Common Incl. Extra. Items,(257),776,265,432,KHC
Basic/Primary Weighted Average Shares,"1,224","1,225","1,225","1,227",KHC
Basic/Primary EPS Excl. Extra. Items,(0.40),0.63,0.22,0.35,KHC
Basic/Primary EPS Incl. Extra. Items,(0.21),0.63,0.22,0.35,KHC
Diluted Weighted Average Shares,"1,224","1,234","1,235","1,235",KHC
Diluted EPS Excl. Extra. Items,(0.40),0.63,0.21,0.35,KHC
Diluted EPS Incl. Extra. Items,(0.21),0.63,0.21,0.35,KHC
Div/Share-ComStockPrimIssue,0.40,0.40,0.40,0.40,KHC
Gross Divid - Common Stock,494,492,494,494,KHC
Pro Forma Net Income,--,--,--,--,KHC
"Interest Expense, Suppl",604,242,234,228,KHC
"Depreciat/Amort, Suppl",174,156,171,165,KHC
Total Special Items,"1,294",69,626,308,KHC
Normalzd Income Before Tax,774,"1,040","1,025",853,KHC
Efct/SpecItemsIncTxs (STEC),453,14,210,62,KHC
IncTxsExcl ImpctofSpec Itms,423,204,344,172,KHC
Normalized Income After Tax,351,836,681,681,KHC
Normalzd Inc Avail to Common,349,831,681,678,KHC
Basic Normalized EPS,0.29,0.68,0.56,0.55,KHC
Diluted Normalized EPS,0.29,0.67,0.55,0.55,KHC
