items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Cash from Operations,"28,783","(9,068)","10,306","21,958",PDD
Total Cash from Investing,"(35,562)","(4,852)","(13,445)","(13,802)",PDD
Total Cash From Financing,"(1,875)",0,0,1,PDD
Foreign Exchange Effects,(145),10,(41),210,PDD
Net Change in Cash,"(8,800)","(13,910)","(3,180)","8,366",PDD
NetCash-BeginBal/RsvdforFutUse,"74,844","66,044","66,044","66,044",PDD
NetCash-EndBal/RsrvforFutUse,"66,044","52,134","62,864","74,410",PDD
