items,Q4 2022,Q1 2023,Q2 2023,Q3 2023,ticker
Cash & Equivalents,"1,063","1,407",937,"1,096",ZM
Short Term Investments,"4,356","4,319","4,583","4,069",ZM
Cash and Short Term Invs,"5,419","5,726","5,520","5,165",ZM
"Trade Accts Recvble, Gross",385,443,471,542,ZM
Prov. for Doubtful Accts,(25),(28),(32),(35),ZM
"Trade Accts Recvble, Net",420,484,510,590,ZM
Other Receivables,--,--,17,18,ZM
"Total Receivables, Net",420,484,527,607,ZM
Prepaid Expenses,113,102,127,130,ZM
Restricted Cash - Current,10,7,6,10,ZM
Other Current Assets,222,245,235,230,ZM
"Other Curr. Assets, Total",232,252,241,240,ZM
Total Current Assets,"6,184","6,564","6,414","6,142",ZM
Buildings,25,25,25,26,ZM
Machinery/Equipment,284,107,115,124,ZM
Other Prop./Plant/Equip.,101,303,307,330,ZM
Prop./Plant/Equip. - Gross,410,435,447,480,ZM
Accumulated Depreciation,(92),(102),(119),(138),ZM
Prop./Plant/Equip. - Net,318,333,328,342,ZM
"Goodwill, Net",28,28,123,123,ZM
Intangibles - Net,--,24,52,59,ZM
Long Term Investments,368,343,358,355,ZM
Note Rcvble - Long Term,56,58,82,71,ZM
Deferred Charges,181,173,186,183,ZM
Def. Inc. Tax - LT Asset,382,420,494,551,ZM
Other Long Term Assets,35,13,10,12,ZM
Total Assets,"7,551","7,957","8,048","7,837",ZM
Accounts Payable,8,23,23,27,ZM
Accrued Expenses,401,375,352,397,ZM
Notes Payable/ST Debt,0,0,0,0,ZM
Customer Advances,"1,141","1,286","1,346","1,308",ZM
Income Taxes Payable,--,81,106,116,ZM
Other Current Liabilities,29,44,40,48,ZM
"Other Curr. Lblts, Total","1,171","1,411","1,492","1,472",ZM
Total Current Liabilities,"1,580","1,809","1,867","1,896",ZM
Total Long Term Debt,0,0,0,0,ZM
Total Debt,0,0,0,0,ZM
"Other Liabilities, Total",192,200,190,185,ZM
Total Liabilities,"1,771","2,009","2,057","2,081",ZM
Common Stock,0,0,0,0,ZM
Additional Paid-In Capital,"3,750","3,831","3,831","3,572",ZM
Ret. Earn.(Accum. Deficit),"2,048","2,162","2,208","2,256",ZM
"Other Equity, Total",(18),(45),(48),(73),ZM
Total Equity,"5,780","5,948","5,990","5,756",ZM
Total Liabilities & Shareholders’ Equity,"7,551","7,957","8,048","7,837",ZM
Shr Outs.-Com. Primary Iss.,247,252,251,246,ZM
Shr Outs.-Com. Stk. Iss. 2,52,47,47,46,ZM
Ttl Comm. Shares Outs.,299,299,298,292,ZM
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,ZM
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,ZM
