items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,156,300,320,254,USM
Short Term Investments,0,--,--,--,USM
Cash and Short Term Invs,156,300,320,254,USM
"Trade Accts Recvble, Gross","1,033","1,023","1,027","1,053",USM
Prov. for Doubtful Accts,(57),(59),(59),(66),USM
"Trade Accts Recvble, Net",983,970,974,994,USM
Other Receivables,186,50,70,82,USM
"Total Receivables, Net","1,169","1,020","1,044","1,076",USM
Total Inventory,173,177,206,243,USM
Prepaid Expenses,58,63,62,61,USM
"Other Curr. Assets, Total",49,51,41,41,USM
Total Current Assets,"1,605","1,611","1,673","1,675",USM
Prop./Plant/Equip. - Gross,"9,056","9,136","9,352","9,410",USM
Accumulated Depreciation,"(6,450)","(6,560)","(6,681)","(6,779)",USM
Prop./Plant/Equip. - Net,"3,565","3,528","3,615","3,563",USM
Intangibles - Net,"4,088","4,677","4,677","4,680",USM
Long Term Investments,439,465,441,461,USM
Deferred Charges,626,579,582,648,USM
Disct. Ops. - LT Asset,18,15,15,29,USM
Total Assets,"10,341","10,875","11,003","11,056",USM
Accounts Payable,360,281,328,348,USM
Accrued Expenses,245,207,226,231,USM
Notes Payable/ST Debt,0,0,0,0,USM
Curr. Port. LT Dbt/Cap Ls.,3,6,8,11,USM
Customer Advances,191,200,197,218,USM
Discontinued Operations,0,--,--,--,USM
Other Current Liabilities,104,179,223,291,USM
"Other Curr. Lblts, Total",295,379,420,509,USM
Total Current Liabilities,903,873,982,"1,099",USM
Total Long Term Debt,"2,728","3,220","3,118","3,115",USM
Total Debt,"2,731","3,226","3,126","3,126",USM
Deferred Income Tax,674,696,705,705,USM
Minority Interest,27,28,28,28,USM
"Other Liabilities, Total","1,462","1,465","1,562","1,520",USM
Total Liabilities,"5,794","6,282","6,395","6,467",USM
Common Stock,88,88,88,88,USM
Additional Paid-In Capital,"1,678","1,685","1,692","1,696",USM
Ret. Earn.(Accum. Deficit),"2,849","2,897","2,903","2,890",USM
Treasury Stock - Common,(68),(77),(75),(85),USM
Total Equity,"4,547","4,593","4,608","4,589",USM
Total Liabilities & Shareholders’ Equity,"10,341","10,875","11,003","11,056",USM
Shr Outs.-Com. Primary Iss.,53,53,52,52,USM
Shr Outs.-Com. Stk. Iss. 2,33,33,33,33,USM
Ttl Comm. Shares Outs.,86,86,85,85,USM
Trsy. Shrs-Comm. Primary Iss.,2,3,3,3,USM
