items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Revenue,"5,216","5,167","5,497","5,756",MA
Selling/Gen/Admin Expense,757,598,591,649,MA
Labor & Related Expense,"1,089","1,176","1,288","1,382",MA
Advertising Expense,338,181,210,182,MA
"Sell/Gen/AdminExpenses,Tot","2,184","1,955","2,089","2,213",MA
Depreciation/Amortization,189,192,189,185,MA
"Inter/Invest Inc, Operating",16,36,35,38,MA
Litigation,0,--,133,208,MA
Other Unusual Expnse (In),--,34,33,0,MA
Unusual Expense (Income),0,34,166,208,MA
Total Operating Expense,"2,389","2,217","2,479","2,644",MA
Total Operating Income,"2,827","2,950","3,018","3,112",MA
"Inter Expse,Net Non-Operat",(108),(110),(114),(120),MA
"Inter/Invest Inc, Non-Oper",113,(71),(110),76,MA
OtherNon-OperatInc (Expnse),(9),4,4,4,MA
"Other, Net",(9),4,4,4,MA
Income Before Tax,"2,823","2,773","2,798","3,072",MA
Income Tax - Total,444,142,523,573,MA
Income After Tax,"2,379","2,631","2,275","2,499",MA
Net Inc Before Extra Items,"2,379","2,631","2,275","2,499",MA
Total Net Income,"2,379","2,631","2,275","2,499",MA
Income Available to Common Excl. Extra. Items,"2,379","2,631","2,275","2,499",MA
Income Available to Common Incl. Extra. Items,"2,379","2,631","2,275","2,499",MA
Basic/Primary Weighted Average Shares,982,977,971,965,MA
Basic/Primary EPS Excl. Extra. Items,2.42,2.69,2.34,2.59,MA
Basic/Primary EPS Incl. Extra. Items,2.42,2.69,2.34,2.59,MA
Diluted Weighted Average Shares,986,981,974,968,MA
Diluted EPS Excl. Extra. Items,2.41,2.68,2.34,2.58,MA
Diluted EPS Incl. Extra. Items,2.41,2.68,2.34,2.58,MA
Div/Share-ComStockPrimIssue,0.44,0.49,0.49,0.49,MA
Gross Divid - Common Stock,480,477,474,472,MA
Pro Forma Net Income,--,--,--,--,MA
"Interest Expense, Suppl",108,110,114,120,MA
"Depreciat/Amort, Suppl",189,192,189,185,MA
Total Special Items,0,34,166,208,MA
Normalzd Income Before Tax,"2,823","2,807","2,964","3,280",MA
Efct/SpecItemsIncTxs (STEC),0,2,31,39,MA
IncTxsExcl ImpctofSpec Itms,444,144,554,612,MA
Normalized Income After Tax,"2,379","2,663","2,410","2,668",MA
Normalzd Inc Avail to Common,"2,379","2,663","2,410","2,668",MA
Basic Normalized EPS,2.42,2.73,2.48,2.76,MA
Diluted Normalized EPS,2.41,2.71,2.47,2.76,MA
