items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,736,872,825,"1,371",796,SKX
Short Term Investments,--,100,112,101,99,SKX
Cash and Short Term Invs,736,972,937,"1,472",895,SKX
"Trade Accts Recvble, Gross",457,528,669,668,795,SKX
Prov. for Doubtful Accts,(51),(26),(24),(49),(63),SKX
"Trade Accts Recvble, Net",406,502,645,620,733,SKX
Other Receivables,27,56,54,69,80,SKX
"Total Receivables, Net",433,558,699,689,813,SKX
Total Inventory,873,863,"1,070","1,017","1,471",SKX
Prepaid Expenses,63,79,114,167,194,SKX
Total Current Assets,"2,105","2,472","2,820","3,344","3,372",SKX
Buildings,566,648,803,"1,038","1,157",SKX
Land/Improvements,83,83,91,96,111,SKX
Other Prop./Plant/Equip.,331,375,"1,528","1,657","1,809",SKX
Prop./Plant/Equip. - Gross,980,"1,106","2,422","2,790","3,076",SKX
Accumulated Depreciation,(438),(521),(610),(683),(723),SKX
Prop./Plant/Equip. - Net,542,585,"1,813","2,107","2,353",SKX
"Goodwill, Net",--,--,--,93,93,SKX
Long Term Investments,--,94,95,108,146,SKX
Other Long Term Assets,59,37,117,95,75,SKX
Total Assets,"2,735","3,228","4,893","5,812","6,491",SKX
Accounts Payable,505,680,765,744,876,SKX
Accrued Expenses,82,162,401,413,491,SKX
Notes Payable/ST Debt,8,7,6,3,1,SKX
Curr. Port. LT Dbt/Cap Ls.,2,2,66,52,77,SKX
Total Current Liabilities,597,850,"1,238","1,213","1,446",SKX
Total Long Term Debt,71,88,49,679,263,SKX
Total Debt,81,97,121,735,342,SKX
Deferred Income Tax,0,0,0,11,12,SKX
Minority Interest,119,154,221,244,283,SKX
Reserves,99,79,72,--,--,SKX
Other LT Liabilities,19,21,997,"1,183","1,228",SKX
"Other Liabilities, Total",118,100,"1,069","1,183","1,228",SKX
Total Liabilities,906,"1,193","2,578","3,331","3,232",SKX
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,0,SKX
Common Stock,0,0,0,0,0,SKX
Additional Paid-In Capital,453,375,307,372,430,SKX
Ret. Earn.(Accum. Deficit),"1,390","1,691","2,038","2,136","2,878",SKX
"Other Equity, Total",(15),(31),(30),(27),(48),SKX
Total Equity,"1,829","2,035","2,315","2,481","3,259",SKX
Total Liabilities & Shareholders’ Equity,"2,735","3,228","4,893","5,812","6,491",SKX
Shr Outs.-Com. Primary Iss.,132,130,131,134,135,SKX
Shr Outs.-Com. Stk. Iss. 2,25,24,22,21,21,SKX
Ttl Comm. Shares Outs.,156,154,153,155,156,SKX
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,SKX
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,0,SKX
