items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"5,596","6,561","5,405","6,415",PEP
Short Term Investments,392,343,287,327,PEP
Cash and Short Term Invs,"5,988","6,904","5,692","6,742",PEP
"Trade Accts Recvble, Gross","8,827","9,616","10,683","10,904",PEP
Prov. for Doubtful Accts,(147),(192),(185),(165),PEP
"Total Receivables, Net","8,680","9,424","10,498","10,739",PEP
Invent. - Finished Goods,"2,298","2,591","2,726","2,566",PEP
Invent. - Work In Progress,151,154,158,150,PEP
Invent. - Raw Materials,"1,898","2,017","2,403","2,303",PEP
Total Inventory,"4,347","4,762","5,287","5,019",PEP
Prepaid Expenses,980,"1,252","1,156","1,043",PEP
"Other Curr. Assets, Total","1,788",0,0,0,PEP
Total Current Assets,"21,783","22,342","22,633","23,543",PEP
Prop./Plant/Equip. - Gross,"46,828","46,533","47,902","48,100",PEP
Accumulated Depreciation,"(24,421)","(24,516)","(25,208)","(25,300)",PEP
Prop./Plant/Equip. - Net,"22,407","22,017","22,694","22,800",PEP
"Goodwill, Net","18,381","18,112","18,547","18,388",PEP
Intangibles - Gross,"20,328","19,756","18,774","18,828",PEP
Accum. Intangible Amort.,"(1,663)","(1,656)","(1,683)","(1,676)",PEP
Intangibles - Net,"18,665","18,100","17,091","17,152",PEP
Long Term Investments,"2,627","3,595","3,519","3,224",PEP
Other Long Term Assets,"4,204","4,495","4,274","5,030",PEP
Total Assets,"92,377","92,962","93,103","94,461",PEP
Payable/Accrued,"21,159","20,365","21,191","22,544",PEP
Notes Payable/ST Debt,0,0,0,0,PEP
Curr. Port. LT Dbt/Cap Ls.,"4,308","5,459","6,032","3,109",PEP
"Other Curr. Lblts, Total",753,0,0,0,PEP
Total Current Liabilities,"26,220","25,824","27,223","25,653",PEP
Total Long Term Debt,"36,026","34,590","33,247","36,136",PEP
Total Debt,"40,334","40,049","39,279","39,245",PEP
Deferred Income Tax,"4,826","5,072","4,838","4,724",PEP
Minority Interest,108,118,121,158,PEP
"Other Liabilities, Total","9,154","9,156","9,121","8,813",PEP
Total Liabilities,"76,334","74,760","74,550","75,484",PEP
Common Stock,23,23,23,23,PEP
Additional Paid-In Capital,"4,001","3,893","3,970","4,036",PEP
Ret. Earn.(Accum. Deficit),"65,165","67,934","67,763","68,872",PEP
Treasury Stock - Common,"(38,248)","(38,305)","(38,787)","(39,211)",PEP
Cum. Trans. Adjustment,"(12,309)","(12,869)","(11,595)","(11,919)",PEP
Min. Pension Lblty Adj.,"(2,750)","(2,737)","(2,987)","(2,879)",PEP
Other Comprehensive Income,161,263,166,55,PEP
"Other Equity, Total","(14,898)","(15,343)","(14,416)","(14,743)",PEP
Total Equity,"16,043","18,202","18,553","18,977",PEP
Total Liabilities & Shareholders’ Equity,"92,377","92,962","93,103","94,461",PEP
Ttl Comm. Shares Outs.,"1,383","1,384","1,381","1,379",PEP
Trsy. Shrs-Comm. Primary Iss.,484,483,486,488,PEP
