items,2018,2019,2020,2021,2022,ticker
Cash and Short Term Invs,557,788,"1,517","1,669","1,009",UAA
"Trade Accts Recvble, Gross",675,724,548,576,709,UAA
Prov. for Doubtful Accts,(22),(15),(20),(7),(7),UAA
"Total Receivables, Net",653,709,527,569,702,UAA
Total Inventory,"1,019",892,896,811,824,UAA
Prepaid Expenses,345,307,282,286,297,UAA
"Other Curr. Assets, Total",20,6,--,--,--,UAA
Total Current Assets,"2,594","2,702","3,223","3,336","2,833",UAA
Buildings,495,615,589,511,510,UAA
Land/Improvements,84,84,84,84,84,UAA
Machinery/Equipment,546,609,596,644,650,UAA
Construction in Progress,137,55,31,53,65,UAA
Other Prop./Plant/Equip.,221,832,779,713,690,UAA
Prop./Plant/Equip. - Gross,"1,482","2,194","2,079","2,005","1,999",UAA
Accumulated Depreciation,(656),(810),(884),(949),(977),UAA
Prop./Plant/Equip. - Net,827,"1,384","1,195","1,056","1,022",UAA
"Goodwill, Net",546,550,502,495,492,UAA
Intangibles - Gross,77,66,53,25,25,UAA
Accum. Intangible Amort.,(35),(30),(40),(14),(14),UAA
Intangibles - Net,42,36,13,11,11,UAA
Long Term Investments,--,5,0,0,--,UAA
Other Long Term Assets,124,83,73,75,76,UAA
Total Assets,"4,245","4,844","5,031","4,991","4,453",UAA
Accounts Payable,561,618,576,613,560,UAA
Accrued Expenses,340,501,541,599,453,UAA
Notes Payable/ST Debt,0,0,0,0,0,UAA
Curr. Port. LT Dbt/Cap Ls.,25,0,--,--,--,UAA
Security Deposits,301,219,203,164,160,UAA
Other Current Liabilities,88,84,93,74,126,UAA
"Other Curr. Lblts, Total",390,303,296,238,285,UAA
Total Current Liabilities,"1,316","1,422","1,413","1,450","1,299",UAA
Total Long Term Debt,704,593,"1,004",663,672,UAA
Total Debt,729,593,"1,004",663,672,UAA
"Other Liabilities, Total",208,679,938,790,753,UAA
Total Liabilities,"2,228","2,693","3,355","2,902","2,724",UAA
Common Stock,0,0,0,0,0,UAA
Additional Paid-In Capital,917,974,"1,061","1,109","1,047",UAA
Ret. Earn.(Accum. Deficit),"1,139","1,227",674,"1,028",722,UAA
"Other Equity, Total",(39),(51),(59),(48),(40),UAA
Total Equity,"2,017","2,150","1,676","2,089","1,729",UAA
Total Liabilities & Shareholders’ Equity,"4,245","4,844","5,031","4,991","4,453",UAA
Shr Outs.-Com. Primary Iss.,188,188,189,189,189,UAA
Shr Outs.-Com. Stk. Iss. 2,34,34,34,34,34,UAA
Shr Outs.-Com. Stk. Iss. 3,226,229,232,253,238,UAA
Ttl Comm. Shares Outs.,449,452,455,476,462,UAA
Trsy. Shrs-Comm. Primary Iss.,0,--,0,0,0,UAA
Trsy. Shrs-Comm. Iss. 2,0,--,0,0,0,UAA
Trsy. Shrs-Comm. Iss. 3,0,0,0,0,0,UAA
