items,2017,2018,2019,2020,2021,ticker
Cash and Short Term Invs,"2,524","8,194","13,711","35,879","47,085",NOVN
"Total Receivables, Net",--,--,419,"4,863","4,473",NOVN
Prepaid Expenses,"1,180","1,107","1,545","3,093","2,463",NOVN
Discont. Ops.-Curr. Assets,--,--,--,114,0,NOVN
Other Current Assets,--,49,49,58,109,NOVN
"Other Curr. Assets, Total",--,49,49,172,109,NOVN
Total Current Assets,"3,704","9,350","15,724","44,007","54,130",NOVN
Buildings,"1,000","1,168","7,068",562,"9,391",NOVN
Machinery/Equipment,"7,348","8,019","8,473","2,997","4,192",NOVN
Other Prop./Plant/Equip.,"11,311","11,269","2,477",106,"1,893",NOVN
Prop./Plant/Equip. - Gross,"19,659","20,456","18,018","3,665","15,476",NOVN
Accumulated Depreciation,"(3,035)","(4,588)","(5,679)","(1,259)","(1,582)",NOVN
Prop./Plant/Equip. - Net,"16,624","15,868","12,339","2,406","13,894",NOVN
Intangibles - Net,--,75,75,75,75,NOVN
Other Long Term Assets,806,530,419,341,278,NOVN
Total Assets,"21,134","26,362","29,097","46,829","68,960",NOVN
Accounts Payable,479,"1,250","1,602","1,192","2,170",NOVN
Accrued Expenses,"5,764","3,399","3,781","3,053","4,988",NOVN
Notes Payable/ST Debt,0,0,0,0,0,NOVN
Curr. Port. LT Dbt/Cap Ls.,11,11,--,478,0,NOVN
Customer Advances,"2,631","4,401","4,428","2,990","2,586",NOVN
Other Current Liabilities,--,--,"3,088",987,"1,406",NOVN
"Other Curr. Lblts, Total","2,631","4,401","7,516","3,977","3,992",NOVN
Total Current Liabilities,"8,885","9,061","12,899","8,700","11,150",NOVN
Long Term Debt,"7,998","7,998",0,478,0,NOVN
Capital Lease Obligations,21,10,--,--,--,NOVN
Total Long Term Debt,"8,019","8,008",0,478,0,NOVN
Total Debt,"8,030","8,019",0,956,0,NOVN
"Other Liabilities, Total","5,946","4,095","39,985","34,674","39,491",NOVN
Total Liabilities,"22,850","21,164","52,884","43,852","50,641",NOVN
Redeemable Preferred Stock,0,--,--,--,--,NOVN
Common Stock,2,3,3,14,2,NOVN
Additional Paid-In Capital,"158,091","177,677","180,047","252,395","297,441",NOVN
Ret. Earn.(Accum. Deficit),"(159,654)","(172,327)","(203,682)","(249,277)","(278,969)",NOVN
Treasury Stock - Common,(155),(155),(155),(155),(155),NOVN
Total Equity,"(1,716)","5,198","(23,787)","2,977","18,319",NOVN
Total Liabilities & Shareholders’ Equity,"21,134","26,362","29,097","46,829","68,960",NOVN
Ttl Comm. Shares Outs.,"1,601","2,606","2,673","14,570","18,816",NOVN
Trsy. Shrs-Comm. Primary Iss.,1,1,1,1,1,NOVN
