items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,"5,421","6,911","12,346","14,546","13,979",BMY
Short Term Investments,"1,391","1,973","3,047","1,285","2,987",BMY
Cash and Short Term Invs,"6,812","8,884","15,393","15,831","16,966",BMY
"Trade Accts Recvble, Gross","4,599","4,914","6,888","7,882","8,723",BMY
Prov. for Doubtful Accts,(252),(278),(412),(663),(744),BMY
"Trade Accts Recvble, Net","4,347","4,636","6,476","7,219","7,979",BMY
Other Receivables,"1,262","1,111","1,209","1,282","1,390",BMY
"Total Receivables, Net","5,609","5,747","7,685","8,501","9,369",BMY
Invent. - Finished Goods,384,396,"2,227",932,543,BMY
Invent. - Work In Progress,509,597,"1,894",935,"1,202",BMY
Invent. - Raw Materials,273,202,172,207,350,BMY
Total Inventory,"1,166","1,195","4,293","2,074","2,095",BMY
Prepaid Expenses,691,218,754,"1,799","2,786",BMY
Discont. Ops.-Curr. Assets,--,--,0,--,--,BMY
Other Current Assets,576,"1,116","1,229","1,987","2,046",BMY
"Other Curr. Assets, Total",576,"1,116","1,229","1,987","2,046",BMY
Total Current Assets,"14,854","17,160","29,354","30,192","33,262",BMY
Buildings,"4,848","5,231","6,336","5,732","5,897",BMY
Land/Improvements,100,104,187,189,169,BMY
Machinery/Equipment,"3,059","2,962","3,157","3,063","3,252",BMY
Construction in Progress,980,548,527,487,764,BMY
Other Prop./Plant/Equip.,--,--,704,859,919,BMY
Prop./Plant/Equip. - Gross,"8,987","8,845","10,911","10,330","11,001",BMY
Accumulated Depreciation,"(3,986)","(3,818)","(3,955)","(3,585)","(4,033)",BMY
Prop./Plant/Equip. - Net,"5,001","5,027","6,956","6,745","6,968",BMY
"Goodwill, Net","6,863","6,538","22,488","20,547","20,502",BMY
Intangibles - Gross,"4,337","4,055","68,106","66,859","66,010",BMY
Accum. Intangible Amort.,"(3,127)","(2,964)","(4,137)","(13,616)","(23,483)",BMY
Intangibles - Net,"1,210","1,091","63,969","53,243","42,527",BMY
LT Invt. - Affiliate Comp.,--,--,429,--,--,BMY
LT Investments - Other,"2,480","1,775","4,172","4,509","2,713",BMY
Long Term Investments,"2,480","1,775","4,601","4,509","2,713",BMY
Pension Bene. - Overfunded,--,--,456,208,317,BMY
Def. Inc. Tax - LT Asset,"1,610","1,371",510,"1,161","1,439",BMY
Restricted Cash - LT,--,--,390,338,197,BMY
Other Long Term Assets,"1,533","2,024","1,220","1,538","1,389",BMY
Total Assets,"33,551","34,986","129,944","118,481","109,314",BMY
Accounts Payable,"2,248","1,892","2,445","2,713","2,949",BMY
Accrued Expenses,"5,313","5,687","8,100","9,582","10,104",BMY
Notes Payable/ST Debt,987,454,583,340,184,BMY
Curr. Port. LT Dbt/Cap Ls.,0,"1,249","2,763","2,000","4,764",BMY
Dividends Payable,654,669,"1,025","1,129","1,186",BMY
Customer Advances,83,172,--,--,--,BMY
Income Taxes Payable,231,398,"1,517",647,754,BMY
Other Current Liabilities,47,133,"1,871","2,669","1,927",BMY
"Other Curr. Lblts, Total","1,015","1,372","4,413","4,445","3,867",BMY
Total Current Liabilities,"9,563","10,654","18,304","19,080","21,868",BMY
Total Long Term Debt,"6,975","5,646","43,387","48,336","39,605",BMY
Total Debt,"7,962","7,349","46,733","50,676","44,553",BMY
Deferred Income Tax,--,--,"6,454","5,407","4,501",BMY
Minority Interest,106,96,100,60,60,BMY
Pension Benefits - Underfunded,"1,121","1,032",725,899,654,BMY
Other LT Liabilities,"4,045","3,527","9,376","6,877","6,680",BMY
"Other Liabilities, Total","5,166","4,559","10,101","7,776","7,334",BMY
Total Liabilities,"21,810","20,955","78,346","80,659","73,368",BMY
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,0,BMY
Common Stock,221,221,292,292,292,BMY
Additional Paid-In Capital,"1,898","2,081","43,709","44,325","44,361",BMY
Ret. Earn.(Accum. Deficit),"31,160","34,065","34,474","21,281","23,820",BMY
Treasury Stock - Common,"(19,249)","(19,574)","(25,357)","(26,237)","(31,259)",BMY
Unrealized Gain (Loss),32,(30),6,11,2,BMY
Cum. Trans. Adjustment,(419),(681),(646),(639),(680),BMY
Min. Pension Lblty Adj.,"(1,883)","(2,102)",(899),(974),(768),BMY
Other Comprehensive Income,(19),51,19,(237),178,BMY
"Other Equity, Total","(2,321)","(2,732)","(1,526)","(1,850)","(1,270)",BMY
Total Equity,"11,741","14,031","51,598","37,822","35,946",BMY
Total Liabilities & Shareholders’ Equity,"33,551","34,986","129,944","118,481","109,314",BMY
Ttl Comm. Shares Outs.,"1,625","1,624","2,228","2,221","2,153",BMY
Trsy. Shrs-Comm. Primary Iss.,575,576,672,679,747,BMY
Trsry Shrs-Pref. Iss. 1,0,--,--,--,--,BMY
