items,Q3 2022,Q4 2022,Q1 2023,Q2 2023,ticker
Total Revenue,"7,763","8,089","7,371","7,585",MDT
"Cost of Revenue, Total","2,433","2,565","2,497","2,482",MDT
Selling/Gen/Admin Expense,"2,459","2,514","2,477","2,338",MDT
Labor & Related Expense,62,56,49,108,MDT
"Sell/Gen/AdminExpenses,Tot","2,521","2,570","2,526","2,446",MDT
Research & Development,668,652,692,676,MDT
Depreciation/Amortization,432,435,423,421,MDT
Restructuring Charge,78,53,74,254,MDT
Litigation,35,0,0,0,MDT
Impair-Assets Held for Use,--,0,67,14,MDT
Impair-Assets Held for Sale,--,--,7,4,MDT
Other Unusual Expnse (In),--,--,88,2,MDT
Unusual Expense (Income),113,53,236,274,MDT
"Other Operat Expse, Total",(63),143,(68),(114),MDT
Total Operating Expense,"6,104","6,418","6,306","6,185",MDT
Total Operating Income,"1,659","1,671","1,065","1,400",MDT
"Inter Expse,Net Non-Operat",(137),(143),(111),(118),MDT
"Inter Income, Non-Operating",36,--,55,73,MDT
"Invest Income, Non-Operat",(2),(24),32,12,MDT
"Inter/Invest Inc, Non-Oper",34,(24),87,85,MDT
OtherNon-OperatInc (Expnse),33,98,3,28,MDT
"Other, Net",33,98,3,28,MDT
Income Before Tax,"1,589","1,602","1,044","1,395",MDT
Income Tax - Total,106,110,112,959,MDT
Income After Tax,"1,483","1,492",932,436,MDT
Minority Interest,(4),(6),(2),(8),MDT
Net Inc Before Extra Items,"1,479","1,486",930,428,MDT
Total Net Income,"1,479","1,486",930,428,MDT
Total Adjust to Net Income,1,(1),(1),(1),MDT
Income Available to Common Excl. Extra. Items,"1,480","1,485",929,427,MDT
Income Available to Common Incl. Extra. Items,"1,480","1,485",929,427,MDT
Basic/Primary Weighted Average Shares,"1,344","1,336","1,329","1,329",MDT
Basic/Primary EPS Excl. Extra. Items,1.10,1.11,0.70,0.32,MDT
Basic/Primary EPS Incl. Extra. Items,1.10,1.11,0.70,0.32,MDT
Diluted Weighted Average Shares,"1,350","1,344","1,329","1,332",MDT
Diluted EPS Excl. Extra. Items,1.10,1.10,0.70,0.32,MDT
Diluted EPS Incl. Extra. Items,1.10,1.10,0.70,0.32,MDT
Div/Share-ComStockPrimIssue,0.63,0.63,0.68,0.68,MDT
Gross Divid - Common Stock,847,843,903,904,MDT
Pro Forma Net Income,--,--,--,--,MDT
"Interest Expense, Suppl",137,143,111,118,MDT
"Depreciat/Amort, Suppl",240,253,245,250,MDT
Total Special Items,88,(4),268,311,MDT
Normalzd Income Before Tax,"1,677","1,598","1,312","1,706",MDT
Efct/SpecItemsIncTxs (STEC),59,60,53,793,MDT
IncTxsExcl ImpctofSpec Itms,165,170,165,"1,752",MDT
Normalized Income After Tax,"1,512","1,428","1,147",(46),MDT
Normalzd Inc Avail to Common,"1,509","1,421","1,144",(55),MDT
Basic Normalized EPS,1.12,1.06,0.86,(0.04),MDT
Diluted Normalized EPS,1.12,1.06,0.86,(0.04),MDT
