items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,950,818,"1,024","2,372","1,569",WRB
"Total Receivables, Net",189,347,424,525,--,WRB
Prop./Plant/Equip. - Net,423,416,615,406,420,WRB
"Goodwill, Net",179,173,170,170,170,WRB
Intangibles - Net,--,--,99,--,--,WRB
Long Term Investments,"15,981","15,766","16,368","16,521","20,319",WRB
Insurance Receivables,"1,774","1,808","1,997","2,168","2,523",WRB
Note Rcvble - Long Term,0,1,23,--,--,WRB
Def. Policy Acq. Costs,508,498,517,556,676,WRB
Accrued Investment Income,137,144,139,120,123,WRB
Reinsurance - Asset,"1,783","1,932","2,134","2,425","2,923",WRB
Other Assets,"2,376","2,957","3,144","3,310","3,283",WRB
"Other Assets, Total","4,296","5,034","5,416","5,854","6,329",WRB
Total Assets,"24,300","24,896","26,662","28,572","32,048",WRB
Accrued Expenses,--,--,230,--,--,WRB
Insurance Reserves,"11,670","11,966","12,583","13,784","15,391",WRB
Unearned Prem. Or Rev.,"3,290","3,360","3,657","4,073","4,847",WRB
Reinsurance - Liability,246,257,360,426,515,WRB
Policy Liabilities,"15,207","15,583","16,600","18,284","20,753",WRB
Notes Payable/ST Debt,0,0,0,0,0,WRB
Income Taxes Payable,11,0,10,--,--,WRB
Other Payables,--,--,--,--,54,WRB
"Other Curr. Lblts, Total",11,0,10,--,54,WRB
Total Long Term Debt,"2,497","2,790","2,626","2,725","3,267",WRB
Total Debt,"2,497","2,790","2,626","2,725","3,267",WRB
Deferred Income Tax,87,0,26,48,--,WRB
Minority Interest,40,42,43,15,15,WRB
"Other Liabilities, Total","1,046","1,043","1,051","1,189","1,306",WRB
Total Liabilities,"18,889","19,458","20,587","22,261","25,395",WRB
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,0,WRB
Common Stock,47,47,71,71,106,WRB
Additional Paid-In Capital,"1,048","1,063","1,056","1,012",981,WRB
Ret. Earn.(Accum. Deficit),"6,957","7,559","7,932","8,348","9,015",WRB
Treasury Stock - Common,"(2,709)","(2,720)","(2,727)","(3,058)","(3,167)",WRB
Unrealized Gain (Loss),375,(91),125,290,91,WRB
"Other Equity, Total",(307),(419),(382),(352),(373),WRB
Total Equity,"5,411","5,438","6,075","6,311","6,653",WRB
Total Liabilities & Shareholders’ Equity,"24,300","24,896","26,662","28,572","32,048",WRB
Ttl Comm. Shares Outs.,273,274,275,267,265,WRB
Trsy. Shrs-Comm. Primary Iss.,256,255,254,262,264,WRB
