items,2018,2019,2020,2021,2022,ticker
Cash and Short Term Invs,"2,500","3,234","4,645","5,886","5,200",FOX
"Trade Accts Recvble, Gross","1,861","2,002","1,981","2,106","2,182",FOX
Prov. for Doubtful Accts,(28),(35),(93),(77),(54),FOX
"Total Receivables, Net","1,833","1,967","1,888","2,029","2,128",FOX
Total Inventory,"1,180","1,129",856,729,791,FOX
"Other Curr. Assets, Total",67,148,97,105,162,FOX
Total Current Assets,"5,580","6,478","7,486","8,749","8,281",FOX
Buildings,"1,143","1,319","1,300","1,319","1,284",FOX
Land/Improvements,126,123,126,204,199,FOX
Machinery/Equipment,"1,558","1,516","1,575","1,652","1,743",FOX
Construction in Progress,--,122,310,265,185,FOX
Other Prop./Plant/Equip.,--,--,539,469,477,FOX
Prop./Plant/Equip. - Gross,"2,827","3,080","3,850","3,909","3,888",FOX
Accumulated Depreciation,"(1,658)","(1,767)","(1,813)","(1,732)","(1,729)",FOX
Prop./Plant/Equip. - Net,"1,169","1,313","2,037","2,177","2,159",FOX
"Goodwill, Net","2,747","2,691","3,409","3,435","3,554",FOX
Intangibles - Gross,--,--,--,"3,382",--,FOX
Accum. Intangible Amort.,--,--,--,(228),(292),FOX
Intangibles - Net,"2,866","2,851","3,198","3,154","3,157",FOX
LT Invt. - Affiliate Comp.,257,761,--,--,--,FOX
LT Investments - Other,18,865,618,899,578,FOX
Long Term Investments,275,"1,626",618,899,578,FOX
Pension Bene. - Overfunded,265,455,195,--,--,FOX
Def. Inc. Tax - LT Asset,--,"4,651","4,358","3,822","3,440",FOX
Other Long Term Assets,219,(556),449,690,"1,016",FOX
Total Assets,"13,121","19,509","21,750","22,926","22,185",FOX
Accounts Payable,380,514,485,659,686,FOX
Accrued Expenses,530,835,"1,029","1,169","1,099",FOX
Notes Payable/ST Debt,0,0,0,0,0,FOX
Curr. Port. LT Dbt/Cap Ls.,--,--,--,749,0,FOX
Customer Advances,147,169,152,196,209,FOX
Income Taxes Payable,553,6,--,--,--,FOX
Other Current Liabilities,149,188,240,229,302,FOX
"Other Curr. Lblts, Total",849,363,392,425,511,FOX
Total Current Liabilities,"1,759","1,712","1,906","3,002","2,296",FOX
Total Long Term Debt,0,"6,751","7,946","7,202","7,206",FOX
Total Debt,0,"6,751","7,946","7,951","7,206",FOX
Deferred Income Tax,"1,071",0,--,--,--,FOX
Minority Interest,275,200,322,263,224,FOX
Pension Benefits - Underfunded,244,543,709,586,447,FOX
Other LT Liabilities,178,356,773,750,673,FOX
"Other Liabilities, Total",422,899,"1,482","1,336","1,120",FOX
Total Liabilities,"3,527","9,562","11,656","11,803","10,846",FOX
Common Stock,"9,513",7,6,6,6,FOX
Additional Paid-In Capital,--,"9,891","9,831","9,453","9,098",FOX
Ret. Earn.(Accum. Deficit),--,357,674,"1,982","2,461",FOX
Unrealized Gain (Loss),--,0,--,--,--,FOX
Min. Pension Lblty Adj.,--,(308),--,(318),(226),FOX
Other Comprehensive Income,81,--,(417),--,--,FOX
"Other Equity, Total",81,(308),(417),(318),(226),FOX
Total Equity,"9,594","9,947","10,094","11,123","11,339",FOX
Total Liabilities & Shareholders’ Equity,"13,121","19,509","21,750","22,926","22,185",FOX
Shr Outs.-Com. Primary Iss.,354,354,344,324,307,FOX
Shr Outs.-Com. Stk. Iss. 2,266,266,261,252,243,FOX
Ttl Comm. Shares Outs.,621,621,605,576,551,FOX
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,FOX
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,0,FOX
