items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,815,616,521,367,CMG
Short Term Investments,261,240,241,417,CMG
Cash and Short Term Invs,"1,076",856,762,784,CMG
"Trade Accts Recvble, Net",100,89,84,71,CMG
Other Receivables,94,51,98,112,CMG
"Total Receivables, Net",194,140,182,183,CMG
Total Inventory,33,30,29,34,CMG
Prepaid Expenses,79,70,74,76,CMG
Total Current Assets,"1,382","1,096","1,046","1,077",CMG
Prop./Plant/Equip. - Net,"4,888","4,927","5,023","5,181",CMG
"Goodwill, Net",22,22,22,22,CMG
LT Invt. - Affiliate Comp.,9,9,13,12,CMG
LT Investments - Other,274,333,360,443,CMG
Long Term Investments,284,342,372,455,CMG
Other Long Term Assets,47,49,50,51,CMG
Total Assets,"6,653","6,467","6,545","6,817",CMG
Accounts Payable,163,169,159,168,CMG
Accrued Expenses,554,532,541,517,CMG
Notes Payable/ST Debt,0,0,0,0,CMG
"Other Curr. Lblts, Total",156,132,132,133,CMG
Total Current Liabilities,874,834,832,818,CMG
Total Long Term Debt,0,0,0,0,CMG
Total Debt,0,0,0,0,CMG
Deferred Income Tax,142,128,126,133,CMG
"Other Liabilities, Total","3,340","3,372","3,433","3,539",CMG
Total Liabilities,"4,356","4,333","4,391","4,490",CMG
"Pref. Stock-Non Rdmbl, Net",--,0,0,0,CMG
Common Stock,0,0,0,0,CMG
Additional Paid-In Capital,"1,729","1,753","1,782","1,808",CMG
Ret. Earn.(Accum. Deficit),"3,929","4,087","4,347","4,605",CMG
Treasury Stock - Common,"(3,356)","(3,702)","(3,969)","(4,077)",CMG
"Other Equity, Total",(5),(5),(7),(9),CMG
Total Equity,"2,297","2,134","2,154","2,327",CMG
Total Liabilities & Shareholders’ Equity,"6,653","6,467","6,545","6,817",CMG
Ttl Comm. Shares Outs.,28,28,28,28,CMG
Trsy. Shrs-Comm. Primary Iss.,9,9,9,10,CMG
