items,Q2 2022,Q3 2022,Q4 2022,Q1 2023,ticker
Net Income,"3,477","5,297","6,989","1,996",ACN
Depreciation/Depletion,"1,029","1,553","2,088",506,ACN
Deferred Taxes,(16),(28),(213),(55),ACN
Non-Cash Items,802,"1,220","1,484",380,ACN
"Cash Taxes Pd, Supplemental",874,"1,265","1,779",564,ACN
Accounts Receivable,"(1,800)","(2,595)","(2,412)",(609),ACN
Other Assets,(611),(714),(717),(308),ACN
Accounts Payable,(45),142,374,(202),ACN
Accrued Expenses,(541),490,"1,272",(772),ACN
Changes in Working Capital,"(2,606)","(2,291)",(807),"(2,332)",ACN
Total Cash from Operations,"2,686","5,751","9,541",495,ACN
Capital Expenditures,(346),(541),(718),(99),ACN
Acquisition of Business,"(1,849)","(2,320)","(3,555)",(686),ACN
Sale of Business,4,--,--,1,ACN
Other Investing Cash Flow,6,9,13,3,ACN
"OtherInvestCashFlowItms,Tot","(1,839)","(2,311)","(3,543)",(683),ACN
Total Cash from Investing,"(2,185)","(2,852)","(4,261)",(782),ACN
Financing Cash Flow Items,(32),(45),(73),(17),ACN
Total Cash Dividends Paid,"(1,228)","(1,842)","(2,455)",(705),ACN
Sale/Issuance of Common,702,"1,200","1,349",466,ACN
Repurch/Retirement Common,"(2,539)","(3,511)","(4,116)","(1,419)",ACN
"Iss (Retirmnt) of Stock,Net","(1,837)","(2,311)","(2,767)",(953),ACN
"Iss (Retirmnt) of Debt, Net",(9),(12),(16),(2),ACN
Total Cash From Financing,"(3,106)","(4,210)","(5,311)","(1,677)",ACN
Foreign Exchange Effects,(97),(154),(248),(27),ACN
Net Change in Cash,"(2,702)","(1,465)",(278),"(1,990)",ACN
NetCash-BeginBal/RsvdforFutUse,"8,168","8,168","8,168","7,890",ACN
NetCash-EndBal/RsrvforFutUse,"5,466","6,704","7,890","5,900",ACN
"Depreciation, Supplemental","1,029","1,553","2,088",506,ACN
