items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,"1,185","1,078","1,466","1,595","2,535",AMD
Short Term Investments,--,78,37,695,"1,073",AMD
Cash and Short Term Invs,"1,185","1,156","1,503","2,290","3,608",AMD
"Total Receivables, Net",454,"1,235","1,859","2,066","2,706",AMD
Invent. - Finished Goods,214,357,197,167,197,AMD
Invent. - Work In Progress,446,354,691,"1,139","1,676",AMD
Invent. - Raw Materials,34,134,94,93,82,AMD
Total Inventory,694,845,982,"1,399","1,955",AMD
Prepaid Expenses,110,304,251,388,314,AMD
"Other Curr. Assets, Total",191,--,2,--,--,AMD
Total Current Assets,"2,634","3,540","4,597","6,143","8,583",AMD
Machinery/Equipment,758,798,951,"1,209","1,534",AMD
Construction in Progress,56,78,114,136,96,AMD
Other Prop./Plant/Equip.,187,179,408,416,573,AMD
Prop./Plant/Equip. - Gross,"1,001","1,055","1,473","1,761","2,203",AMD
Accumulated Depreciation,(740),(707),(768),(912),"(1,134)",AMD
Prop./Plant/Equip. - Net,261,348,705,849,"1,069",AMD
"Goodwill, Net",289,289,289,289,289,AMD
Intangibles - Net,239,226,210,229,"1,244",AMD
Long Term Investments,58,58,58,63,69,AMD
Other Long Term Assets,71,95,147,144,234,AMD
Total Assets,"3,552","4,556","6,028","8,962","12,419",AMD
Accounts Payable,796,"1,041","1,201",546,"1,406",AMD
Accrued Expenses,369,480,673,998,"1,562",AMD
Notes Payable/ST Debt,0,0,0,0,0,AMD
Curr. Port. LT Dbt/Cap Ls.,70,136,0,--,312,AMD
Customer Advances,--,11,2,15,--,AMD
Other Payables,41,28,--,--,--,AMD
Other Current Liabilities,237,288,483,858,960,AMD
"Other Curr. Lblts, Total",278,327,485,873,960,AMD
Total Current Liabilities,"1,513","1,984","2,359","2,417","4,240",AMD
Total Long Term Debt,"1,325","1,114",486,330,1,AMD
Total Debt,"1,395","1,250",486,330,313,AMD
Deferred Income Tax,--,--,11,11,12,AMD
"Other Liabilities, Total",118,192,345,367,669,AMD
Total Liabilities,"2,956","3,290","3,201","3,125","4,922",AMD
Common Stock,9,10,12,12,12,AMD
Additional Paid-In Capital,"8,464","8,750","9,963","10,544","11,069",AMD
Ret. Earn.(Accum. Deficit),"(7,775)","(7,436)","(7,095)","(4,605)","(1,451)",AMD
Treasury Stock - Common,(108),(50),(53),(131),"(2,130)",AMD
"Other Equity, Total",6,(8),0,17,(3),AMD
Total Equity,596,"1,266","2,827","5,837","7,497",AMD
Total Liabilities & Shareholders’ Equity,"3,552","4,556","6,028","8,962","12,419",AMD
Ttl Comm. Shares Outs.,967,"1,005","1,170","1,211","1,207",AMD
Trsy. Shrs-Comm. Primary Iss.,12,5,5,6,25,AMD
