items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash,249,--,--,--,WEN
Cash & Equivalents,0,741,701,732,WEN
Cash and Short Term Invs,249,741,701,732,WEN
"Trade Accts Recvble, Gross",128,--,--,--,WEN
Prov. for Doubtful Accts,(8),--,--,--,WEN
"Total Receivables, Net",120,118,115,142,WEN
Total Inventory,6,6,6,7,WEN
Prepaid Expenses,31,29,32,27,WEN
Restricted Cash - Current,187,182,186,185,WEN
Discont. Ops.-Curr. Assets,--,3,4,2,WEN
"Other Curr. Assets, Total",187,186,189,187,WEN
Total Current Assets,593,"1,080","1,044","1,095",WEN
Prop./Plant/Equip. - Net,"1,964","1,932","1,913","1,885",WEN
"Goodwill, Net",775,776,775,773,WEN
Intangibles - Net,"1,281","1,273","1,263","1,252",WEN
LT Invt. - Affiliate Comp.,--,39,38,33,WEN
LT Investments - Other,350,315,324,323,WEN
Long Term Investments,350,354,363,356,WEN
Note Rcvble - Long Term,4,--,--,--,WEN
Other Long Term Assets,135,148,159,164,WEN
Total Assets,"5,101","5,563","5,516","5,525",WEN
Accounts Payable,41,33,36,35,WEN
Accrued Expenses,188,176,160,178,WEN
Notes Payable/ST Debt,0,0,0,0,WEN
Curr. Port. LT Dbt/Cap Ls.,40,46,46,47,WEN
"Other Curr. Lblts, Total",158,152,157,159,WEN
Total Current Liabilities,427,408,399,418,WEN
Long Term Debt,"2,356","2,837","2,833","2,827",WEN
Capital Lease Obligations,560,561,567,567,WEN
Total Long Term Debt,"2,916","3,398","3,400","3,395",WEN
Total Debt,"2,956","3,445","3,446","3,442",WEN
Deferred Income Tax,268,272,275,276,WEN
"Other Liabilities, Total","1,054","1,031","1,020",998,WEN
Total Liabilities,"4,665","5,109","5,093","5,088",WEN
Common Stock,47,47,47,47,WEN
Additional Paid-In Capital,"2,899","2,922","2,927","2,930",WEN
Ret. Earn.(Accum. Deficit),344,355,376,400,WEN
Treasury Stock - Common,"(2,805)","(2,822)","(2,873)","(2,871)",WEN
"Other Equity, Total",(48),(47),(55),(69),WEN
Total Equity,436,455,423,437,WEN
Total Liabilities & Shareholders’ Equity,"5,101","5,563","5,516","5,525",WEN
Ttl Comm. Shares Outs.,216,215,213,213,WEN
Trsy. Shrs-Comm. Primary Iss.,255,255,258,257,WEN
