items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,"(3,200)","(6,700)","(29,200)","(27,900)",PRMW
Depreciation/Depletion,"219,100","61,200","121,400","181,000",PRMW
Deferred Taxes,"4,000","1,600","1,500","5,200",PRMW
Discontinued Operations,"(1,800)",0,0,0,PRMW
Unusual Items,"32,700","1,300","30,500","33,100",PRMW
Other Non-Cash Items,"27,700","6,300","22,300","48,200",PRMW
Non-Cash Items,"58,600","7,600","52,800","81,300",PRMW
"Cash Taxes Pd, Supplemental","8,300","1,000","2,500","3,700",PRMW
"Cash Interest Pd, Suppl","70,700","3,500","32,900","37,200",PRMW
Accounts Receivable,"(32,600)","(11,900)","(33,200)","(46,100)",PRMW
Inventories,"(10,900)","(11,100)","(19,100)","(26,500)",PRMW
Prepaid Expenses,"(4,500)","(6,200)","(5,200)",(900),PRMW
Other Assets,200,(700),0,(200),PRMW
Payable/Accrued,"26,200","(10,200)","1,300","17,100",PRMW
Changes in Working Capital,"(21,600)","(40,100)","(56,200)","(56,600)",PRMW
Total Cash from Operations,"256,900","23,600","90,300","183,000",PRMW
Purchase of Fixed Assets,"(152,000)","(38,600)","(85,200)","(155,200)",PRMW
Purchase/Acq of Intangibles,"(9,700)","(2,500)","(4,900)","(8,900)",PRMW
Capital Expenditures,"(161,700)","(41,100)","(90,100)","(164,100)",PRMW
Acquisition of Business,"(90,500)",(300),"(7,400)","(12,700)",PRMW
Sale of Business,"7,100",--,--,--,PRMW
Sale of Fixed Assets,"1,900",400,"1,000","1,600",PRMW
Other Investing Cash Flow,"2,300",500,400,"(1,700)",PRMW
"OtherInvestCashFlowItms,Tot","(79,200)",600,"(6,000)","(12,800)",PRMW
Total Cash from Investing,"(240,900)","(40,500)","(96,100)","(176,900)",PRMW
Financing Cash Flow Items,"(11,000)","3,800","4,500","3,700",PRMW
Total Cash Dividends Paid,"(38,900)","(11,300)","(22,900)","(34,200)",PRMW
Sale/Issuance of Common,"25,500","1,200","1,600","2,100",PRMW
Repurch/Retirement Common,"(48,100)","(1,800)","(2,000)","(13,000)",PRMW
"Iss (Retirmnt) of Stock,Net","(22,600)",(600),(400),"(10,900)",PRMW
Short Term Debt Issued,"134,200",--,"10,000","22,000",PRMW
Short Term Debt Reduction,"(28,000)",--,0,0,PRMW
"Short Term Debt, Net","106,200",--,"10,000","22,000",PRMW
Long Term Debt Issued,"750,000",--,0,0,PRMW
Long Term Debt Reduction,"(784,500)","(4,500)","(9,700)","(13,900)",PRMW
"Long Term Debt, Net","(34,500)","(4,500)","(9,700)","(13,900)",PRMW
"Iss (Retirmnt) of Debt, Net","71,700","(4,500)",300,"8,100",PRMW
Total Cash From Financing,(800),"(12,600)","(18,500)","(33,300)",PRMW
Foreign Exchange Effects,"(1,900)",(900),"(1,900)","(5,700)",PRMW
Net Change in Cash,"13,300","(30,400)","(26,200)","(32,900)",PRMW
NetCash-BeginBal/RsvdforFutUse,"115,100","128,400","128,400","128,400",PRMW
NetCash-EndBal/RsrvforFutUse,"128,400","98,000","102,200","95,500",PRMW
"Depreciation, Supplemental","219,100","61,200","121,400","181,000",PRMW
