items,Q2 2022,Q3 2022,Q4 2022,Q1 2023,ticker
Total Revenue,"4,441","3,455","3,033","3,192",FOXA
"Cost of Revenue, Total","3,667","2,164","1,715","1,656",FOXA
"Sell/Gen/AdminExpenses,Tot",468,485,552,448,FOXA
Depreciation/Amortization,93,92,99,99,FOXA
Restructuring Charge,0,0,0,--,FOXA
Litigation,32,22,10,61,FOXA
Other Unusual Expnse (In),11,17,28,16,FOXA
Unusual Expense (Income),43,39,38,77,FOXA
Total Operating Expense,"4,271","2,780","2,404","2,280",FOXA
Total Operating Income,170,675,629,912,FOXA
"Inter Expse,Net Non-Operat",(97),(91),(86),(87),FOXA
"Inter Income, Non-Operating",--,--,--,19,FOXA
"Invest Income, Non-Operat",(165),(191),(93),21,FOXA
"Inter/Invest Inc, Non-Oper",(165),(191),(93),40,FOXA
OtherNon-OperatInc (Expnse),(3),(3),(3),(20),FOXA
"Other, Net",(3),(3),(3),(20),FOXA
Income Before Tax,(95),390,447,845,FOXA
Income Tax - Total,(22),100,139,232,FOXA
Income After Tax,(73),290,308,613,FOXA
Minority Interest,(12),(7),(2),(8),FOXA
Net Inc Before Extra Items,(85),283,306,605,FOXA
Total Net Income,(85),283,306,605,FOXA
Income Available to Common Excl. Extra. Items,(85),283,306,605,FOXA
Income Available to Common Incl. Extra. Items,(85),283,306,605,FOXA
Basic/Primary Weighted Average Shares,569,566,557,550,FOXA
Basic/Primary EPS Excl. Extra. Items,(0.15),0.50,0.55,1.10,FOXA
Basic/Primary EPS Incl. Extra. Items,(0.15),0.50,0.55,1.10,FOXA
Diluted Weighted Average Shares,569,566,562,552,FOXA
Diluted EPS Excl. Extra. Items,(0.15),0.50,0.54,1.10,FOXA
Diluted EPS Incl. Extra. Items,(0.15),0.50,0.54,1.10,FOXA
Div/Share-ComStockPrimIssue,0.24,0.00,0.24,0.00,FOXA
Gross Divid - Common Stock,0,135,0,137,FOXA
Pro Forma Net Income,--,--,--,--,FOXA
"Interest Expense, Suppl",97,91,86,87,FOXA
"Depreciat/Amort, Suppl",93,92,99,99,FOXA
Total Special Items,43,39,38,77,FOXA
Normalzd Income Before Tax,(52),429,485,922,FOXA
Efct/SpecItemsIncTxs (STEC),15,10,12,21,FOXA
IncTxsExcl ImpctofSpec Itms,(7),110,151,253,FOXA
Normalized Income After Tax,(45),319,334,669,FOXA
Normalzd Inc Avail to Common,(57),312,332,661,FOXA
Basic Normalized EPS,(0.10),0.55,0.60,1.20,FOXA
Diluted Normalized EPS,(0.10),0.55,0.59,1.20,FOXA
