items,Q4 2020,Q2 2021,Q4 2021,Q2 2022,ticker
Cash & Equivalents,"1,523","1,824","1,407","1,819",CCEP
Short Term Investments,--,--,58,239,CCEP
Cash and Short Term Invs,"1,523","1,824","1,465","2,058",CCEP
"Trade Accts Recvble, Net","1,439","2,457","2,305","2,753",CCEP
Other Receivables,169,131,189,108,CCEP
"Total Receivables, Net","1,608","2,588","2,494","2,861",CCEP
Total Inventory,681,"1,236","1,157","1,410",CCEP
Discont. Ops.-Curr. Assets,--,--,223,66,CCEP
Other Current Assets,264,362,421,583,CCEP
"Other Curr. Assets, Total",264,362,644,649,CCEP
Total Current Assets,"4,076","6,010","5,760","6,978",CCEP
Prop./Plant/Equip. - Net,"3,860","5,315","5,248","5,164",CCEP
"Goodwill, Net","2,517","4,579","4,623","4,668",CCEP
Intangibles - Net,"8,414","12,706","12,639","12,677",CCEP
Other Long Term Assets,343,538,760,841,CCEP
Total Assets,"19,237","29,170","29,090","30,354",CCEP
Payable/Accrued,"2,754","4,131","4,237","5,075",CCEP
Accrued Expenses,13,12,10,9,CCEP
Notes Payable/ST Debt,0,307,285,522,CCEP
Curr. Port. LT Dbt/Cap Ls.,805,"1,445","1,065","1,055",CCEP
Income Taxes Payable,171,230,181,242,CCEP
Other Payables,181,307,210,339,CCEP
Other Current Liabilities,216,189,105,174,CCEP
"Other Curr. Lblts, Total",568,726,496,755,CCEP
Total Current Liabilities,"4,140","6,621","6,093","7,416",CCEP
Long Term Debt,"6,382","11,283","11,281","10,545",CCEP
Capital Lease Obligations,--,523,509,520,CCEP
Total Long Term Debt,"6,382","11,806","11,790","11,065",CCEP
Total Debt,"7,187","13,558","13,140","12,642",CCEP
Deferred Income Tax,"2,134","3,507","3,617","3,604",CCEP
Minority Interest,--,225,177,192,CCEP
Reserves,83,56,48,86,CCEP
Pension Benefits - Underfunded,283,156,138,122,CCEP
Other LT Liabilities,190,229,194,278,CCEP
"Other Liabilities, Total",556,441,380,486,CCEP
Total Liabilities,"13,212","22,600","22,057","22,763",CCEP
Common Stock,5,5,5,5,CCEP
Additional Paid-In Capital,192,210,220,225,CCEP
Ret. Earn.(Accum. Deficit),"5,828","6,355","6,808","7,361",CCEP
Total Equity,"6,025","6,570","7,033","7,591",CCEP
Total Liabilities & Shareholders’ Equity,"19,237","29,170","29,090","30,354",CCEP
Ttl Comm. Shares Outs.,457,456,456,457,CCEP
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,CCEP
