items,2017,2018,2019,2020,2021,ticker
Total Revenue,"6,690","7,442","11,120","11,618","12,683",KDP
"Cost of Revenue, Total","2,695","3,560","4,778","5,080","5,680",KDP
Selling/Gen/Admin Expense,"1,953","1,995","3,003","2,701","2,916",KDP
Labor & Related Expense,36,35,64,85,88,KDP
Advertising Expense,547,411,670,489,540,KDP
"Sell/Gen/AdminExpenses,Tot","2,536","2,441","3,737","3,275","3,544",KDP
Research & Development,20,64,81,69,66,KDP
Depreciation,95,110,159,147,177,KDP
Amortiz of Intangibles,7,--,--,133,134,KDP
Depreciation/Amortization,102,110,159,280,311,KDP
"Inter/Invest Inc, Operating",--,20,(15),--,--,KDP
Restructuring Charge,--,--,--,199,202,KDP
Litigation,--,--,--,57,30,KDP
Impair-Assets Held for Use,--,--,--,75,0,KDP
Impair-Assets Held for Sale,--,--,--,102,17,KDP
Other Unusual Expnse (In),62,1,5,146,131,KDP
Unusual Expense (Income),62,1,5,579,380,KDP
"Other Operat Expse, Total",(51),10,2,(39),(70),KDP
Total Operating Expense,"5,364","6,206","8,747","9,244","9,911",KDP
Total Operating Income,"1,326","1,236","2,373","2,374","2,772",KDP
"Inter Expse,Net Non-Operat",(164),(446),(661),(604),(500),KDP
"Inter Income, Non-Operating",3,--,--,--,--,KDP
"Invest Income, Non-Operat",--,21,(11),--,524,KDP
"Inter/Invest Inc, Non-Oper",3,21,(11),--,524,KDP
OtherNon-OperatInc (Expnse),8,(20),(7),(17),2,KDP
"Other, Net",8,(20),(7),(17),2,KDP
Income Before Tax,"1,173",791,"1,694","1,753","2,798",KDP
Income Tax - Total,392,207,440,397,644,KDP
Income After Tax,781,584,"1,254","1,356","2,154",KDP
Minority Interest,--,(3),0,0,1,KDP
Equity In Affiliates,(2),--,--,--,--,KDP
Net Inc Before Extra Items,779,581,"1,254","1,356","2,155",KDP
Total Extraordinary Items,297,5,--,(31),(9),KDP
Total Net Income,"1,076",586,"1,254","1,325","2,146",KDP
Income Available to Common Excl. Extra. Items,779,581,"1,254","1,356","2,155",KDP
Income Available to Common Incl. Extra. Items,"1,076",586,"1,254","1,325","2,146",KDP
Basic/Primary Weighted Average Shares,182,"1,086","1,407","1,407","1,416",KDP
Basic/Primary EPS Excl. Extra. Items,4.28,0.53,0.89,0.96,1.52,KDP
Basic/Primary EPS Incl. Extra. Items,5.91,0.54,0.89,0.94,1.52,KDP
Diluted Weighted Average Shares,183,"1,098","1,419","1,422","1,428",KDP
Diluted EPS Excl. Extra. Items,4.26,0.53,0.88,0.95,1.51,KDP
Diluted EPS Incl. Extra. Items,5.89,0.53,0.88,0.93,1.50,KDP
Div/Share-ComStockPrimIssue,2.32,0.88,0.60,0.60,0.71,KDP
Gross Divid - Common Stock,420,441,845,846,"1,008",KDP
Pro Forma Net Income,--,--,--,--,--,KDP
"Interest Expense, Suppl",164,446,661,604,500,KDP
"Interest Capitalized, Suppl",(1),--,--,--,--,KDP
"Depreciat/Amort, Suppl",198,233,358,362,410,KDP
Total Special Items,62,1,5,579,380,KDP
Normalzd Income Before Tax,"1,235",792,"1,699","2,332","3,178",KDP
Efct/SpecItemsIncTxs (STEC),21,0,1,(119),(138),KDP
IncTxsExcl ImpctofSpec Itms,413,207,441,278,506,KDP
Normalized Income After Tax,822,585,"1,258","2,054","2,672",KDP
Normalzd Inc Avail to Common,820,582,"1,258","2,054","2,673",KDP
Basic Normalized EPS,4.51,0.54,0.89,1.46,1.89,KDP
Diluted Normalized EPS,4.49,0.53,0.89,1.44,1.87,KDP
