items,2017,2018,2019,2020,2021,ticker
Cash and Short Term Invs,172,123,108,136,213,CROX
"Trade Accts Recvble, Gross",115,118,127,171,203,CROX
Prov. for Doubtful Accts,(31),(20),(19),(21),(21),CROX
"Trade Accts Recvble, Net",84,98,108,150,183,CROX
Other Receivables,14,11,10,13,35,CROX
"Total Receivables, Net",98,108,118,163,217,CROX
Total Inventory,130,124,172,175,214,CROX
Prepaid Expenses,23,22,25,18,23,CROX
Restricted Cash - Current,2,2,2,2,0,CROX
Other Current Assets,--,--,0,--,--,CROX
"Other Curr. Assets, Total",2,2,2,2,0,CROX
Total Current Assets,425,380,425,493,667,CROX
Buildings,73,64,65,67,65,CROX
Machinery/Equipment,33,20,39,47,54,CROX
Construction in Progress,1,3,4,8,53,CROX
Other Prop./Plant/Equip.,20,17,202,189,181,CROX
Prop./Plant/Equip. - Gross,127,103,309,311,353,CROX
Accumulated Depreciation,(92),(81),(80),(86),(84),CROX
Prop./Plant/Equip. - Net,35,22,230,225,269,CROX
"Goodwill, Net",2,2,2,2,2,CROX
Intangibles - Gross,152,148,130,133,137,CROX
Accum. Intangible Amort.,(95),(102),(83),(95),(108),CROX
Intangibles - Net,56,46,47,38,29,CROX
Def. Inc. Tax - LT Asset,10,9,25,351,567,CROX
Restricted Cash - LT,3,2,2,2,4,CROX
Other Long Term Assets,13,8,8,9,8,CROX
Total Assets,544,469,739,"1,119","1,545",CROX
Accounts Payable,66,77,96,113,162,CROX
Accrued Expenses,58,68,126,131,160,CROX
Notes Payable/ST Debt,0,0,0,0,0,CROX
Curr. Port. LT Dbt/Cap Ls.,1,0,--,--,--,CROX
Customer Advances,6,3,4,6,7,CROX
Income Taxes Payable,6,5,4,5,16,CROX
Other Current Liabilities,20,31,27,37,42,CROX
"Other Curr. Lblts, Total",32,40,35,48,66,CROX
Total Current Liabilities,157,184,257,292,388,CROX
Total Long Term Debt,0,120,205,180,771,CROX
Total Debt,1,120,205,180,771,CROX
"Other Liabilities, Total",18,14,145,357,371,CROX
Total Liabilities,175,319,607,828,"1,531",CROX
Pref. Stock - Non Rdmbl.,182,--,--,--,--,CROX
Conv. Pref. Stk-Non Rdmbl.,0,0,--,--,--,CROX
"Pref. Stock-Non Rdmbl, Net",182,0,--,--,--,CROX
Common Stock,0,0,0,0,0,CROX
Additional Paid-In Capital,373,481,496,482,496,CROX
Ret. Earn.(Accum. Deficit),190,121,240,553,"1,279",CROX
Treasury Stock - Common,(334),(397),(546),(689),"(1,684)",CROX
"Other Equity, Total",(43),(55),(58),(56),(77),CROX
Total Equity,368,150,132,291,14,CROX
Total Liabilities & Shareholders’ Equity,544,469,739,"1,119","1,545",CROX
Ttl Comm. Shares Outs.,69,73,68,66,58,CROX
Trsy. Shrs-Comm. Primary Iss.,26,30,36,39,48,CROX
Trsry Shrs-Pref. Iss. 1,0,--,--,--,--,CROX
