items,2017,2018,2019,2020,2021,ticker
Total Revenue,"184,786","194,579","256,776","268,706","292,111",CVS
"Cost of Revenue, Total","153,448","156,447","158,719","163,981","175,803",CVS
Selling/Gen/Admin Expense,"18,579","21,004",--,--,--,CVS
Advertising Expense,230,364,396,461,523,CVS
"Sell/Gen/AdminExpenses,Tot","18,809","21,368",396,461,523,CVS
Impair-Assets Held for Use,181,"6,149",0,0,"1,789",CVS
Other Unusual Expnse (In),0,0,559,"1,503",584,CVS
Unusual Expense (Income),181,"6,149",559,"1,503","2,373",CVS
Other Operating Expense,--,--,"32,665","34,611","36,411",CVS
"Other, Net","2,810","6,594","52,529","55,679","64,260",CVS
"Other Operat Expse, Total","2,810","6,594","85,194","90,290","100,671",CVS
Total Operating Expense,"175,248","190,558","244,868","256,235","279,370",CVS
Total Operating Income,"9,538","4,021","11,908","12,471","12,741",CVS
"Inter Expse,Net Non-Operat","(1,062)","(2,619)","(3,035)","(2,907)","(2,503)",CVS
OtherNon-OperatInc (Expnse),(208),4,124,206,182,CVS
"Other, Net",(208),4,124,206,182,CVS
Income Before Tax,"8,268","1,406","8,997","9,770","10,420",CVS
Income Tax - Total,"3,137","2,102","2,366","2,569","2,522",CVS
Income After Tax,"5,131",(696),"6,631","7,201","7,898",CVS
Minority Interest,(1),2,3,(13),12,CVS
Net Inc Before Extra Items,"5,130",(694),"6,634","7,188","7,910",CVS
Discontinued Operations,(8),0,0,(9),0,CVS
Extraordinary Item,"1,500",100,--,--,--,CVS
Total Extraordinary Items,"1,492",100,0,(9),0,CVS
Total Net Income,"6,622",(594),"6,634","7,179","7,910",CVS
Preferred Dividends,(24),(3),(5),--,--,CVS
Misc Earnings Adjustment,8,--,5,0,--,CVS
Total Adjust to Net Income,(16),(3),0,0,--,CVS
Income Available to Common Excl. Extra. Items,"5,114",(697),"6,634","7,188","7,910",CVS
Income Available to Common Incl. Extra. Items,"6,606",(597),"6,634","7,179","7,910",CVS
Basic/Primary Weighted Average Shares,"1,020","1,044","1,301","1,309","1,319",CVS
Basic/Primary EPS Excl. Extra. Items,5.01,(0.67),5.10,5.49,6.00,CVS
Basic/Primary EPS Incl. Extra. Items,6.48,(0.57),5.10,5.48,6.00,CVS
Diluted Weighted Average Shares,"1,024","1,044","1,305","1,314","1,329",CVS
Diluted EPS Excl. Extra. Items,4.99,(0.67),5.08,5.47,5.95,CVS
Diluted EPS Incl. Extra. Items,6.45,(0.57),5.08,5.46,5.95,CVS
Div/Share-ComStockPrimIssue,2.00,2.00,2.00,2.00,2.00,CVS
Gross Divid - Common Stock,"2,049","2,045","2,615","2,644","2,644",CVS
Pro Forma Net Income,--,--,--,--,--,CVS
"Interest Expense, Suppl","1,062","2,619","3,035","2,907","2,503",CVS
"Depreciat/Amort, Suppl","1,700","1,718","1,971","2,141","2,300",CVS
Total Special Items,181,"6,149",764,"1,503","2,312",CVS
Normalzd Income Before Tax,"8,449","7,555","9,761","11,273","12,732",CVS
Efct/SpecItemsIncTxs (STEC),69,"2,152",201,395,560,CVS
IncTxsExcl ImpctofSpec Itms,"3,206","4,254","2,567","2,964","3,082",CVS
Normalized Income After Tax,"5,243","3,301","7,194","8,309","9,650",CVS
Normalzd Inc Avail to Common,"5,226","3,300","7,197","8,296","9,662",CVS
Basic Normalized EPS,5.12,3.16,5.53,6.34,7.33,CVS
Diluted Normalized EPS,5.10,3.16,5.52,6.31,7.27,CVS
