items,2018,2019,2020,2021,2022,ticker
Cash and Short Term Invs,447,144,218,161,40,RAD
"Trade Accts Recvble, Gross","1,894","1,802","1,300","1,477","1,372",RAD
Prov. for Doubtful Accts,(25),(13),(13),(15),(28),RAD
"Total Receivables, Net","1,869","1,789","1,287","1,462","1,343",RAD
Inventories - Other,"1,218","2,476","2,461","2,351","2,447",RAD
LIFO Reserve,581,(604),(540),(486),(487),RAD
Total Inventory,"1,800","1,872","1,922","1,865","1,959",RAD
Prepaid Expenses,181,179,182,107,107,RAD
"Other Curr. Assets, Total",438,118,92,0,--,RAD
Total Current Assets,"4,735","4,102","3,701","3,595","3,449",RAD
Buildings,"2,096","2,061","2,047","1,933","1,880",RAD
Land/Improvements,139,139,132,109,83,RAD
Machinery/Equipment,"1,821","1,804","1,834","1,870","1,887",RAD
Construction in Progress,60,49,44,51,98,RAD
Other Prop./Plant/Equip.,--,--,"2,903","3,064","2,814",RAD
Prop./Plant/Equip. - Gross,"4,115","4,054","6,961","7,027","6,762",RAD
Accumulated Depreciation,"(2,684)","(2,745)","(2,841)","(2,882)","(2,959)",RAD
Prop./Plant/Equip. - Net,"1,431","1,309","4,119","4,145","3,803",RAD
"Goodwill, Net","1,421","1,108","1,108","1,108",879,RAD
Intangibles - Gross,"1,926","1,846","1,693","1,748","1,758",RAD
Accum. Intangible Amort.,"(1,336)","(1,397)","(1,333)","(1,407)","(1,467)",RAD
Intangibles - Net,590,449,359,341,291,RAD
Def. Inc. Tax - LT Asset,594,409,17,15,20,RAD
Disct. Ops. - LT Asset,0,--,--,--,--,RAD
Other Long Term Assets,217,215,148,132,87,RAD
Total Assets,"8,989","7,591","9,452","9,335","8,529",RAD
Accounts Payable,"1,651","1,619","1,484","1,437","1,571",RAD
Accrued Expenses,889,540,932,907,"1,106",RAD
Notes Payable/ST Debt,0,0,0,0,0,RAD
Curr. Port. LT Dbt/Cap Ls.,21,16,9,6,6,RAD
Discontinued Operations,560,0,37,--,--,RAD
Other Current Liabilities,342,269,305,252,250,RAD
"Other Curr. Lblts, Total",902,269,342,252,250,RAD
Total Current Liabilities,"3,464","2,443","2,766","2,603","2,933",RAD
Long Term Debt,"3,340","3,455","3,077","3,063","2,733",RAD
Capital Lease Obligations,31,24,19,17,15,RAD
Total Long Term Debt,"3,371","3,479","3,097","3,080","2,748",RAD
Total Debt,"3,392","3,495","3,105","3,086","2,753",RAD
Other LT Liabilities,553,483,"2,915","3,038","2,749",RAD
Discont. Ops. - Lblts,0,--,--,--,--,RAD
"Other Liabilities, Total",553,483,"2,915","3,038","2,749",RAD
Total Liabilities,"7,388","6,405","8,778","8,720","8,430",RAD
Common Stock,"1,067",54,55,55,56,RAD
Additional Paid-In Capital,"4,851","5,877","5,891","5,897","5,910",RAD
Ret. Earn.(Accum. Deficit),"(4,282)","(4,713)","(5,222)","(5,313)","(5,852)",RAD
"Other Equity, Total",(35),(31),(49),(24),(15),RAD
Total Equity,"1,601","1,187",675,615,99,RAD
Total Liabilities & Shareholders’ Equity,"8,989","7,591","9,452","9,335","8,529",RAD
Ttl Comm. Shares Outs.,53,54,55,55,56,RAD
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,RAD
