items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Revenue,"76,604","76,826","80,636","81,159",CVS
"Cost of Revenue, Total","46,378","45,509","49,290","50,365",CVS
Litigation,--,484,0,"5,220",CVS
Impair-Assets Held for Use,"1,358",--,--,0,CVS
Other Unusual Expnse (In),120,--,--,0,CVS
Unusual Expense (Income),"1,478",525,0,"7,700",CVS
Loss(Gain)/Sale Asts (Oper),--,41,0,"2,480",CVS
Other Operating Expense,"10,034","9,351","9,171","9,606",CVS
"Other, Net","16,574","17,951","17,606","17,419",CVS
"Other Operat Expse, Total","26,608","27,302","26,777","27,025",CVS
Total Operating Expense,"74,464","73,336","76,067","85,090",CVS
Total Operating Income,"2,140","3,490","4,569","(3,931)",CVS
"Inter Expse,Net Non-Operat",(608),(586),(583),(566),CVS
OtherNon-OperatInc (Expnse),38,42,43,41,CVS
"Other, Net",38,42,43,41,CVS
Income Before Tax,"1,570","2,946","4,029","(4,456)",CVS
Income Tax - Total,274,633,"1,068","(1,047)",CVS
Income After Tax,"1,296","2,313","2,961","(3,409)",CVS
Minority Interest,10,(1),(10),(7),CVS
Net Inc Before Extra Items,"1,306","2,312","2,951","(3,416)",CVS
Total Extraordinary Items,0,--,--,--,CVS
Total Net Income,"1,306","2,312","2,951","(3,416)",CVS
Income Available to Common Excl. Extra. Items,"1,306","2,312","2,951","(3,416)",CVS
Income Available to Common Incl. Extra. Items,"1,306","2,312","2,951","(3,416)",CVS
Basic/Primary Weighted Average Shares,"1,322","1,312","1,313","1,315",CVS
Basic/Primary EPS Excl. Extra. Items,0.99,1.76,2.25,(2.60),CVS
Basic/Primary EPS Incl. Extra. Items,0.99,1.76,2.25,(2.60),CVS
Diluted Weighted Average Shares,"1,338","1,328","1,321","1,315",CVS
Diluted EPS Excl. Extra. Items,0.98,1.74,2.23,(2.60),CVS
Diluted EPS Incl. Extra. Items,0.98,1.74,2.23,(2.60),CVS
Div/Share-ComStockPrimIssue,0.50,0.55,0.55,0.55,CVS
Gross Divid - Common Stock,664,730,729,723,CVS
Pro Forma Net Income,--,--,--,--,CVS
"Interest Expense, Suppl",608,586,583,566,CVS
"Depreciat/Amort, Suppl",545,587,621,592,CVS
Total Special Items,"1,478",525,0,"7,700",CVS
Normalzd Income Before Tax,"3,048","3,471","4,029","3,244",CVS
Efct/SpecItemsIncTxs (STEC),258,113,0,"2,695",CVS
IncTxsExcl ImpctofSpec Itms,532,746,"1,068","1,648",CVS
Normalized Income After Tax,"2,516","2,725","2,961","1,596",CVS
Normalzd Inc Avail to Common,"2,526","2,724","2,951","1,589",CVS
Basic Normalized EPS,1.91,2.08,2.25,1.21,CVS
Diluted Normalized EPS,1.89,2.05,2.23,1.21,CVS
