items,Q3 2022,Q4 2022,Q1 2023,Q2 2023,ticker
Cash & Equivalents,"22,682","21,383","10,448","6,813",ORCL
Short Term Investments,707,519,772,537,ORCL
Cash and Short Term Invs,"23,389","21,902","11,220","7,350",ORCL
"Trade Accts Recvble, Gross","4,955","6,315","6,322","6,600",ORCL
Prov. for Doubtful Accts,(367),(362),(385),(403),ORCL
"Total Receivables, Net","4,588","5,953","5,937","6,197",ORCL
Prepaid Expenses,"3,698","3,778","3,847","4,014",ORCL
Total Current Assets,"31,675","31,633","21,004","17,561",ORCL
Prop./Plant/Equip. - Net,"8,609","9,716","12,280","14,351",ORCL
"Goodwill, Net","43,833","43,811","61,629","61,513",ORCL
Intangibles - Gross,"11,143","10,447","22,425","22,426",ORCL
Accum. Intangible Amort.,"(9,455)","(9,007)","(9,926)","(10,833)",ORCL
Intangibles - Net,"1,688","1,440","12,499","11,593",ORCL
Other Long Term Assets,"9,730","9,915","10,832","11,360",ORCL
Total Assets,"108,644","109,297","130,309","128,469",ORCL
Accounts Payable,"1,124","1,317","1,461","1,647",ORCL
Accrued Expenses,"1,626","1,944","1,958","1,780",ORCL
Notes Payable/ST Debt,0,0,0,0,ORCL
Curr. Port. LT Dbt/Cap Ls.,"6,248","3,749","16,097","9,746",ORCL
Customer Advances,"7,871","8,357","10,473","8,705",ORCL
Other Current Liabilities,"3,964","4,144","4,830","5,228",ORCL
"Other Curr. Lblts, Total","11,835","12,501","15,303","13,933",ORCL
Total Current Liabilities,"20,833","19,511","34,819","27,106",ORCL
Total Long Term Debt,"72,165","72,110","75,480","81,173",ORCL
Total Debt,"78,413","75,859","91,577","90,919",ORCL
Deferred Income Tax,"6,462","6,031","7,693","7,165",ORCL
Minority Interest,485,452,426,470,ORCL
"Other Liabilities, Total","17,395","17,413","17,766","16,801",ORCL
Total Liabilities,"117,340","115,517","136,184","132,715",ORCL
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,ORCL
Common Stock,"26,129","26,808","27,224","28,148",ORCL
Ret. Earn.(Accum. Deficit),"(33,147)","(31,336)","(31,134)","(30,617)",ORCL
"Other Equity, Total","(1,678)","(1,692)","(1,965)","(1,777)",ORCL
Total Equity,"(8,696)","(6,220)","(5,875)","(4,246)",ORCL
Total Liabilities & Shareholders’ Equity,"108,644","109,297","130,309","128,469",ORCL
Ttl Comm. Shares Outs.,"2,668","2,665","2,696","2,695",ORCL
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,ORCL
