items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"6,329","5,762","4,817","4,458",AZN
Short Term Investments,69,61,70,440,AZN
Cash and Short Term Invs,"6,398","5,823","4,887","4,898",AZN
"Trade Accts Recvble, Net","9,644","8,683","8,908","9,336",AZN
Other Receivables,663,367,704,725,AZN
"Total Receivables, Net","10,307","9,050","9,612","10,061",AZN
Total Inventory,"8,983","7,624","6,220","5,078",AZN
Discont. Ops.-Curr. Assets,368,0,0,0,AZN
Other Current Assets,188,150,198,187,AZN
"Other Curr. Assets, Total",556,150,198,187,AZN
Total Current Assets,"26,244","22,647","20,917","20,224",AZN
Prop./Plant/Equip. - Net,"10,171","10,015","9,627","9,227",AZN
"Goodwill, Net","19,997","19,963","19,821","19,707",AZN
Intangibles - Net,"42,387","41,265","39,900","39,585",AZN
LT Invt. - Affiliate Comp.,69,63,56,53,AZN
LT Investments - Other,"1,168","1,174","1,124","1,049",AZN
Long Term Investments,"1,237","1,237","1,180","1,102",AZN
Note Rcvble - Long Term,895,864,881,792,AZN
Other Long Term Assets,102,87,113,112,AZN
Total Assets,"105,363","100,273","96,579","94,185",AZN
Payable/Accrued,"18,938","17,864","17,821","17,694",AZN
Notes Payable/ST Debt,294,724,636,584,AZN
Curr. Port. LT Dbt/Cap Ls.,"1,599","1,570","1,746","5,034",AZN
Income Taxes Payable,916,"1,124",981,"1,093",AZN
Other Current Liabilities,847,"1,458",631,445,AZN
"Other Curr. Lblts, Total","1,763","2,582","1,612","1,538",AZN
Total Current Liabilities,"22,594","22,740","21,815","24,850",AZN
Long Term Debt,"28,134","28,081","26,461","23,013",AZN
Capital Lease Obligations,754,724,685,668,AZN
Total Long Term Debt,"28,888","28,805","27,146","23,681",AZN
Total Debt,"30,781","31,099","29,528","29,299",AZN
Deferred Income Tax,"6,206","5,626","5,275","3,479",AZN
Minority Interest,19,19,19,20,AZN
Reserves,956,949,892,930,AZN
Pension Benefits - Underfunded,"2,454","1,991","1,310",919,AZN
Other LT Liabilities,"4,978","3,803","4,190","5,172",AZN
"Other Liabilities, Total","8,388","6,743","6,392","7,021",AZN
Total Liabilities,"66,095","63,933","60,647","59,051",AZN
Common Stock,387,387,387,387,AZN
Additional Paid-In Capital,"35,126","35,131","35,134","35,137",AZN
Ret. Earn.(Accum. Deficit),"3,755",822,411,(390),AZN
Total Equity,"39,268","36,340","35,932","35,134",AZN
Total Liabilities & Shareholders’ Equity,"105,363","100,273","96,579","94,185",AZN
Ttl Comm. Shares Outs.,"1,549","1,549","1,549","1,550",AZN
