items,2018,2019,2020,2021,2022,ticker
Net Income,"12,431","12,871","11,437","16,050","15,807",RY
Depreciation/Depletion,569,627,"1,333","1,276","1,265",RY
Amortization,"1,083","1,307","1,315","1,316","1,387",RY
Deferred Taxes,459,(519),(586),581,569,RY
Unusual Items,(40),(158),8,(26),(100),RY
Equity in Net Earnings/Loss,(1),(74),(73),(127),(108),RY
Non-Cash Items,(41),(232),(65),(153),(208),RY
"Cash Taxes Pd, Supplemental","5,818","2,977","2,880","4,198","7,326",RY
"Cash Interest Pd, Suppl","13,524","19,984","13,058","7,555","13,677",RY
Loan Loss Provision,"1,307","1,864","4,351",(753),484,RY
Other Assets,"(72,642)","(19,880)","(17,982)","23,059","(68,840)",RY
Changes in Working Capital,"2,973",211,"125,385","41,974","3,122",RY
Total Cash from Operations,"17,474","14,265","138,819","61,044","21,942",RY
Capital Expenditures,"(1,980)","(2,261)","(2,629)","(2,186)","(2,500)",RY
Acquisition of Business,(65),(106),(22),0,"(2,360)",RY
Sale of Business,14,173,0,78,--,RY
Sale/Maturity of Investment,"57,108","65,377","113,286","108,925","99,143",RY
Purchase of Investments,"(59,286)","(72,435)","(149,516)","(123,547)","(122,964)",RY
Other Investing Cash Flow,"(3,809)","(1,874)",(676),"(40,618)","(28,373)",RY
"OtherInvestCashFlowItms,Tot","(6,038)","(8,865)","(36,928)","(55,162)","(54,554)",RY
Total Cash from Investing,"(8,018)","(11,126)","(39,557)","(57,348)","(57,054)",RY
Financing Cash Flow Items,(37),(2),(6),(3),(5),RY
Cash Divids Paid - Common,--,"(5,756)","(6,065)","(6,163)",--,RY
Cash Divs Paid - Preferred,--,(269),(268),(257),--,RY
Total Cash Dividends Paid,"(5,640)","(6,025)","(6,333)","(6,420)","(6,960)",RY
Sale/Issuance of Common,"5,810","5,627","4,848","4,853","5,525",RY
Repurch/Retirement Common,"(7,248)","(6,594)","(5,667)","(4,743)","(11,127)",RY
"Common Stock, Net","(1,438)",(967),(819),110,"(5,602)",RY
Sale/Issuance of Preferred,--,350,"1,745","2,245",749,RY
Repurch/Retirement Preferd,(105),(950),"(1,508)","(1,475)",(155),RY
"Preferred Stock, Net",(105),(600),237,770,594,RY
"Iss (Retirmnt) of Stock,Net","(1,543)","(1,567)",(582),880,"(5,008)",RY
"Short Term Debt, Net",0,(263),13,(14),"9,609",RY
Long Term Debt Issued,--,"1,500","2,750","2,750","1,000",RY
Long Term Debt Reduction,0,"(1,100)","(3,588)","(3,121)",(821),RY
"Long Term Debt, Net",0,400,(838),(371),179,RY
Total Debt Reduction,(500),0,--,--,--,RY
"Iss (Retirmnt) of Debt, Net",(500),137,(825),(385),"9,788",RY
Total Cash From Financing,"(7,720)","(7,457)","(7,746)","(5,928)","(2,185)",RY
Foreign Exchange Effects,66,419,"1,062","(2,810)","(4,152)",RY
Net Change in Cash,"1,802","(3,899)","92,578","(5,042)","(41,449)",RY
NetCash-BeginBal/RsvdforFutUse,"28,407","30,209","26,310","118,888","113,846",RY
NetCash-EndBal/RsrvforFutUse,"30,209","26,310","118,888","113,846","72,397",RY
"Depreciation, Supplemental",569,627,"1,333","1,276","1,265",RY
