items,2018,2019,2020,2021,2022,ticker
Total Revenue,"2,326","2,900","2,496","2,246","2,383",WWD
"Cost of Revenue, Total","1,723","2,193","1,855","1,695","1,857",WWD
"Sell/Gen/AdminExpenses,Tot",192,244,218,187,203,WWD
Research & Development,148,159,133,117,120,WWD
Restructuring Charge,17,0,22,5,(3),WWD
Impair-Assets Held for Use,--,--,38,0,0,WWD
Unusual Expense (Income),17,0,60,5,(3),WWD
"Other Operat Expse, Total",(14),(14),(14),(16),(13),WWD
Total Operating Expense,"2,067","2,581","2,253","1,988","2,164",WWD
Total Operating Income,259,319,243,258,219,WWD
"Inter Expse, Non-Operating",(43),(45),(36),(34),(35),WWD
"Inter Capital, Non-Operat",2,1,0,--,--,WWD
"Inter Expse,Net Non-Operat",(40),(44),(36),(34),(35),WWD
"Inter Income, Non-Operating",2,1,2,1,2,WWD
"Invest Income, Non-Operat",(2),46,49,16,12,WWD
"Inter/Invest Inc, Non-Oper",0,48,51,18,14,WWD
Gain(Loss)on Sale of Assets,1,(2),24,4,2,WWD
Income Before Tax,220,321,282,246,200,WWD
Income Tax - Total,28,50,41,37,28,WWD
Income After Tax,191,270,240,209,172,WWD
Net Inc Before Extra Items,191,270,240,209,172,WWD
Total Extraordinary Items,(11),(11),--,--,--,WWD
Total Net Income,180,260,240,209,172,WWD
Income Available to Common Excl. Extra. Items,191,270,240,209,172,WWD
Income Available to Common Incl. Extra. Items,180,260,240,209,172,WWD
Basic/Primary Weighted Average Shares,61,62,62,63,62,WWD
Basic/Primary EPS Excl. Extra. Items,3.11,4.36,3.86,3.30,2.79,WWD
Basic/Primary EPS Incl. Extra. Items,2.93,4.19,3.86,3.30,2.79,WWD
Diluted Weighted Average Shares,64,64,64,66,63,WWD
Diluted EPS Excl. Extra. Items,2.99,4.19,3.74,3.18,2.71,WWD
Diluted EPS Incl. Extra. Items,2.82,4.02,3.74,3.18,2.71,WWD
Div/Share-ComStockPrimIssue,0.55,0.63,0.61,0.57,0.73,WWD
Gross Divid - Common Stock,34,39,38,36,45,WWD
Pro Forma Net Income,--,--,--,--,--,WWD
"Interest Expense, Suppl",40,44,36,34,35,WWD
"Interest Capitalized, Suppl",(2),(1),0,--,--,WWD
"Depreciat/Amort, Suppl",71,86,92,88,83,WWD
Total Special Items,16,15,28,1,1,WWD
Normalzd Income Before Tax,235,335,310,246,201,WWD
Efct/SpecItemsIncTxs (STEC),2,2,4,0,0,WWD
IncTxsExcl ImpctofSpec Itms,30,53,46,37,28,WWD
Normalized Income After Tax,205,282,264,209,173,WWD
Normalzd Inc Avail to Common,205,282,264,209,173,WWD
Basic Normalized EPS,3.34,4.56,4.25,3.30,2.81,WWD
Diluted Normalized EPS,3.21,4.38,4.12,3.19,2.73,WWD
