items,2018,2019,2020,2021,2022,ticker
Cash and Short Term Invs,267,235,240,"1,377",345,DG
"Total Receivables, Net",108,58,77,91,97,DG
Total Inventory,"3,609","4,097","4,677","5,247","5,614",DG
Prepaid Expenses,263,273,184,199,247,DG
Total Current Assets,"4,248","4,663","5,178","6,914","6,304",DG
Buildings,"1,625","1,803","1,947","2,112","2,336",DG
Land/Improvements,292,300,307,318,323,DG
Construction in Progress,72,117,62,184,131,DG
Other Prop./Plant/Equip.,"3,186","3,299","12,578","14,124","15,240",DG
Prop./Plant/Equip. - Gross,"5,175","5,519","14,894","16,738","18,031",DG
Accumulated Depreciation,"(2,474)","(2,548)","(2,820)","(3,364)","(3,592)",DG
Prop./Plant/Equip. - Net,"2,701","2,971","12,075","13,373","14,439",DG
"Goodwill, Net","4,339","4,339","4,339","4,339","4,339",DG
Intangibles - Net,"1,200","1,200","1,200","1,200","1,200",DG
Other Long Term Assets,29,31,34,37,46,DG
Total Assets,"12,517","13,204","22,825","25,863","26,327",DG
Accounts Payable,"2,010","2,385","2,861","3,614","3,739",DG
Accrued Expenses,379,413,"1,402","1,772","1,851",DG
Notes Payable/ST Debt,0,0,0,0,0,DG
Curr. Port. LT Dbt/Cap Ls.,401,2,--,--,0,DG
Income Taxes Payable,4,10,8,16,8,DG
Other Current Liabilities,171,206,272,309,382,DG
"Other Curr. Lblts, Total",175,216,280,325,390,DG
Total Current Liabilities,"2,965","3,016","4,543","5,711","5,979",DG
Long Term Debt,"2,594","2,853","2,912","4,131","4,172",DG
Capital Lease Obligations,11,10,--,--,--,DG
Total Long Term Debt,"2,605","2,863","2,912","4,131","4,172",DG
Total Debt,"3,006","2,865","2,912","4,131","4,172",DG
Deferred Income Tax,516,610,675,711,825,DG
"Other Liabilities, Total",306,298,"7,992","8,649","9,089",DG
Total Liabilities,"6,391","6,787","16,123","19,201","20,065",DG
"Pref. Stock-Non Rdmbl, Net",0,0,--,--,0,DG
Common Stock,235,227,220,211,201,DG
Additional Paid-In Capital,"3,196","3,252","3,323","3,447","3,588",DG
Ret. Earn.(Accum. Deficit),"2,698","2,941","3,163","3,006","2,474",DG
"Other Equity, Total",(4),(3),(3),(2),(1),DG
Total Equity,"6,126","6,417","6,703","6,661","6,262",DG
Total Liabilities & Shareholders’ Equity,"12,517","13,204","22,825","25,863","26,327",DG
Ttl Comm. Shares Outs.,269,260,252,241,230,DG
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,DG
