items,Q2 2022,Q3 2022,Q4 2022,Q1 2023,ticker
Cash & Equivalents,"5,466","6,704","7,890","5,900",ACN
Short Term Investments,6,4,4,4,ACN
Cash and Short Term Invs,"5,472","6,708","7,894","5,904",ACN
"Total Receivables, Net","11,591","12,219","11,777","12,610",ACN
"Other Curr. Assets, Total","2,122","2,081","1,940","2,158",ACN
Total Current Assets,"19,185","21,008","21,611","20,672",ACN
Prop./Plant/Equip. - Gross,"4,235","4,291","4,149","4,210",ACN
Accumulated Depreciation,"(2,578)","(2,625)","(2,490)","(2,576)",ACN
Prop./Plant/Equip. - Net,"4,906","4,844","4,678","4,631",ACN
"Goodwill, Net","12,428","12,499","13,133","13,791",ACN
Intangibles - Gross,"2,770","2,821","2,971","3,117",ACN
Accum. Intangible Amort.,(926),(999),"(1,040)","(1,087)",ACN
Intangibles - Net,"1,844","1,821","1,931","2,030",ACN
LT Invt. - Affiliate Comp.,181,173,164,166,ACN
LT Investments - Other,156,159,154,158,ACN
Long Term Investments,337,332,318,324,ACN
Note Rcvble - Long Term,39,36,47,69,ACN
Deferred Charges,794,826,808,833,ACN
Def. Inc. Tax - LT Asset,"4,018","4,013","4,001","4,030",ACN
Other Long Term Assets,767,716,737,736,ACN
Total Assets,"44,318","46,095","47,263","47,116",ACN
Accounts Payable,"2,229","2,384","2,559","2,418",ACN
Accrued Expenses,"8,121","8,992","9,830","9,012",ACN
Notes Payable/ST Debt,0,0,0,0,ACN
Curr. Port. LT Dbt/Cap Ls.,9,9,9,9,ACN
Customer Advances,"4,663","4,561","4,478","4,327",ACN
Income Taxes Payable,518,616,646,694,ACN
"Other Curr. Lblts, Total","5,181","5,177","5,125","5,021",ACN
Total Current Liabilities,"15,540","16,563","17,523","16,460",ACN
Total Long Term Debt,52,52,46,45,ACN
Total Debt,61,60,55,55,ACN
Deferred Income Tax,336,365,319,373,ACN
Minority Interest,597,623,641,691,ACN
Pension Benefits - Underfunded,"2,050","2,026","1,692","1,602",ACN
Other LT Liabilities,"5,183","5,078","4,936","4,970",ACN
"Other Liabilities, Total","7,233","7,104","6,628","6,571",ACN
Total Liabilities,"23,758","24,706","25,157","24,141",ACN
Common Stock,0,0,0,0,ACN
Additional Paid-In Capital,"10,066","10,534","10,679","11,051",ACN
Ret. Earn.(Accum. Deficit),"16,028","17,177","18,204","16,981",ACN
Treasury Stock - Common,"(5,297)","(6,122)","(6,678)","(5,170)",ACN
Unrealized Gain (Loss),0,0,0,--,ACN
Cum. Trans. Adjustment,"(1,186)","(1,418)","(1,852)","(1,768)",ACN
Other Equity,"1,439","1,754","2,091","2,167",ACN
Min. Pension Lblty Adj.,(563),(553),(349),(257),ACN
Other Comprehensive Income,74,17,11,(30),ACN
"Other Equity, Total",(237),(200),(99),112,ACN
Total Equity,"20,560","21,389","22,106","22,975",ACN
Total Liabilities & Shareholders’ Equity,"44,318","46,095","47,263","47,116",ACN
Shr Outs.-Com. Primary Iss.,633,632,631,629,ACN
Shr Outs.-Com. Stk. Iss. 2,1,1,1,0,ACN
Shr Outs.-Com. Stk. Iss. 3,0,--,0,--,ACN
Ttl Comm. Shares Outs.,634,633,632,630,ACN
Trsy. Shrs-Comm. Primary Iss.,29,32,33,29,ACN
Trsy. Shrs-Comm. Iss. 3,0,0,0,0,ACN
