items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"1,569","2,115","1,317","1,131",WRB
"Total Receivables, Net",--,--,10,--,WRB
Prop./Plant/Equip. - Net,420,418,415,414,WRB
"Goodwill, Net",170,170,170,170,WRB
Long Term Investments,"20,319","20,402","20,965","21,344",WRB
Insurance Receivables,"2,523","2,599","2,800","2,753",WRB
Def. Policy Acq. Costs,676,717,753,767,WRB
Accrued Investment Income,123,129,133,151,WRB
Reinsurance - Asset,"2,923","2,929","3,047","3,161",WRB
Other Assets,"3,283","2,728","2,787","2,779",WRB
"Other Assets, Total","6,329","5,787","5,966","6,091",WRB
Total Assets,"32,048","32,251","32,692","33,077",WRB
Insurance Reserves,"15,391","15,723","16,146","16,540",WRB
Unearned Prem. Or Rev.,"4,847","5,027","5,250","5,375",WRB
Reinsurance - Liability,515,525,542,579,WRB
Policy Liabilities,"20,753","21,274","21,937","22,494",WRB
Notes Payable/ST Debt,0,0,0,0,WRB
"Other Curr. Lblts, Total",54,57,0,1,WRB
Total Long Term Debt,"3,267","2,842","2,840","2,842",WRB
Total Debt,"3,267","2,842","2,840","2,842",WRB
Minority Interest,15,23,22,24,WRB
"Other Liabilities, Total","1,306","1,190","1,378","1,369",WRB
Total Liabilities,"25,395","25,386","26,178","26,731",WRB
"Pref. Stock-Non Rdmbl, Net",0,0,0,0,WRB
Common Stock,106,106,106,106,WRB
Additional Paid-In Capital,981,992,"1,001",985,WRB
Ret. Earn.(Accum. Deficit),"9,015","9,583","9,603","9,805",WRB
Treasury Stock - Common,"(3,167)","(3,167)","(3,166)","(3,164)",WRB
Unrealized Gain (Loss),91,(333),(670),(985),WRB
"Other Equity, Total",(373),(317),(360),(400),WRB
Total Equity,"6,653","6,865","6,514","6,346",WRB
Total Liabilities & Shareholders’ Equity,"32,048","32,251","32,692","33,077",WRB
Ttl Comm. Shares Outs.,265,265,265,266,WRB
Trsy. Shrs-Comm. Primary Iss.,264,264,264,263,WRB
