items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"2,535","4,740","4,964","3,398",AMD
Short Term Investments,"1,073","1,792","1,028","2,193",AMD
Cash and Short Term Invs,"3,608","6,532","5,992","5,591",AMD
"Trade Accts Recvble, Net","2,706","3,677","4,050","4,336",AMD
Other Receivables,--,4,3,4,AMD
"Total Receivables, Net","2,706","3,681","4,053","4,340",AMD
Invent. - Finished Goods,197,353,317,696,AMD
Invent. - Work In Progress,"1,676","1,966","2,171","2,466",AMD
Invent. - Raw Materials,82,112,160,207,AMD
Total Inventory,"1,955","2,431","2,648","3,369",AMD
Prepaid Expenses,314,725,769,719,AMD
"Other Curr. Assets, Total",--,--,--,401,AMD
Total Current Assets,"8,583","13,369","13,462","14,420",AMD
Land/Improvements,--,120,120,120,AMD
Machinery/Equipment,"1,534","1,766","1,892","1,990",AMD
Construction in Progress,96,144,159,176,AMD
Other Prop./Plant/Equip.,573,978,"1,063","1,086",AMD
Prop./Plant/Equip. - Gross,"2,203","3,008","3,234","3,372",AMD
Accumulated Depreciation,"(1,134)","(1,186)","(1,311)","(1,396)",AMD
Prop./Plant/Equip. - Net,"1,069","1,822","1,923","1,976",AMD
"Goodwill, Net",289,"23,083","24,193","24,187",AMD
Intangibles - Net,"1,244","28,146","27,433","26,734",AMD
Long Term Investments,69,72,76,80,AMD
Other Long Term Assets,234,391,383,382,AMD
Total Assets,"12,419","66,915","67,502","67,811",AMD
Accounts Payable,"1,406","1,681","1,879","2,734",AMD
Accrued Expenses,"1,562","2,106","2,053","2,698",AMD
Notes Payable/ST Debt,0,0,0,0,AMD
Curr. Port. LT Dbt/Cap Ls.,312,312,312,0,AMD
"Other Curr. Lblts, Total",960,"1,482","1,279","1,259",AMD
Total Current Liabilities,"4,240","5,581","5,523","6,691",AMD
Total Long Term Debt,1,"1,475","2,465","2,466",AMD
Total Debt,313,"1,787","2,777","2,466",AMD
Deferred Income Tax,12,"3,109","2,805","2,078",AMD
"Other Liabilities, Total",669,"1,417","1,540","2,034",AMD
Total Liabilities,"4,922","11,582","12,333","13,269",AMD
Common Stock,12,16,16,16,AMD
Additional Paid-In Capital,"11,069","56,925","57,297","57,581",AMD
Ret. Earn.(Accum. Deficit),"(1,451)",(665),(218),(152),AMD
Treasury Stock - Common,"(2,130)",(941),"(1,893)","(2,815)",AMD
"Other Equity, Total",(3),(2),(33),(88),AMD
Total Equity,"7,497","55,333","55,169","54,542",AMD
Total Liabilities & Shareholders’ Equity,"12,419","66,915","67,502","67,811",AMD
Ttl Comm. Shares Outs.,"1,207","1,620","1,612","1,612",AMD
Trsy. Shrs-Comm. Primary Iss.,25,9,19,30,AMD
